8,,arrow,American,Young,113,4.07,0.87,"d, f",0.747,87,87,,arrow (98),,,x,x,,x,,x,x,x,x,x,
8,,,American,Old,103,4.48,0.83,g,1.251,77,77,,arrow (79),,,,,,,,,,,,,
8,,,Chinese,Young,100,4.89,0.40,,1.658,72,76,,"?? arrow (72), ???? arrow sign (3), ???? arrow sign (1)",,,,,,,,,,,,,
8,,,Chinese,Old,96,4.86,0.46,,1.742,71,88,,"?? arrow (68), ???? arrow sign (10), ???? pointing arrow (3), ??? arrow (1), ???? arrow sign (1), ???? arrow (1)",,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,artichoke,American,Young,100,2.69,1.00,"d, f",2.996,36,36,,artichoke (36),,,,,,,,,,,,,
9,,,American,Old,93,3.17,1.16,,1.195,71,71,,artichoke (66),,,,,,,,,,,,,
9,,,Chinese,Young,93,3.27,1.33,,3.740,0,0,,,,,,,,,,,,,,,
9,,,Chinese,Old,82,3.34,1.43,,4.258,0,0,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,ashtray,American,Young,109,3.15,1.10,"d, f",1.136,66,66,,ashtray (72),,,,x,,,,,,,x,,
10,,,American,Old,102,3.53,1.43,g,0.080,98,98,,ashtray (100),,,,,,,,,,,,,
10,,,Chinese,Young,98,3.94,1.31,e,1.933,51,54,,"??? ashtray (50), ?? ashtray (3)",,,,,,,,,,,,,
10,,,Chinese,Old,95,4.53,1.03,,2.094,46,83,,"??? ashtray (44), ?? ashtray (31), ?? ashtray (1),  ??? ashtray (1), ?? ashtray (1), ?? ashtray (1)",,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,asparagus,American,Young,112,2.92,1.04,d,0.575,88,88,,asparagus (98),,,x,,,,,,x,,,,
11,,,American,Old,103,4.19,1.04,g,0.160,96,96,,asparagus (99),,,,,,,,,,,,,
11,,,Chinese,Young,100,3.09,1.46,,3.843,2,3,,"?? asparagus (2) 2, ??? asparagus (1)",,,,,,,,,,,,,
11,,,Chinese,Old,79,2.94,1.52,,4.470,5,0,,?? asparagus (4) 2,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,axe,American,Young,113,2.24,0.98,"d, f",0.128,98,98,,axe (111),,,,x,x,,,,,x,x,,
12,,,American,Old,103,3.24,1.41,g,0.993,77,77,,axe (79),,,,,,,,,,,,,
12,,,Chinese,Young,100,4.62,0.76,,0.000,100,100,,??????? axe (100),,,,,,,,,,,,,
12,,,Chinese,Old,94,4.78,0.53,,0.170,98,98,,??????? axe (92),,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,
13,c,baby carriage,American,Young,113,2.70,1.01,"d, f",2.189,35,69,,"baby carriage (39), baby stroller (2), stroller (35), baby buggy (2)",,,x,,,x,,,x,x,,,
13,,,American,Old,103,3.17,1.45,g,2.411,34,62,,"baby carriage (35), baby buggy (23), pram (3), stroller (2), baby pram (1)",,,,,,,,,,,,,
13,,,Chinese,Young,100,4.63,0.75,e,1.558,70,90,,"??? baby carriage (70), ?????? baby carriage (14), ??? cradle carriage (2), ??? baby carriage (1), ??? baby carriage (1), ??? baby carriage (1), ???? baby carriage (1)",,,,,,,,,,,,,
13,,,Chinese,Old,98,4.84,0.53,,2.482,40,95,,"?????? baby carriage (39), ??? baby carriage (22), ??? baby carriage (16), ???? baby stroller (2), ??? baby carriage (7), ???? baby stroller (1), ????? baby stroller (3), ???? baby stroller (1), ??? baby carriage (1), ??? baby carriage (1)",,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,ball,American,Young,113,3.56,0.93,d,0.421,94,94,,ball (106),,,x,x,,,,,x,x,,,
14,,,American,Old,103,3.83,1.18,,0.882,87,87,,ball (90),,,,,,,,,,,,,
14,,,Chinese,Young,98,3.72,1.11,,2.554,28,54,,"? ball (27), ?? leather ball (25), ?? round ball (1)",,,,,,,,,,,,,
14,,,Chinese,Old,92,3.92,1.25,,2.627,42,60,,"? ball (39), ?? leather ball (15), ?? round ball (1)",,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,balloon,American,Young,112,3.35,0.82,"d, f",0.000,100,100,,balloon (112),,,x,,x,,,,x,,x,,
15,,,American,Old,103,3.93,1.09,,0.399,93,93,,balloon (96),,,,,,,,,,,,,
15,,,Chinese,Young,99,4.83,0.57,e,0.166,96,96,,?? balloon (95),,,,,,,,,,,,,
15,,,Chinese,Old,90,4.06,1.43,,1.645,64,66,,"?? balloon (58), ??? small balloon (1)",,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,banana,American,Young,113,4.18,0.83,"d, f",0.000,100,100,,banana (113),,x,x,x,x,x,,x,x,x,x,x,
16,,,American,Old,103,4.76,0.53,,0.000,100,100,,banana (103),,,,,,,,,,,,,
16,,,Chinese,Young,98,4.82,0.58,,0.375,93,93,,?? banana (91),,,,,,,,,,,,,
16,,,Chinese,Old,98,4.87,0.62,,0.000,99,99,,?? banana (97),,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,barn,American,Young,113,2.85,1.05,"d, f",1.205,78,80,,"barn (88), barn & silo (2)",,,x,,,,,,,,,,
17,,,American,Old,103,3.65,1.14,g,1.008,74,97,,"barn (76), barn & silo (24)",,,,,,,,,,,,,
17,,,Chinese,Young,100,4.03,1.09,,3.230,2,2,,?? barn (2) 10,,,,,,,,,,,,,
17,,,Chinese,Old,91,4.17,1.10,,3.462,0,0,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,barrel,American,Young,112,2.38,0.94,"d, f",0.147,98,98,,barrel (110),,,x,x,,,,,x,x,,,
18,,,American,Old,103,3.32,1.44,g,0.236,97,97,,barrel (100),,,,,,,,,,,,,
18,,,Chinese,Young,100,4.29,0.91,,2.397,14,15,,"? barrel  (14) 10, ?? round barrel (1)",,,,,,,,,,,,,
18,,,Chinese,Old,92,4.37,0.95,,2.911,17,18,,"? barrel  (16) 10, ?? small barrel (1)",,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"a, b",baseball bat,American,Young,113,3.23,0.93,"d, f",0.930,65,100,,"bat (74), baseball bat (39)",,,,,,,,,x,,,,
19,,,American,Old,103,3.66,1.29,,1.314,49,92,,"baseball bat (50), bat (45)",,,,,,,,,,,,,
19,,,Chinese,Young,100,3.80,1.46,,2.323,39,50,,"??? baseball bat (39),  ??? baseball bat (11) ",,,,,,,,,,,,,
19,,,Chinese,Old,87,3.93,1.33,,3.671,15,20,,"??? baseball bat (13) 10, ??? baseball bat (4)",,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,basket,American,Young,113,2.95,1.05,"d, f",0.633,84,84,,basket (95),,,x,,,,,,x,x,,,
20,,,American,Old,103,4.03,1.11,g,0.315,95,95,,basket (98),,,,,,,,,,,,,
20,,,Chinese,Young,100,4.49,0.77,e,1.771,62,65,,"???? basket (62), ?? hand basket (3)",,,,,,,,,,,,,
20,,,Chinese,Old,98,4.70,0.58,,2.817,46,64,,"???? basket (45), ?? basket (13), ??? hand basket (2), ?? hand basket (1), ??? small hand basket (1), ??? little basket (1)",,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,bear,American,Young,113,2.15,1.02,"d, f",0.261,96,96,,bear (108),,,x,,,,,,x,,,,
21,,,American,Old,102,2.97,1.45,g,0.440,93,93,,bear (95),,,,,,,,,,,,,
21,,,Chinese,Young,100,4.37,0.82,,1.224,78,78,,? bear (78),,,,,,,,,,,,,
21,,,Chinese,Old,96,4.52,0.83,,1.953,60,60,,? bear (58),,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,bed,American,Young,113,4.96,0.19,,0.000,100,100,,bed (113),,,x,,,,,,x,,,,
22,,,American,Old,103,4.90,0.45,,0.268,96,96,,bed (99),,,,,,,,,,,,,
22,,,Chinese,Young,100,4.95,0.22,,1.208,77,78,,"? bed (77), ?? sleeping bed (1)",,,,,,,,,,,,,
22,,,Chinese,Old,100,4.95,0.22,,1.526,56,57,,"? bed (56), ?? sleeping bed (1)",,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,
23,a ,bee,American,Young,113,3.61,0.87,"d, f",1.167,80,82,,"bee (90), bumble bee (3)",,,x,,,,,,x,,x,,
23,,,American,Old,102,3.96,1.12,g,1.400,73,74,,"bee (74), bumble bee (1)",,,,,,,,,,,,,
23,,,Chinese,Young,100,4.58,0.65,,1.345,77,80,,"? bee (3) 10, ?? bumble bee (77)",,,,,,,,,,,,,
23,,,Chinese,Old,94,4.48,0.99,,2.656,33,36,,"? bee (3) 10, ?? bumble bee (31)",,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,beetle,American,Young,111,2.99,1.10,"d, f",1.944,54,54,,beetle (60),,,x,x,,,,,x,x,,,
24,,,American,Old,102,3.39,1.32,,1.924,66,66,,beetle (67),,,,,,,,,,,,,
24,,,Chinese,Young,100,3.51,1.22,,3.076,16,16,,?????? beetle (16) ,,,,,,,,,,,,,
24,,,Chinese,Old,89,3.66,1.13,,3.205,24,24,,?????? beetle (21),,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,
25,c,bell,American,Young,113,3.12,1.04,"d, f",0.000,100,100,,bell (113),,,x,,,,,,x,x,,,
25,,,American,Old,103,3.76,1.20,g,0.079,99,99,,bell (102),,,,,,,,,,,,,
25,,,Chinese,Young,100,4.62,0.63,,2.236,46,68,,"?? bell (46), ???? bell (22)",,,,,,,,,,,,,
25,,,Chinese,Old,99,4.58,0.76,,2.411,47,62,,"???? bell (47), ?? bell (12), ?? small bell (1), ?? bell (1)",,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,
26,a,belt,American,Young,113,4.31,0.88,"d, f",0.177,97,97,,belt (110),,,x,x,,,,,x,x,,,
26,,,American,Old,103,4.69,0.69,g,0.158,98,98,,belt (101),,,,,,,,,,,,,
26,,,Chinese,Young,100,4.92,0.27,,1.172,73,73,,?? leather belt (73),,,,,,,,,,,,,
26,,,Chinese,Old,98,4.95,0.26,,0.900,80,82,,"?? leather belt (78), ??? leather waist belt (2)",,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"a, b",bicycle,American,Young,113,4.33,0.78,f,0.987,57,100,,"bike (64), bicycle (49)",,,,,,,,x,x,x,x,x,
27,,,American,Old,103,4.17,1.04,g,0.824,78,99,,"bicycle (80), bike (22)",,,,,,,,,,,,,
27,,,Chinese,Young,100,4.96,0.20,,0.891,85,86,,"??? bicycle (85), ?? bicycle (1)",,,,,,,,,,,,,
27,,,Chinese,Old,100,4.93,0.33,,0.081,99,99,,??? bicycle (99),,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"a, c",bird,American,Young,113,4.15,0.91,"d, f",0.720,90,90,,bird (102),,,x,,,,,,x,x,,,
28,,,American,Old,103,4.40,1.01,,0.932,85,85,,bird (88),,,,,,,,,,,,,
28,,,Chinese,Young,100,4.55,0.72,,2.149,29,53,,"?? small bird (29) 10, ? bird (23), ? bird (1)",,,,,,,,,,,,,
28,,,Chinese,Old,98,4.55,0.76,,2.025,26,50,,"? bird (25) 10, ?? small bird (20), ? bird (4)",,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"a, b",blouse,American,Young,113,4.29,0.88,f,2.242,50,71,,"shirt (56), blouse (24)",,,,x,,,,,x,x,,,
29,,,American,Old,103,4.46,0.91,g,1.451,58,63,,"blouse (60), shirt (5)",,,,,,,,,,,,,
29,,,Chinese,Young,100,4.89,0.37,,2.190,58,58,,????????? top (58),,,,,,,,,,,,,
29,,,Chinese,Old,99,4.93,0.29,,2.241,58,59,,"????????? top (57), ??? single top  (1)",,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,book,American,Young,113,4.96,0.19,,0.000,100,100,,book (113),,,x,x,,x,,,x,x,,x,
30,,,American,Old,103,4.88,0.49,,0.158,98,98,,book (101),,,,,,,,,,,,,
30,,,Chinese,Young,100,4.93,0.33,,1.131,78,78,,???????  book (78),,,,,,,,,,,,,
30,,,Chinese,Old,97,4.90,0.42,,0.744,88,88,,???????  book (85),,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,boot,American,Young,113,3.64,0.90,"d, f",0.256,96,96,,boot (109),,,x,x,,,,,x,x,,,
31,,,American,Old,103,4.11,1.04,g,0.471,94,94,,boot (97),,,,,,,,,,,,,
31,,,Chinese,Young,100,4.73,0.57,,2.336,58,58,,???? boot (58),,,,,,,,,,,,,
31,,,Chinese,Old,95,4.74,0.59,,2.075,55,55,,???? boot (52),,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,bottle,American,Young,113,3.86,0.99,"d, f",0.985,84,84,,bottle (95),,,x,,,,,,x,,,,
32,,,American,Old,103,4.60,0.81,g,0.704,88,88,,bottle (91),,,,,,,,,,,,,
32,,,Chinese,Young,100,4.86,0.40,,1.284,49,49,,???? bottle (49),,,,,,,,,,,,,
32,,,Chinese,Old,97,4.89,0.38,,1.316,69,69,,???? bottle (67),,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,bow,American,Young,113,3.05,0.94,"d, f",0.976,77,77,,bow (86),,,x,,x,,,,x,,x,,
33,,,American,Old,103,3.93,1.11,g,0.915,83,83,,bow (85),,,,,,,,,,,,,
33,,,Chinese,Young,100,4.63,0.66,,1.246,74,74,,??? bow (74),,,,,,,,,,,,,
33,,,Chinese,Old,91,4.44,0.91,,2.666,37,38,,"??? bow (34), ??? ribbon butterfly (1)",,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,bowl,American,Young,113,4.69,0.61,,0.274,96,96,,bowl (109),,x,x,x,x,x,,x,x,x,x,x,
34,,,American,Old,103,4.78,0.56,,0.217,97,97,,bowl (100),,,,,,,,,,,,,
34,,,Chinese,Young,100,4.78,0.54,,0.883,85,85,,???? bowl (85),,,,,,,,,,,,,
34,,,Chinese,Old,94,4.86,0.50,,0.575,91,91,,???? bowl (86),,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,
35,c,box,American,Young,113,4.00,0.87,"d, f",0.809,89,89,,box (101),,,x,,,,,,x,x,,,
35,,,American,Old,103,4.48,0.79,,0.743,90,90,,box (93),,,,,,,,,,,,,
35,,,Chinese,Young,100,4.31,0.94,,2.413,36,70,,"?? box (36),  ???? box (34)",,,,,,,,,,,,,
35,,,Chinese,Old,97,4.43,0.93,,2.811,39,68,,"???? box (38), ???? box (23), ?????? small box (4), ??? small box (1)",,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,bread,American,Young,113,4.61,0.60,"d, f",0.658,88,88,,bread (99),,x,x,x,x,x,,x,x,x,x,x,
36,,,American,Old,103,4.84,0.44,,1.028,78,78,,bread (80),,,,,,,,,,,,,
36,,,Chinese,Young,99,4.82,0.58,,0.790,86,86,,?? bread (85),,,,,,,,,,,,,
36,,,Chinese,Old,98,4.85,0.61,,0.531,90,90,,?? bread (88),,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,broom,American,Young,113,3.64,0.95,"d, f",0.073,99,99,,broom (112),,,x,x,,,,,x,x,,,
37,,,American,Old,103,4.58,0.75,,0.158,98,98,,broom (101),,,,,,,,,,,,,
37,,,Chinese,Young,100,4.62,0.68,,2.299,43,73,,"?? broom (43), ?? broom (22), ?? broom (7)",,,,,,,,,,,,,
37,,,Chinese,Old,94,4.71,0.49,,2.617,34,68,,"?? broom (32), ?? broom (27), ??? broom (1)",,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,brush,American,Young,113,4.35,0.93,"d, f",0.718,88,88,,brush (99),,,,x,,,,,,x,,,
38,,,American,Old,103,4.59,0.82,g,1.170,56,56,,brush (58),,,,,,,,,,,,,
38,,,Chinese,Young,100,4.65,0.58,e,1.424,75,75,,???? brush (75),,,,,,,,,,,,,
38,,,Chinese,Old,99,4.82,0.56,,1.408,73,73,,???? brush (72),,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,bus,American,Young,113,4.21,0.89,"d, f",0.000,100,100,,bus (113),,,x,,,,,,x,,,,
39,,,American,Old,103,3.93,1.25,g,0.079,99,99,,bus (102),,,,,,,,,,,,,
39,,,Chinese,Young,100,4.95,0.22,e,1.697,67,70,,"???? bus (67), ??? bus (2), ???? bus (1)",,,,,,,,,,,,,
39,,,Chinese,Old,96,4.86,0.34,,2.544,48,52,,"???? bus (46), ?? bus (1), ??? bus (1), ??? bus (2)",,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,butterfly,American,Young,113,3.15,0.89,"d, f",0.000,100,100,,butterfly (113),,x,x,x,x,x,,x,x,x,x,x,
40,,,American,Old,103,4.00,1.13,g,0.079,99,99,,butterfly (102),,,,,,,,,,,,,
40,,,Chinese,Young,100,4.81,0.46,,0.275,96,97,,"?? butterfly (96),  ? butterfly (1)",,,,,,,,,,,,,
40,,,Chinese,Old,98,4.78,0.55,,0.083,98,99,,"?? butterfly (96), ??? dotted butterfly (1)",,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,button,American,Young,113,4.65,0.68,f,0.000,100,100,,button (113),,,x,x,,,,,x,x,,,
41,,,American,Old,102,4.75,0.65,g,0.080,98,98,,button (100),,,,,,,,,,,,,
41,,,Chinese,Young,100,4.42,1.19,,1.335,52,80,,"???? button (52), ?? button (27), ???? button (1)",,,,,,,,,,,,,
41,,,Chinese,Old,89,4.35,1.35,,2.384,45,66,,"???? button (40), ?? button (16), ???? button (3)",,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,cake,American,Young,113,3.69,0.84,"d, f",0.274,96,96,,cake (109),,x,x,x,x,x,,x,x,x,x,x,
42,,,American,Old,103,4.54,0.71,,0.358,93,93,,cake (96),,,,,,,,,,,,,
42,,,Chinese,Young,100,4.80,0.49,,0.730,88,88,,?? cake (88),,,,,,,,,,,,,
42,,,Chinese,Old,94,4.68,0.81,,0.435,91,91,,?? cake (86),,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,camel,American,Young,113,1.96,0.97,"d, f",0.000,100,100,,camel (113),,x,x,x,x,x,,x,x,x,x,x,
43,,,American,Old,103,2.77,1.49,g,0.000,100,100,,camel (103),,,,,,,,,,,,,
43,,,Chinese,Young,100,4.34,0.96,,0.565,89,89,,???? camel (89),,,,,,,,,,,,,
43,,,Chinese,Old,95,4.62,0.73,,0.376,94,94,,???? camel (89),,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,
44,a,candle,American,Young,113,3.83,0.92,"d, f",0.146,98,98,,candle (111),,,x,,,,,,x,,x,,
44,,,American,Old,103,4.18,0.96,g,0.158,98,98,,candle (101),,,,,,,,,,,,,
44,,,Chinese,Young,99,4.93,0.26,e,0.418,94,96,,"?? wax candle (93), ? candle (2)",,,,,,,,,,,,,
44,,,Chinese,Old,92,4.80,0.48,,1.658,63,67,,"?? wax candle (58), ?? western candle (1), ? candle (3)",,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,cannon,American,Young,109,1.94,0.96,"d, f",0.890,86,86,,cannon (94),,,x,x,,,,,x,x,,,
45,,,American,Old,103,3.04,1.43,g,0.455,93,93,,cannon (96),,,,,,,,,,,,,
45,,,Chinese,Young,100,4.29,0.96,,3.062,34,69,,"? cannon (34), ?? big cannon (28), ?? fire cannon (5), ??? cannon (1), ?? cannon (1)",,,,,,,,,,,,,
45,,,Chinese,Old,97,4.25,1.06,,3.103,33,71,,"? cannon (32), ?? big cannon (21), ?? cannon (13), ?? fire cannon (3)",,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"a, b",cap,American,Young,109,3.50,1.13,"d, f",1.414,51,91,,"hat (56), cap (43)",,,x,x,,,,,x,x,,,
46,,,American,Old,102,3.92,1.26,g,0.705,87,93,,"cap (89), hat (6)",,,,,,,,,,,,,
46,,,Chinese,Young,92,4.19,1.23,e,1.333,75,75,,???? cap/hat (69),,,,,,,,,,,,,
46,,,Chinese,Old,94,4.71,0.86,,1.137,80,80,,???? cap/hat (75),,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"a, c",car,American,Young,113,4.82,0.47,d ,0.219,97,97,,car (110),,,,,,,,,x,,,,
47,,,American,Old,103,4.95,0.26,g,1.213,70,98,,"car (72), automobile (23), auto (6)",,,,,,,,,,,,,
47,,,Chinese,Young,100,4.85,0.41,,2.574,34,63,,"?? sedan car (34), ??? car (29)",,,,,,,,,,,,,
47,,,Chinese,Old,100,4.84,0.44,,2.056,52,84,,"??? car (52), ??? small sedan car (18), ?? sedan car (14)",,,,,,,,,,,,,
47,,,,,,,,,,,,,  ,,,,,,,,,,,,,
48,,carrot,American,Young,113,3.92,0.89,"d, f",0.073,99,99,,carrot (112),,,x,x,,,,,x,x,,,
48,,,American,Old,103,4.61,0.70,g,0.079,99,99,,carrot (102),,,,,,,,,,,,,
48,,,Chinese,Young,99,4.90,0.33,,1.400,56,63,,"??? carrot (55), ??? carrot (5), ??? small carrot (2)",,,,,,,,,,,,,
48,,,Chinese,Old,96,4.91,0.29,,1.343,47,51,,"??? carrot (45) 10, ??? small carrot (2), ?? carrot (1), ??? carrot (1)",,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,cat,American,Young,113,3.78,1.02,"d, f",0.128,98,98,,cat (111),,x,x,x,x,x,,x,x,x,x,x,
49,,,American,Old,103,4.32,0.98,g,0.079,99,99,,cat (102),,,,,,,,,,,,,
49,,,Chinese,Young,100,4.73,0.68,,0.335,91,91,,? cat (91),,,,,,,,,,,,,
49,,,Chinese,Old,100,4.79,0.61,,0.244,96,96,,? cat (96),,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,caterpillar,American,Young,113,2.52,0.89,"d, f",0.844,82,82,,caterpillar (93),,,x,x,,,,x,x,x,x,x,
50,,,American,Old,103,3.25,1.28,g,1.341,74,74,,caterpillar (76),,,,,,,,,,,,,
50,,,Chinese,Young,100,4.38,0.95,,1.696,64,74,,"?????? caterpillar (64), ? caterpillar (8), ???? big caterpillar (1), ??? caterpillar (1)",,,,,,,,,,,,,
50,,,Chinese,Old,96,4.31,1.04,,2.101,48,72,,"?????? caterpillar (46), ? caterpillar (21), ?? caterpillar (1), ???? caterpillar (1)",,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,celery,American,Young,113,3.29,0.88,"d, f",0.912,81,81,,celery (91),,,x,x,,,,,x,x,,,
51,,,American,Old,103,4.52,0.77,g,0.659,88,88,,celery (91),,,,,,,,,,,,,
