lang	subno	sex	age	typing_ability	typing_method	typing_gaze
NO	NO004	2	44	5	4	4
NO	NO005	2	33	2	6	3
NO	NO006	2	43	3	7	4
NO	NO007	2	25	5	7	3
NO	NO008	2	24	4	6	3
NO	NO009	2	20	4	4	5
NO	NO010	2	25	5	4	3
NO	NO011	2	22	5	6	5
NO	NO012	1	25	3	6	4
NO	NO013	2	26	3	5	4
NO	NO014	1	25	4	6	3
NO	NO015	2	36	3	7	3
NO	NO016	2	21	2	6	3
NO	NO017	2	24	3	6	5
NO	NO018	2	49	3	6	3
NO	NO019	1	23	1	6	1
NO	NO020	2	39	2	6	3
NO	NO021	2	20	1	6	1
NO	NO022	2	37	4	3	4
NO	NO023	2	43	4	6	4
NO	NO024	2	36	4	6	5
NO	NO025	2	39	4	4	4
NO	NO026	2	24	2	6	3
NO	NO027	2	19	4	6	3
NO	NO028	2	24	4	3	3
NO	NO029	2	28	3	6	3
NO	NO030	2	23	1	6	3
NO	NO031	2	24	4	4	4
NO	NO032	2	49	2	6	3
NO	NO033	2	22	2	6	3
NO	NO034	2	22	4	6	5
NO	NO035	2	27	4	7	5
NO	NO036	2	23	1	4	5
NO	NO037	2	28	2	4	4
NO	NO038	1	26	4	4	5
NO	NO039	1	23	3	4	3
NO	NO040	2	20	2	4	5
NO	NO041	2	21	3	6	3
NO	NO042	2	20	2	6	3
NO	NO043	2	24	2	6	3
NO	NO044	1	32	1	6	1
NO	NO045	2	31	4	6	3
NO	NO046	2	43	5	4	4
NO	NO047	2	25	3	6	5
NO	NO048	2	24	4	4	4
NO	NO049	2	23	4	4	4
NO	NO050	1	29	2	6	3
NO	NO051	1	46	4	4	5
NO	NO052	1	22	4	4	4
NO	NO053	2	19	3	4	3
NO	NO054	1	22	4	6	3
NO	NO055	2	22	2	4	3
NO	NO056	2	35	4	7	3
NO	NO057	1	21	4	6	4
NO	NO058	2	68	4	6	4
NO	NO059	2	21	4	7	
NO	NO060	1	21	5	3	5
NO	NO061	2	19	4	3	3
NO	NO062	2	21	4	4	5
NO	NO063	2	34	2	6	3
NO	NO064	2	39	4	6	3
NO	NO065	2	21	3	6	5
NO	NO066	2	22	2	4	3
NO	NO067	2	22	3	6	3
NO	NO068	2	57	4	4	4
NO	NO069	1	23	4	6	4
NO	NO070	2	21	2	6	3
NO	NO071	2	20	5	7	5
NO	NO072	1	27	2	7	3
NO	NO073	1	26	3	7	5
NO	NO074	1	35	3	5	4
NO	NO075	1	21	2	7	5
NO	NO076	2	21	3	7	3
NO	NO077	2	42	2	6	3
NO	NO078	2	37	6	4	4
NO	NO079	2	24	3	4	5
NO	NO080	1	51	5	4	5
NO	NO081	1	35	2	6	5
NO	NO082	2	38	2	6	3
PT	PT001	2	21	4	3	4
PT	PT002	2	20	4	4	5
PT	PT003	2	20	4	6	5
PT	PT004	2	21	1	6	4
PT	PT005	2	20	5	4	3
PT	PT006	2	20	2	4	4
PT	PT007	2	21	2	6	5
PT	PT008	2	20	4	4	5
PT	PT009	2	21	4	4	4
PT	PT010	1	20	4	3	4
PT	PT011	1	20	1	4	5
PT	PT012	2	20	6	4	3
PT	PT013	2	20	5	4	3
PT	PT014	2	21	4	7	3
PT	PT015	2	22	1	6	3
PT	PT016	1	21	4	3	5
PT	PT017	2	21	2	7	5
PT	PT018	2	20	2	4	3
PT	PT019	2	22	2	4	3
PT	PT020	2	20	3	4	5
PT	PT021	1	22	1	4	3
PT	PT022	2	21	4	4	5
PT	PT023	2	20	5	6	3
PT	PT024	2	21	5	4	3
PT	PT025	2	22	3	4	3
PT	PT026	2	21	2	4	4
PT	PT027	2	22	2	4	3
PT	PT028	2	20	4	4	5
PT	PT029	2	24	2	4	4
PT	PT030	2	21	3	4	5
PT	PT031	2	20	4	6	5
PT	PT032	2	22	5	2	4
PT	PT033	2	20	4	4	3
PT	PT034	2	22	3	4	4
PT	PT035	2	21	5	4	4
PT	PT036	2	21	5	6	
PT	PT037	2	21	2	4	3
PT	PT038	2	23	4	4	3
PT	PT039	2	20	2	5	3
PT	PT040	2	20	4	4	5
PT	PT041	2	20	1	6	
PT	PT042	2	22	4	3	4
PT	PT043	2	26	2	4	5
PT	PT044	2	21	2	7	5
PT	PT045	2	58	1	6	5
PT	PT046	2	22	1	4	4
PT	PT047	2	24	2	4	5
PT	PT048	2	62	4	4	5
PT	PT049	2	44	4	4	4
PT	PT050	2	21	4	3	5
PT	PT051	2	22	5	4	3
PT	PT052	2	38	3	2	3
PT	PT053	2	22	4	3	5
PT	PT054	2	23	2	4	3
PT	PT055	2	20	3	6	3
PT	PT056	2	22	3	4	4
PT	PT057	2	19	4	4	4
PT	PT058	2	24	4	4	4
PT	PT059	2	20	3	4	1
PT	PT060	2	24	2	6	5
PT	PT061	2	23	4	4	4
PT	PT062	2	20	1	4	5
PT	PT063	2	20	5	4	4
PT	PT064	2	23	5	4	3
PT	PT065	2	20	3	4	5
PT	PT066	2	22	3	4	5
PT	PT067	2	19	4	6	5
PT	PT068	2	20	3	4	5
PT	PT069	2	20	4	7	5
PT	PT070	2	22	3	3	4
PT	PT071	2	20	5	4	1
PT	PT072	2	21	1	6	3
PT	PT073	2	20	2	4	3
PT	PT074	2	21	2	4	5
PT	PT075	2	21	4	3	4
PT	PT076	2	21	2	6	5
PT	PT077	1	24	1	4	3
PT	PT078	2	22	2	4	3
PT	PT079	2	20	2	4	5
PT	PT080	2	21	1	4	5
PT	PT081	2	20	6	3	5
RU	RU001	1	22	2	6	3
RU	RU002	1	21	4	3	5
RU	RU003	1	22	4	6	3
RU	RU004	1	27	1	6	5
RU	RU005	1	22	4	1	2
RU	RU006	2	48	4	4	5
RU	RU007	1	21	1	6	5
RU	RU008	1	23	1	6	1
RU	RU009	1	22	4	4	4
RU	RU010	1	22	5	4	4
RU	RU011	2	21	4	6	5
RU	RU012	1	28	4	3	4
RU	RU013	1	21	2	4	5
RU	RU014	1	21	4	7	5
RU	RU015	1	21	2	6	5
RU	RU016	1	21	4	6	5
RU	RU017	1	22	2	6	5
RU	RU018	1	21	2	6	1
RU	RU019	1	21	4	4	5
RU	RU020	1	22	4	3	5
RU	RU021	1	22	1	4	5
RU	RU022	1	22	4	6	5
RU	RU023	1	21	5	6	5
RU	RU024	1	22	2	4	3
RU	RU025	1	21	2	6	4
RU	RU026	1	22	4	6	5
RU	RU027	1	23	4	3	5
RU	RU028	1	23	4	4	4
RU	RU029	1	22	4	6	4
RU	RU030	1	27	5	3	5
RU	RU031	1	22	6	3	2
RU	RU032	1	22	2	4	5
RU	RU033	1	22	4	4	4
RU	RU034	2	20	1	6	5
RU	RU035	2	20	2	4	3
RU	RU036	2	23	1	6	5
RU	RU037	2	20	5	5	4
RU	RU038	2	20	1	6	5
RU	RU039	2	21	4	6	3
RU	RU040	2	20	4	7	2
RU	RU041	2	25	4	4	4
RU	RU042	2	20	2	7	5
RU	RU043	2	20	4	2	2
RU	RU044	2	19	1	6	3
RU	RU045	1	20	4	4	4
RU	RU046	1	20	2	6	3
RU	RU047	2	20	1	3	3
RU	RU048	2	20	3	3	5
RU	RU049	2	22	4	4	4
RU	RU050	2	18	3	6	4
RU	RU051	2	22	4	4	4
RU	RU052	2	25	1	6	4
RU	RU054	2	23	2	6	5
RU	RU055	2	40	2	6	5
RU	RU056	2	22	4	4	2
RU	RU056	2	27	4	6	5
RU	RU057	1	23	4	6	1
RU	RU058	1	22	4	4	4
RU	RU059	1	22	2	6	5
RU	RU060	1	22	3	6	4
RU	RU061	1	23	4	6	5
RU	RU062	1	22	2	6	3
RU	RU063	1	22	4	4	3
RU	RU064	1	23	4	4	3
RU	RU065	1	22	3	3	2
RU	RU066	1	16	1		
RU	RU067	1	22	3	4	5
RU	RU068	1	22	5	6	5
RU	RU069	1	28	2	6	3
RU	RU070	2	19	1	6	5
RU	RU071	1	25	3	5	5
RU	RU072	1	22	4	4	4
RU	RU073	2	22	2	6	5
RU	RU074	2	20	4	7	4
RU	RU075	2	20	3	4	2
RU	RU076	1	28	4	4	4
RU	RU077	2	20	2	6	4
RU	RU078	1	23	4	2	1
RU	RU079	2	22	4	6	3
RU	RU080	2	21	5	7	4
RU	RU081	1	34	3	6	5
RU	RU082	1	19	4	4	3
RU	RU083	1	22	4	6	3
RU	RU084	1	21	2	4	5
RU	RU085	2	23	2	4	3
RU	RU086	2	19	1	6	5
RU	RU087	2	23	3	4	4
RU	RU088	2	22	1	4	4
RU	RU089	2	22	1	6	4
RU	RU090	2	22	1	6	4
RU	RU091	2	31	4	4	5
RU	RU092	2	19	2	4	3
RU	RU093	2	19	5	4	5
RU	RU094	2	19	3	4	4
RU	RU095	2	19	4	4	4
RU	RU096	2	18	2	6	3
RU	RU097	2	20	3	4	4
RU	RU098	2	25	3	7	5
RU	RU099	2	18	3	6	2
RU	RU100	2	20	1	6	5
RU	RU101	2	23	2	4	5
RU	RU102	2	20	4	7	5
RU	RU103	2	20	3	4	5
SE	SE001	2	22	2	4	3
SE	SE002	2	24	4	7	4
SE	SE003	2	22	3	6	4
SE	SE004	2	19	2	4	3
SE	SE005	2	25	4	4	5
SE	SE006	2	24	3	4	5
SE	SE007	2	24	2	7	5
SE	SE008	2	24	1	6	3
SE	SE009	2	21	4	4	5
SE	SE010	2	24	3	7	3
SE	SE011	1	24	3	6	3
SE	SE012	2	22	4	4	4
SE	SE013	2	22	4	7	5
SE	SE014	2	22	2	4	4
SE	SE015	2	25	4	6	5
SE	SE016	2	23	3	6	3
SE	SE017	2	23	2	4	3
SE	SE018	1	27	1	6	3
SE	SE019	1	25	2	6	
SE	SE020	2	24	3	5	4
SE	SE021	2	26	3	6	5
SE	SE022	2	24	1	6	3
SE	SE023	2	24	4	4	4
SE	SE024	1	27	2	4	5
SE	SE025		27	3	3	5
SE	SE026	2	26	2	6	5
SE	SE027	2	31	3	6	3
SE	SE028	2	23	5	4	5
SE	SE029	2	23	4	4	4
SE	SE030	2	37	4	6	5
SE	SE031	2	48	4	6	3
SE	SE032	2	31	3	6	5
SE	SE033	2	27	3	6	3
SE	SE034	2	28	2	4	5
SE	SE035	2	28	4	7	3
SE	SE036	2	29	1	6	3
SE	SE037	2	46	4	4	5
SE	SE038	2	29	1	6	5
SE	SE039	1	27	4	6	3
SE	SE040	2	23	2	6	5
SE	SE041	2	24	1	6	3
SE	SE042	2	18	2	6	5
SE	SE043	2	22	4	6	3
SE	SE044	1	26	2	6	5
SE	SE045	2	24	1	6	5
SE	SE046	1	23	1	6	1
SE	SE047	2	24	2	6	5
SE	SE048	2	29	3	6	3
SE	SE049	2	25	2	6	3
SE	SE050	2	27	3	6	5
SE	SE051	2	32	5	5	3
SE	SE052	2	35	5	4	4
SE	SE053	2	33	2	6	5
SE	SE054	2	39	2	6	3
SE	SE055	2	22	3	7	5
SE	SE056	2	23	2	6	5
SE	SE057	2	21	2	3	5
SE	SE058	1	56	3	7	5
SE	SE059	2	38	2	6	5
SE	SE060	2	36	2	6	3
SP	SP001	2	23	4	4	5
SP	SP002	1	26	6	6	3
SP	SP003	2	24	5	2	3
SP	SP004	2	23	3	6	4
SP	SP005	2	24	2	6	3
SP	SP006	2	23	4	6	5
SP	SP007	2	23	3	6	5
SP	SP008	2	24	2	6	3
SP	SP009	1	24	4	4	5
SP	SP010	2	114	3	6	3
SP	SP010	1	21	2	6	5
SP	SP011	2	23	2	7	5
SP	SP012	2	28	2	6	3
SP	SP013	2	25	2	6	1
SP	SP014	2	24	2	6	3
SP	SP015	1	24	6	4	5
SP	SP016	2	24	3	7	5
SP	SP017	2	23	1	6	1
SP	SP018	1	25	4	7	3
SP	SP019	2	24	3	6	5
SP	SP020	2	24	3	6	5
SP	SP021	1	24	3	7	4
SP	SP022	2	24	4	6	3
SP	SP023	2	33	6	6	3
SP	SP024	2	28	4	6	5
SP	SP025	2	26	4	6	5
SP	SP026	2	23	2	6	3
SP	SP027	2	23	3	6	4
SP	SP028	2	24	2	6	1
SP	SP029	2	29	3	4	3
SP	SP030	2	24	4	6	5
SP	SP031	2	24	5	3	3
SP	SP032	1	24	3	6	1
SP	SP033	2	23	4	4	5
SP	SP034	2	23	4	4	5
SP	SP035	1	31	5	7	5
SP	SP036	1	38	5	4	5
SP	SP037	2	23	3	6	1
SP	SP038	2	114	5	6	3
SP	SP039	2	27	5	4	5
SP	SP040	2	23	4	5	5
SP	SP041	2	30	4	6	3
SP	SP042	2	19	4	4	5
SP	SP043	2	21	2	6	4
SP	SP044	2	21	4	4	5
SP	SP045	2	20	4	6	3
SP	SP046	2	21	1	6	3
SP	SP047	2	20	4	6	3
SP	SP048	2	21	3	6	3
SP	SP049	2	20	5	5	5
SP	SP050	2	19	2	4	3
SP	SP051	2	20	4	4	5
SP	SP052	2	20	4	6	5
SP	SP053	2	19	3	6	5
SP	SP054	2	19	4	6	3
SP	SP055		21	3	6	3
SP	SP056	2	20	2	6	4
SP	SP057	2	20	4	6	5
SP	SP058	2	25	1	6	1
SP	SP059	2	31	5	4	2
SP	SP060	2	22	5	6	1
SP	SP061	2	20	4	7	5
SP	SP062	2	21	4	6	5
SP	SP063	1	21	2	6	3
SP	SP064	2	23	4	6	5
SP	SP065	2	24	4	4	5
SP	SP066	2	23	4	7	3
SP	SP067	2	19	5	2	2
SP	SP068	2	20	4	6	5
SP	SP069	2	23	3	6	5
SP	SP070	2	23	4	6	4
SP	SP071	2	20	2	4	5
SP	SP072	2	20	4	6	5
SP	SP073	2	22	4	4	5
SP	SP074	2	20	3	4	4
SP	SP075	2	20	4	7	5
SP	SP076	2	20	4	7	5
SP	SP077	2	23	4	4	5
SP	SP078	2	23	2	6	5
SP	SP079	2	23	3	2	5
SP	SP080	2	23	4	4	5
SP	SP081	2	20	3	4	3
SP	SP082	2	20	3	4	3
SP	SP083	1	21	4	6	5
SP	SP084	1	22	4	6	3
SP	SP085	2	21	4	6	3
SP	SP086	2	23	4	2	3
SP	SP087	2	21	4	4	4
SP	SP088	2	22	4	4	5
SP	SP089	2	24	4	4	5
SP	SP090	2	22	3	4	5
SP	SP091	2	22	5	6	5
SP	SP092	2	19	3	6	3
SP	SP093	2	26	4	6	3
SP	SP094	2	20	2	6	1
SP	SP095	2	20	1	6	3
SP	SP096	2	20	3	6	4
SP	SP097	2	19	4	6	3
SP	SP098	2	24	1	6	1
SP	SP100	2	21	4	6	1
SP	SP101	2	24	4	6	4
SP	SP102	2	22	3	6	3
SP	SP103	2	22	3	6	5
SP	SP104	1	20	1	6	3
SP	SP105	2	24	5	7	5
SP	SP106	2	23	4	7	4
SP	SP107	2	20	4	6	4
SP	SP108	2	19	4	6	4
SP	SP109	2	19	4	4	5
SP	SP110	2	19	4	4	4
SP	SP111	2	21	3	6	5
SP	SP112	2	20	3	7	4
SP	SP113	2	21	4	6	4
SP	SP114	2	22	4	7	5
SP	SP115	2	24	4	6	5
SP	SP116	2	22	4	6	3
SP	SP117	2	22	4	6	5
SP	SP118	2	20	1	6	4
SP	SP119	2	23	5	4	5
