,Word,English Translation,Cgram,Nlet,NSilO,Nphom,NSilphom,OND,OUP,PhomND,PhomUP,Fam,Conc,Imag,Freq,LogFreq,AOA,SD,,,,,,,,,,,,
1631,Subjectivo,subjective,aj,10,4,9,4,0,10,1,9,,,,93,1.81,8.04,0.88,,,,,,,,,,,,
1632,Sossegado,quiet,aj,9,4,8,4,0,8,0,7,,,,64,1.81,3.95,1.69,,,,,,,,,,,,
1633,Sucessivo,successive,aj,9,4,8,4,0,9,1,8,,,,599,1.97,6.74,1.51,,,,,,,,,,,,
1634,Temporário,temporary,aj,10,4,9,4,0,7,0,9,,,,281,2.78,6.81,1.39,,,,,,,,,,,,
1635,Tolerante,tolerant,aj,9,4,8,4,0,7,1,7,,,,51,2.45,6.92,1.38,,,,,,,,,,,,
1636,Trabalhoso,laborious,aj,10,4,9,4,1,10,0,7,,,,44,1.72,6.48,1.64,,,,,,,,,,,,
1637,Unânime,unanimous,aj,7,4,7,4,1,3,1,7,,,,135,1.65,7.34,1.75,,,,,,,,,,,,
1638,Violento,violent,aj,8,4,7,3,0,8,0,7,,,,833,2.13,5.80,1.40,,,,,,,,,,,,
1639,Académico,academic,aj,9,5,9,5,0,5,0,5,,,,265,2.92,7.60,1.64,,,,,,,,,,,,
1640,Afectuoso,affectionate,aj,9,5,8,4,0,6,0,5,,,,50,2.42,7.00,1.38,,,,,,,,,,,,
1641,Alcoólico,alcoholic,aj,9,5,9,4,0,6,0,7,,,,324,1.71,6.69,1.26,,,,,,,,,,,,
1642,Alucinante,hallucinatory,aj,10,5,9,5,0,8,0,7,,,,44,2.51,7.94,1.21,,,,,,,,,,,,
1643,Ameaçador,threatening,aj,9,5,9,4,0,7,0,6,,,,90,1.65,5.84,1.62,,,,,,,,,,,,
1644,Ameaçador,threatening,aj,9,5,9,4,0,7,0,6,,,,90,1.95,5.84,1.62,,,,,,,,,,,,
1645,Americano,american,aj,9,5,9,5,0,5,0,5,,,,1877,1.96,5.45,1.43,,,,,,,,,,,,
1646,Angustiante,anguishing,aj,11,5,9,4,0,9,0,7,,,,37,3.27,7.14,0.78,,,,,,,,,,,,
1647,Artificial,artificial,aj,10,5,10,4,0,10,0,9,,,,326,1.58,6.27,1.35,,,,,,,,,,,,
1648,Autoritário,authoritarian,aj,11,5,11,5,0,7,0,7,,,,116,2.51,6.94,1.24,,,,,,,,,,,,
1649,Benevolente,benevolent,aj,11,5,10,5,0,8,0,9,,,,29,2.07,7.54,1.72,,,,,,,,,,,,
1650,Capitalista,capitalist,aj,11,5,11,5,0,10,0,10,,,,97,1.48,7.30,1.71,,,,,,,,,,,,
1651,Catastrófico,catastrophic,aj,12,5,12,5,0,8,0,8,,,,58,1.99,7.66,1.08,,,,,,,,,,,,
1652,Científico,scientific,aj,10,5,9,4,0,6,0,9,,,,1425,1.77,7.37,1.41,,,,,,,,,,,,
1653,Competitivo,competitive,aj,11,5,10,5,0,11,0,10,,,,373,3.15,6.33,1.66,,,,,,,,,,,,
1654,Comprovativo,corroborative,aj,12,5,11,5,0,9,0,7,,,,48,2.57,7.19,1.28,,,,,,,,,,,,
1655,Confidencial,confidential,aj,12,5,10,4,1,12,1,10,,,,63,1.69,7.35,1.13,,,,,,,,,,,,
1656,Considerável,considerable,aj,12,5,11,5,0,9,0,11,,,,465,1.81,6.92,1.41,,,,,,,,,,,,
1657,Educativo,educating,aj,9,5,9,5,0,6,1,6,,,,325,2.67,5.70,1.27,,,,,,,,,,,,
1658,Eficiente,efficient,aj,9,5,8,4,1,6,0,7,,,,199,2.51,7.04,1.50,,,,,,,,,,,,
1659,Fotográfico,photographic,aj,11,5,11,5,0,7,0,7,,,,163,2.30,5.73,1.72,,,,,,,,,,,,
1660,Habilidoso,skilful,aj,10,5,9,5,0,8,0,7,,,,36,2.21,6.82,1.40,,,,,,,,,,,,
1661,Habituado,used,aj,9,5,8,4,0,8,0,7,,,,56,1.57,5.60,1.29,,,,,,,,,,,,
1662,Hereditário,hereditary,aj,11,5,10,5,0,8,0,10,,,,82,1.76,6.90,1.84,,,,,,,,,,,,
1663,Higiénico,hygienic,aj,9,5,8,4,0,5,0,8,,,,116,1.92,5.74,1.75,,,,,,,,,,,,
1664,Humanitário,humanitarian,aj,11,5,10,5,0,8,0,7,,,,183,2.07,7.28,1.32,,,,,,,,,,,,
1665,Humorístico,humorous,aj,11,5,10,5,0,6,0,8,,,,34,2.26,7.75,1.49,,,,,,,,,,,,
1666,Ilimitado,countless,aj,9,5,9,5,0,4,0,4,,,,84,1.54,6.48,1.44,,,,,,,,,,,,
1667,Imediato,immediate,aj,8,5,8,4,1,8,1,8,,,,707,1.93,6.33,1.39,,,,,,,,,,,,
1668,Imperativo,imperative,aj,10,5,9,5,0,10,0,9,,,,87,2.85,6.78,1.61,,,,,,,,,,,,
1669,Imperdoável,unforgivable,aj,11,5,10,4,0,6,1,5,,,,41,1.94,7.23,1.29,,,,,,,,,,,,
1670,Impraticável,impracticable,aj,12,5,12,5,0,9,0,9,,,,50,1.62,7.50,0.95,,,,,,,,,,,,
1671,Imperdoável,unforgivable,aj,11,5,10,4,0,6,1,5,,,,41,1.61,7.23,1.29,,,,,,,,,,,,
1672,Imprescindível,indispensable,aj,14,5,12,5,0,11,0,12,,,,168,1.71,7.84,1.25,,,,,,,,,,,,
1673,Incoerente,incoherent,aj,10,5,8,4,0,7,1,7,,,,35,2.23,7.96,1.41,,,,,,,,,,,,
1674,Independente,independent,aj,12,5,9,5,0,12,1,9,,,,953,1.56,6.28,1.31,,,,,,,,,,,,
1675,Intelectual,intelectual,aj,11,5,10,4,0,9,0,8,,,,431,2.98,7.00,1.32,,,,,,,,,,,,
1676,Italiano,italian,aj,8,5,8,4,0,3,0,3,,,,875,2.64,4.88,1.29,,,,,,,,,,,,
1677,Legislativo,legislative,aj,11,5,11,5,0,9,0,9,,,,411,2.94,7.88,1.31,,,,,,,,,,,,
1678,Longitudinal,longitudinal,aj,12,5,11,5,0,12,0,3,,,,53,2.61,7.77,1.26,,,,,,,,,,,,
1679,Malicioso,malicious,aj,9,5,9,4,0,9,0,7,,,,46,1.73,6.45,1.95,,,,,,,,,,,,
1680,Megalómano,megalomaniac,aj,10,5,10,5,0,6,0,10,,,,30,1.67,8.78,0.59,,,,,,,,,,,,
1681,Minucioso,meticulous,aj,9,5,9,4,0,9,0,7,,,,115,1.49,8.03,1.10,,,,,,,,,,,,
1682,Misterioso,mysterious,aj,10,5,10,4,0,10,0,8,,,,344,2.06,6.68,1.22,,,,,,,,,,,,
1683,Movimentado,busy,aj,11,5,10,5,0,10,0,9,,,,53,2.54,5.70,1.56,,,,,,,,,,,,
1684,Oficioso,unofficial,aj,8,5,8,4,0,6,0,6,,,,58,1.73,8.04,1.58,,,,,,,,,,,,
1685,Orientador,tutor,aj,10,5,9,4,0,8,0,7,,,,42,1.77,7.18,1.31,,,,,,,,,,,,
1686,Originário,native,aj,10,5,10,5,0,7,0,10,,,,163,1.63,7.26,1.58,,,,,,,,,,,,
1687,Panorâmico,panoramic,aj,10,5,10,5,0,6,0,8,,,,40,2.21,7.10,1.80,,,,,,,,,,,,
1688,Patriótico,patriotic,aj,10,5,10,4,0,6,0,10,,,,80,1.61,7.84,1.08,,,,,,,,,,,,
1689,Periódico,periodic,aj,9,5,9,4,0,5,0,9,,,,239,1.91,7.35,1.21,,,,,,,,,,,,
1690,Prejudicial,harmful,aj,11,5,11,4,0,9,0,8,,,,139,2.38,6.52,1.58,,,,,,,,,,,,
1691,Prestigiante,prestigious,aj,12,5,11,4,0,10,0,9,,,,10,2.15,8.24,0.92,,,,,,,,,,,,
1692,Problemático,problematic,aj,12,5,12,5,1,12,1,12,,,,261,1.04,6.73,1.23,,,,,,,,,,,,
1693,Prodigioso,prodigious,aj,10,5,10,4,0,10,0,8,,,,77,2.42,8.18,1.06,,,,,,,,,,,,
1694,Prodigioso,prodigious,aj,10,5,10,4,0,10,0,8,,,,77,1.89,8.18,1.06,,,,,,,,,,,,
1695,Profissional,professional,aj,12,5,11,4,0,12,0,11,,,,1716,1.89,6.84,1.08,,,,,,,,,,,,
1696,Proporcional,proportional,aj,12,5,12,4,1,12,1,12,,,,196,3.23,7.43,1.37,,,,,,,,,,,,
1697,Recomendável,recommandable,aj,12,5,11,5,0,9,0,9,,,,68,2.29,7.88,1.14,,,,,,,,,,,,
1698,Recuperável,recoverable,aj,11,5,11,5,0,8,1,9,,,,21,1.84,7.70,1.02,,,,,,,,,,,,
1699,Repetitivo,repetitive,aj,10,5,10,5,0,7,0,7,,,,44,1.34,5.58,1.73,,,,,,,,,,,,
1700,Retrospectivo,restrospective,aj,13,5,12,5,1,13,1,12,,,,84,1.65,8.72,0.64,,,,,,,,,,,,
1701,Satisfatório,satisfactory,aj,12,5,12,5,0,9,0,12,,,,142,1.93,6.65,1.42,,,,,,,,,,,,
1702,Silencioso,silent,aj,10,5,9,4,0,10,0,7,,,,361,2.16,4.90,1.65,,,,,,,,,,,,
1703,Sintomático,symptomatic,aj,11,5,10,5,0,7,0,6,,,,89,2.56,8.31,1.37,,,,,,,,,,,,
1704,Sistemático,systematic,aj,11,5,11,5,0,7,0,11,,,,292,1.95,8.16,0.90,,,,,,,,,,,,
1705,Socialista,socialist,aj,10,5,10,4,0,9,0,9,,,,1567,2.47,7.83,1.15,,,,,,,,,,,,
1706,Suficiente,sufficient,aj,10,5,9,4,0,10,1,9,,,,1193,3.20,5.27,1.60,,,,,,,,,,,,
1707,Superficial,superficial,aj,11,5,11,4,0,11,0,11,,,,156,3.08,7.37,0.95,,,,,,,,,,,,
1708,Surpreendente,surprising,aj,13,5,11,4,0,13,0,11,,,,309,2.20,7.64,0.98,,,,,,,,,,,,
1709,Tecnológico,technological,aj,11,5,11,5,0,7,0,7,,,,204,2.49,6.68,1.22,,,,,,,,,,,,
1710,Tranquilizador,tranquillizing,aj,14,5,13,5,0,12,0,10,,,,14,2.31,7.77,1.22,,,,,,,,,,,,
1711,Unilateral,unilateral,aj,10,5,10,5,0,5,0,5,,,,70,1.18,7.96,1.25,,,,,,,,,,,,
1712,Utilitário,utilitarian,aj,10,5,10,5,0,6,0,6,,,,44,1.85,7.14,1.59,,,,,,,,,,,,
1713,Vegetativo,vegetative,aj,10,5,10,5,0,7,0,7,,,,46,1.65,7.00,1.94,,,,,,,,,,,,
1714,Bem,well,av,3,1,3,1,6,3,5,3,,,,16224,1.67,2.19,1.62,,,,,,,,,,,,
1715,Mais,more,av,4,1,4,1,4,4,3,4,,,,68436,4.21,2.14,1.52,,,,,,,,,,,,
1716,Não,no ,av,3,1,3,1,9,3,10,3,,,,131826,4.84,1.18,0.45,,,,,,,,,,,,
1717,Sim,yes,av,3,1,2,1,6,3,11,2,,,,5909,5.12,1.23,0.47,,,,,,,,,,,,
1718,Só,just,av,2,1,2,1,8,2,11,2,,,,21097,3.77,3.54,1.9,,,,,,,,,,,,
1719,Depois,after,av,6,2,6,2,0,6,0,5,,,,21772,4.32,2.64,1.28,,,,,,,,,,,,
1720,Mesmo,even,av,5,2,5,2,3,5,3,5,,,,11571,4.34,3.30,1.54,,,,,,,,,,,,
1721,Muito,many,av,5,2,5,2,3,5,2,5,,,,28404,4.06,1.73,0.86,,,,,,,,,,,,
1722,Quando,when,av,6,2,5,2,1,5,1,4,,,,3323,4.45,2.45,1.28,,,,,,,,,,,,
1723,Agora,now,av,5,3,5,3,2,4,1,4,,,,14443,3.52,2.20,1.26,,,,,,,,,,,,
1724,Apenas,only,av,6,3,6,3,0,5,0,4,,,,10664,4.16,6.18,1.3,,,,,,,,,,,,
1725,Diante,before,av,6,3,5,2,1,6,1,5,,,,1452,4.03,6.40,1.82,,,,,,,,,,,,
1726,Certamente,certainly,av,10,4,9,4,1,8,0,6,,,,883,3.16,6.60,1.69,,,,,,,,,,,,
1727,Entretanto,meanwhile,av,10,4,8,4,0,8,0,6,,,,2271,2.95,5.96,1.37,,,,,,,,,,,,
1728,Facilmente,easily,av,10,4,9,4,0,6,0,6,,,,770,3.36,5.16,1.60,,,,,,,,,,,,
1729,Finalmente,finally,av,10,4,9,4,0,6,0,6,,,,1747,2.89,5.34,1.48,,,,,,,,,,,,
1730,Igualmente,equally,av,10,4,9,4,0,6,0,6,,,,2205,3.24,5.98,1.57,,,,,,,,,,,,
1731,Realmente,really,av,9,4,8,3,0,5,0,5,,,,2191,3.34,6.38,1.47,,,,,,,,,,,,
1732,Simplesmente,simply,av,12,4,10,4,0,8,0,7,,,,957,3.34,6.67,1.58,,,,,,,,,,,,
1733,Totalmente,totally,av,10,4,9,4,0,6,0,6,,,,948,2.98,6.38,1.41,,,,,,,,,,,,
1734,Antigamente,in olden times,av,11,5,9,5,0,6,0,5,,,,391,2.98,5.33,1.65,,,,,,,,,,,,
1735,Concretamente,concretely,av,13,5,11,5,0,8,0,7,,,,234,2.59,7.16,1.03,,,,,,,,,,,,
1736,Expressamente,deliberately,av,13,5,12,5,0,9,0,8,,,,165,2.37,8.26,0.99,,,,,,,,,,,,
1737,Extremamente,extremely,av,12,5,12,5,0,8,0,8,,,,800,2.22,6.70,1.43,,,,,,,,,,,,
1738,Injustamente,unjustly,av,12,5,10,5,0,7,1,6,,,,62,2.90,6.92,1.43,,,,,,,,,,,,
1739,Mundialmente,worldwide,av,12,5,10,4,0,8,0,7,,,,38,1.80,6.32,1.27,,,,,,,,,,,,
1740,Naturalmente,naturally,av,12,5,11,5,0,8,0,8,,,,1072,1.59,6.32,1.52,,,,,,,,,,,,
1741,Obviamente,obviously,av,10,5,9,4,0,6,0,5,,,,612,3.03,6.82,1.66,,,,,,,,,,,,
1742,Parcialmente,partially,av,12,5,11,4,0,8,1,8,,,,306,2.79,7.32,1.65,,,,,,,,,,,,
1743,Demasiado,excessive,av,9,5,9,4,0,8,0,6,,,,946,2.49,6.03,1.37,,,,,,,,,,,,
1744,Devidamente,properly,av,11,5,10,5,1,5,2,5,,,,409,2.98,6.43,1.59,,,,,,,,,,,,
1745,Exactamente,exactly,av,11,5,9,5,0,6,0,5,,,,1284,2.61,6.10,1.46,,,,,,,,,,,,
1746,Possivelmente,possibly,av,13,5,11,5,0,6,0,8,,,,371,3.11,6.82,1.37,,,,,,,,,,,,
1747,Recentemente,recently,av,12,5,10,5,0,8,0,7,,,,1300,2.57,6.74,1.66,,,,,,,,,,,,
1748,Regularmente,regularly,av,12,5,11,5,0,8,1,8,,,,223,3.11,7.19,1.25,,,,,,,,,,,,
1749,Tipicamente,typically,av,11,5,10,5,0,5,0,6,,,,105,2.35,7.14,1.14,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
