norm,adjusted r,adjusted r-squared,r-squared,r,dataset,eval_type,normalized,var,language,dim,window,alg,family
imagine_mean,0.7318016395740125,0.5355336396832129,0.8195879789799049,0.9053109846786931,Clarke2024.csv,norms,True,,th,300,4,sg,fasttext
body_object_interaction_mean,0.4614930430283952,0.21297582876360827,0.44358210692817746,0.6660195995075351,Clarke2024.csv,norms,True,,th,300,4,sg,fasttext
aoa_mean,0.4832845216460649,0.23356392886266575,0.3565818234335358,0.5971447257018484,Clarke2024.csv,norms,True,,th,300,4,sg,fasttext
,0.1448677472310292,0.020986664187793363,0.04521896655430585,0.21264751715998437,th.subs.2018.tsv,counts,True,unigram_freq,th,300,4,sg,fasttext
,0.13074956385967762,0.017095448449495915,0.04843806373320758,0.22008649148279769,th.wiki.2018.tsv,counts,True,unigram_freq,th,300,4,sg,fasttext
imagine_mean,0.6450674527844952,0.41611201864187686,0.636823502982337,0.7980122198201836,Clarke2024.csv,norms,False,,th,300,4,sg,word2vec
body_object_interaction_mean,0.10563708134847966,0.011159192955825308,0.023242160162960657,0.15245379681385654,Clarke2024.csv,norms,False,,th,300,4,sg,word2vec
aoa_mean,0.0,-0.32876749836324,-0.5019290205594125,0.0,Clarke2024.csv,norms,False,,th,300,4,sg,word2vec
,0.08846429772332545,0.007825931971681164,0.016862163177393086,0.12985439221448417,th.subs.2018.tsv,counts,False,unigram_freq,th,300,4,sg,word2vec
,0.10094341315713057,0.01018957265981116,0.028871027944554206,0.1699147667054109,th.wiki.2018.tsv,counts,False,unigram_freq,th,300,4,sg,word2vec
imagine_mean,0.7319128726621483,0.5356964531685581,0.8198371509562603,0.9054485910068336,Clarke2024.csv,norms,True,,th,300,4,sg,word2vec
