var,adjusted r,adjusted r-squared,r-squared,r,dataset,eval_type,normalized,language,dim,window,alg,family
unigram_freq,0.15426311755336616,0.023797109437283664,0.04928574539733516,0.22200393104027497,vi.subs.2018.tsv,counts,False,vi,50,1,cbow,fasttext
unigram_freq,0.08622524727622284,0.0074347932678457745,0.03653016049295049,0.19112864906379287,vi.wiki.2018.tsv,counts,False,vi,50,1,cbow,fasttext
unigram_freq,0.13920536858405275,0.01937813464262198,0.04013368988315935,0.20033394590822434,vi.subs.2018.tsv,counts,True,vi,50,1,cbow,fasttext
unigram_freq,0.07017253459923795,0.0049241846120812475,0.024194519967919104,0.15554587737358744,vi.wiki.2018.tsv,counts,True,vi,50,1,cbow,fasttext
unigram_freq,0.16952486915912945,0.028738681263419965,0.059520141786000014,0.24396750149558857,vi.subs.2018.tsv,counts,False,vi,50,1,cbow,word2vec
unigram_freq,0.09783055411814469,0.009570817319063236,0.047025314641383875,0.2168532098941214,vi.wiki.2018.tsv,counts,False,vi,50,1,cbow,word2vec
unigram_freq,0.1531436169443127,0.023452967410786382,0.048572999324406896,0.22039282956667827,vi.subs.2018.tsv,counts,True,vi,50,1,cbow,word2vec
unigram_freq,0.07230880564970041,0.0052285633744861455,0.02569005651355305,0.1602811795363169,vi.wiki.2018.tsv,counts,True,vi,50,1,cbow,word2vec
unigram_freq,0.10738512818373433,0.011531565755037054,0.023882808764368102,0.15454063790591813,vi.subs.2018.tsv,counts,False,vi,50,1,sg,fasttext
unigram_freq,0.05618238758556307,0.003156460674814431,0.015508973940047133,0.12453503097541323,vi.wiki.2018.tsv,counts,False,vi,50,1,sg,fasttext
unigram_freq,0.13937578782240934,0.019425610231117264,0.040232015680808586,0.20057920051891867,vi.subs.2018.tsv,counts,True,vi,50,1,sg,fasttext
unigram_freq,0.07182995759284033,0.005159542807789241,0.02535093042249459,0.15921975512634914,vi.wiki.2018.tsv,counts,True,vi,50,1,sg,fasttext
unigram_freq,0.09724115598906602,0.009455842418089869,0.01958381723475805,0.13994219247517187,vi.subs.2018.tsv,counts,False,vi,50,1,sg,word2vec
unigram_freq,0.05163655854495441,0.002666334178366504,0.013100783297474217,0.1144586532223502,vi.wiki.2018.tsv,counts,False,vi,50,1,sg,word2vec
unigram_freq,0.11830175316834139,0.013995304802703173,0.028985412328417004,0.17025102739313205,vi.subs.2018.tsv,counts,True,vi,50,1,sg,word2vec
unigram_freq,0.05263617577201742,0.002770566999902714,0.013612921505246345,0.11667442524069423,vi.wiki.2018.tsv,counts,True,vi,50,1,sg,word2vec
unigram_freq,0.19563678966852535,0.03827375347180683,0.07926805034801582,0.2815458228211099,vi.subs.2018.tsv,counts,False,vi,100,2,cbow,fasttext
unigram_freq,0.10270049736921262,0.010547392159883647,0.05182362367074628,0.22764802584416646,vi.wiki.2018.tsv,counts,False,vi,100,2,cbow,fasttext
unigram_freq,0.16025938112190152,0.025683069237574883,0.053191721238297296,0.23063330470315274,vi.subs.2018.tsv,counts,True,vi,100,2,cbow,fasttext
unigram_freq,0.07459939425780274,0.005565069623631093,0.02734344845671699,0.16535854515783874,vi.wiki.2018.tsv,counts,True,vi,100,2,cbow,fasttext
unigram_freq,0.24257868310035358,0.05884441749470176,0.1218715653824135,0.3491010818980851,vi.subs.2018.tsv,counts,False,vi,100,2,cbow,word2vec
unigram_freq,0.1342932271646908,0.01803467086230725,0.0886116664315148,0.2976771177492734,vi.wiki.2018.tsv,counts,False,vi,100,2,cbow,word2vec
unigram_freq,0.20744513685507626,0.04303348480482132,0.0891258403143525,0.2985395121493175,vi.subs.2018.tsv,counts,True,vi,100,2,cbow,word2vec
unigram_freq,0.07908824123097527,0.006254949901008936,0.030733110596016244,0.17530861529319158,vi.wiki.2018.tsv,counts,True,vi,100,2,cbow,word2vec
unigram_freq,0.12117424244670295,0.014683197032532349,0.030410092976691394,0.1743848989353476,vi.subs.2018.tsv,counts,False,vi,100,2,sg,fasttext
unigram_freq,0.06269278144955966,0.003930384845882252,0.019311577880731123,0.13896610335161277,vi.wiki.2018.tsv,counts,False,vi,100,2,sg,fasttext
unigram_freq,0.15458854692124993,0.023897618839223495,0.049493908527697694,0.22247226462572295,vi.subs.2018.tsv,counts,True,vi,100,2,sg,fasttext
unigram_freq,0.08505565802593121,0.007234464962224155,0.03554586612295263,0.1885361135776184,vi.wiki.2018.tsv,counts,True,vi,100,2,sg,fasttext
unigram_freq,0.11254782426485653,0.012667012746753028,0.026234411655188417,0.16197040363964157,vi.subs.2018.tsv,counts,False,vi,100,2,sg,word2vec
unigram_freq,0.053985262075517175,0.0029144085213622726,0.014319673350949025,0.1196648375712307,vi.wiki.2018.tsv,counts,False,vi,100,2,sg,word2vec
unigram_freq,0.14251009254754568,0.020309126477910035,0.04206184954817799,0.2050898572532976,vi.subs.2018.tsv,counts,True,vi,100,2,sg,word2vec
unigram_freq,0.0645064785444774,0.004161085774209122,0.020445105288157628,0.14298638147794926,vi.wiki.2018.tsv,counts,True,vi,100,2,sg,word2vec
unigram_freq,0.22470393486557536,0.050491858344072736,0.10457273735462286,0.32337708229653944,vi.subs.2018.tsv,counts,False,vi,200,3,cbow,fasttext
unigram_freq,0.09798474398819491,0.0096010100544321,0.04717366381923066,0.21719499031798745,vi.wiki.2018.tsv,counts,False,vi,200,3,cbow,fasttext
unigram_freq,0.17604217943425915,0.0309908489399639,0.06418456386595,0.2533467265743728,vi.subs.2018.tsv,counts,True,vi,200,3,cbow,fasttext
unigram_freq,0.0752911973029014,0.005668764391304427,0.027852942987219742,0.16689200995619816,vi.wiki.2018.tsv,counts,True,vi,200,3,cbow,fasttext
unigram_freq,0.28715570940848806,0.08245840144589205,0.17077804303266586,0.4132530012385462,vi.subs.2018.tsv,counts,False,vi,200,3,cbow,word2vec
unigram_freq,0.15137593155335952,0.022914672653647383,0.1125890982472072,0.33554299016252326,vi.wiki.2018.tsv,counts,False,vi,200,3,cbow,word2vec
unigram_freq,0.24990849246221905,0.062454254604739,0.1293478310692202,0.35964959484089537,vi.subs.2018.tsv,counts,True,vi,200,3,cbow,word2vec
unigram_freq,0.08440344586982015,0.00712394167469966,0.035002820299615545,0.18709040675463706,vi.wiki.2018.tsv,counts,True,vi,200,3,cbow,word2vec
unigram_freq,0.12624521268362496,0.015937853725533697,0.03300858883583324,0.18168265970046024,vi.subs.2018.tsv,counts,False,vi,200,3,sg,fasttext
unigram_freq,0.07015637199647652,0.0049219165317079955,0.024183375967398724,0.15551005101728546,vi.wiki.2018.tsv,counts,False,vi,200,3,sg,fasttext
unigram_freq,0.16639864123781034,0.02768850780578952,0.05734514730643009,0.23946846829265453,vi.subs.2018.tsv,counts,True,vi,200,3,sg,fasttext
unigram_freq,0.09261358479974914,0.008577276089460326,0.04214364284955019,0.20528916885590967,vi.wiki.2018.tsv,counts,True,vi,200,3,sg,fasttext
unigram_freq,0.11930871666254145,0.014234569871662595,0.029480949708798776,0.1717001738752724,vi.subs.2018.tsv,counts,False,vi,200,3,sg,word2vec
unigram_freq,0.059971899133574244,0.0035966286856876028,0.01767169824209336,0.13293493988449145,vi.wiki.2018.tsv,counts,False,vi,200,3,sg,word2vec
