"","var","adjusted_r","adjusted_r_squared","r_squared","r","language","dim","window","algo","dataset"
"4794","imagine_M",0.327756167344404,0.107424105232293,0.107424105232293,0.327756167344404,"en",50,6,"cbow","Cohen-Shikora2013.csv"
"4795","RT_M",0.199467552520306,0.0397873045084412,0.0397873045084412,0.199467552520306,"en",50,6,"cbow","Cohen-Shikora2013.csv"
"4796","rt_M",0,-0.00191337126514723,-0.00191528655169892,0,"en",50,6,"cbow","Cortese2004.csv"
"4797","imagine_M",0.196842560067255,0.038746993453831,0.038785779233064,0.196941055224816,"en",50,6,"cbow","Cortese2004.csv"
"4798","aoa_s_M",0.232104280828717,0.0538723971790157,0.0539263235025183,0.232220420080832,"en",50,6,"cbow","Cortese2008.csv"
"4799","rt_M",0,-0.00430897647846264,-0.00431328976823087,0,"en",50,6,"cbow","Cortese2008.csv"
"4800","valence_M",0,-0.00363116105493397,-0.0038588993789368,0,"en",50,6,"cbow","Ferstl2011.csv"
"4801","valence_ANEW_M",0.271558143913743,0.0737438255258771,0.0739044874551274,0.271853797941334,"en",50,6,"cbow","Janschewitz2008.csv"
"4802","arousal_M",0.175993525424654,0.0309737209913982,0.0310412018650178,0.176185135198795,"en",50,6,"cbow","Janschewitz2008.csv"
"4803","personal_use_M",0.210834623894154,0.0444512386325894,0.0445480822897411,0.211064166285376,"en",50,6,"cbow","Janschewitz2008.csv"
"4804","familiarity_M",0.238419529593012,0.056843872091353,0.0569677149499399,0.238679104552409,"en",50,6,"cbow","Janschewitz2008.csv"
"4805","offensiveness_M",0.291588769427023,0.0850240104559658,0.0852092479515126,0.291906231436591,"en",50,6,"cbow","Janschewitz2008.csv"
"4806","tabooness_M",0.217566014422598,0.0473349706317339,0.0474380969294065,0.217802885493757,"en",50,6,"cbow","Janschewitz2008.csv"
"4807","valence_M",0.242392179077479,0.0587539684779287,0.0588819727665516,0.242656079187297,"en",50,6,"cbow","Janschewitz2008.csv"
"4808","imagine_M",0.367828969787785,0.135298151015143,0.135592918228684,0.368229436939368,"en",50,6,"cbow","Janschewitz2008.csv"
"4809","sensory_M",0.215383282434311,0.0463899583521782,0.0464137318190481,0.215438464112257,"en",50,6,"cbow","Juhasz2013.csv"
"4810","aoa_M",0,-0.00269968853636882,-0.00270281317587851,0,"en",50,6,"cbow","Khanna2011_1.csv"
"4811","RT_M",0,-0.0212933984003397,-0.0213180435373771,0,"en",50,6,"cbow","Khanna2011_1.csv"
"4812","valence_M",0.0904830398534993,0.00818718050112995,0.00825241699914692,0.0908428147909724,"en",50,6,"cbow","Warriner2013.csv"
"4813","arousal_M",0.111941197243373,0.0125308316402798,0.0126306789043458,0.112386293222731,"en",50,6,"cbow","Warriner2013.csv"
"4814","dominance_M",0.11512334755306,0.0132533851518227,0.013358989814387,0.115581096267456,"en",50,6,"cbow","Warriner2013.csv"
"4815","familiar_M",0,-0.00671247184922312,-0.00679144210627281,0,"en",50,6,"cbow","Yoon2004.csv"
"4816","concrete_M",0.775061498038241,0.600720325741283,0.602568695974333,0.776252984518793,"en",50,6,"sg","Altarriba1999.csv"
"4817","contextavailability_M",0.609856749633358,0.371925255073364,0.37306964047359,0.61079427017089,"en",50,6,"sg","Altarriba1999.csv"
"4818","imagine_M",0.62611803594698,0.392023794938104,0.393230021999452,0.627080554633495,"en",50,6,"sg","Altarriba1999.csv"
"4819","familiar_M",0.430576843358175,0.18539641803629,0.185728669681517,0.430962492198006,"en",50,6,"sg","Amsel2012.csv"
"4820","arousal_LSA_M",0.628341360441755,0.394812865241795,0.409297515054084,0.639763639990648,"en",50,6,"sg","Bestgen2012.csv"
"4821","arousal_norms_M",0.477801180867473,0.228293968438351,0.236669476123649,0.486486871481286,"en",50,6,"sg","Bestgen2012.csv"
"4822","concrete_LSA_M",0.771881142023866,0.595800497412067,0.617658856961004,0.785912754038897,"en",50,6,"sg","Bestgen2012.csv"
"4823","concrete_norms_M",0.757484761013982,0.573783163168409,0.594833764398416,0.771254668963771,"en",50,6,"sg","Bestgen2012.csv"
"4824","dominate_LSA_M",0.600020556965609,0.36002466878132,0.373233030793254,0.610928007864473,"en",50,6,"sg","Bestgen2012.csv"
"4825","dominate_norms_M",0.562825862397793,0.31677295138382,0.328394521182437,0.573057170954554,"en",50,6,"sg","Bestgen2012.csv"
"4826","imagine_LSA_M",0.762173827033759,0.580908942615287,0.6022209700272,0.776028974992043,"en",50,6,"sg","Bestgen2012.csv"
"4827","imagine_norms_M",0.637620599739126,0.406560029211683,0.421475651698297,0.649211561587051,"en",50,6,"sg","Bestgen2012.csv"
"4828","valence_LSA_M",0.606287092231184,0.367584038206144,0.381069733680485,0.617308459103295,"en",50,6,"sg","Bestgen2012.csv"
"4829","valence_norms_M",0.662047328150191,0.438306664710807,0.454386988093481,0.674082330352518,"en",50,6,"sg","Bestgen2012.csv"
"4830","concrete_M",0.701494996856664,0.49209523061493,0.549855212797185,0.741522226772188,"en",50,6,"sg","Brysbaert2014.csv"
"4831","imagine_M",0.594747847337431,0.353725001912509,0.353725001912509,0.594747847337431,"en",50,6,"sg","Chiarello1999.csv"
"4832","familiar_M",0.435785948457385,0.189909392872903,0.189909392872903,0.435785948457385,"en",50,6,"sg","Chiarello1999.csv"
"4833","aoa_M",0.319724601173766,0.102223820595724,0.120148709086461,0.346624738133995,"en",50,6,"sg","Clark2004.csv"
"4834","concrete_M",0.458634325680985,0.210345444692852,0.247229398145982,0.497221679078841,"en",50,6,"sg","Clark2004.csv"
"4835","familiar_M",0.255226694297649,0.0651406654821055,0.0765630439275065,0.276700278148589,"en",50,6,"sg","Clark2004.csv"
"4836","imagine_M",0.438370823814575,0.192168979171869,0.225865699789046,0.475253300660864,"en",50,6,"sg","Clark2004.csv"
"4837","intense_M",0.358715126096027,0.128676541690089,0.151239899699278,0.388895743997383,"en",50,6,"sg","Clark2004.csv"
"4838","valence_M",0.26690815425617,0.0712399628084352,0.083731849552481,0.289364561673473,"en",50,6,"sg","Clark2004.csv"
"4839","imagine_M",0.515212463805917,0.265443882860963,0.265443882860963,0.515212463805917,"en",50,6,"sg","Cohen-Shikora2013.csv"
"4840","RT_M",0.169523598394706,0.0287382504126896,0.0287382504126896,0.169523598394706,"en",50,6,"sg","Cohen-Shikora2013.csv"
"4841","rt_M",0.210762710903424,0.0444209203073603,0.0444653856930534,0.210868171360813,"en",50,6,"sg","Cortese2004.csv"
"4842","imagine_M",0.5620571622519,0.315908253638659,0.316224478116776,0.562338401780259,"en",50,6,"sg","Cortese2004.csv"
"4843","aoa_s_M",0.487624410212577,0.237777565435163,0.238015581016179,0.487868405429353,"en",50,6,"sg","Cortese2008.csv"
"4844","rt_M",0,-0.00593100649706959,-0.0059369434405101,0,"en",50,6,"sg","Cortese2008.csv"
"4845","valence_M",0.595910215021365,0.35510898436681,0.377380627985634,0.614313135123802,"en",50,6,"sg","Ferstl2011.csv"
"4846","valence_ANEW_M",0.643749966216974,0.414414019004355,0.415316881790857,0.644450837373075,"en",50,6,"sg","Janschewitz2008.csv"
"4847","arousal_M",0.578780513143216,0.334986882394325,0.335716701310216,0.579410649979974,"en",50,6,"sg","Janschewitz2008.csv"
"4848","personal_use_M",0.555369050481891,0.308434782233157,0.309106753436279,0.555973698511251,"en",50,6,"sg","Janschewitz2008.csv"
"4849","familiarity_M",0.571696313484782,0.32683667485209,0.327548737324534,0.572318737527031,"en",50,6,"sg","Janschewitz2008.csv"
"4850","offensiveness_M",0.704396442111514,0.49617434765936,0.497255337523541,0.705163341023583,"en",50,6,"sg","Janschewitz2008.csv"
"4851","tabooness_M",0.711425931382893,0.506126855844016,0.507229528732565,0.712200483524524,"en",50,6,"sg","Janschewitz2008.csv"
"4852","valence_M",0.684912498912417,0.469105131166452,0.470127146702762,0.685658185033011,"en",50,6,"sg","Janschewitz2008.csv"
"4853","imagine_M",0.746981831926782,0.557981857228691,0.559197503976466,0.74779509491335,"en",50,6,"sg","Janschewitz2008.csv"
"4854","sensory_M",0.4385957653467,0.192366245380058,0.192464827330201,0.438708134561238,"en",50,6,"sg","Juhasz2013.csv"
"4855","aoa_M",0,-0.0109319875881531,-0.0109446403515653,0,"en",50,6,"sg","Khanna2011_1.csv"
"4856","RT_M",0,-0.0166638902047171,-0.0166831771146763,0,"en",50,6,"sg","Khanna2011_1.csv"
"4857","valence_M",0.598144318456698,0.357776625702028,0.360627435468578,0.600522635267463,"en",50,6,"sg","Warriner2013.csv"
"4858","arousal_M",0.439961081227089,0.193565752994509,0.195108109592075,0.441710436363094,"en",50,6,"sg","Warriner2013.csv"
"4859","dominance_M",0.538517111872766,0.290000679779785,0.292311442168469,0.540658341439831,"en",50,6,"sg","Warriner2013.csv"
"4860","familiar_M",0.262520663173523,0.0689170985930663,0.0697278879882788,0.264060387010772,"en",50,6,"sg","Yoon2004.csv"
"4861","concrete_M",0.47330545348715,0.224018052300676,0.224707338615448,0.474033056458564,"en",100,1,"cbow","Altarriba1999.csv"
"4862","contextavailability_M",0.550620616244886,0.303183063033898,0.304115933997079,0.551467074263803,"en",100,1,"cbow","Altarriba1999.csv"
"4863","imagine_M",0.385865311795033,0.148892038846678,0.149350168196975,0.3864584947921,"en",100,1,"cbow","Altarriba1999.csv"
"4864","familiar_M",0,-0.0390787122671751,-0.0391487458017041,0,"en",100,1,"cbow","Amsel2012.csv"
"4865","arousal_LSA_M",0.19215834990047,0.0369248314364715,0.0382795067771738,0.19565149316367,"en",100,1,"cbow","Bestgen2012.csv"
"4866","arousal_norms_M",0,-0.0225177629411829,-0.0233438806781503,0,"en",100,1,"cbow","Bestgen2012.csv"
"4867","concrete_LSA_M",0.460880442464754,0.212410782246507,0.220203577436478,0.469258540078365,"en",100,1,"cbow","Bestgen2012.csv"
"4868","concrete_norms_M",0.518094112847679,0.268421509767423,0.278269191829875,0.527512266994688,"en",100,1,"cbow","Bestgen2012.csv"
"4869","dominate_LSA_M",0.131025457496615,0.0171676705121972,0.0177975073725276,0.133407298797808,"en",100,1,"cbow","Bestgen2012.csv"
"4870","dominate_norms_M",0,-0.00630944891350782,-0.0065409260665249,0,"en",100,1,"cbow","Bestgen2012.csv"
"4871","imagine_LSA_M",0.48089180334299,0.231256926522473,0.2397411373784,0.489633676720056,"en",100,1,"cbow","Bestgen2012.csv"
"4872","imagine_norms_M",0.474887883913782,0.225518502288109,0.233792185390696,0.483520615269604,"en",100,1,"cbow","Bestgen2012.csv"
"4873","valence_LSA_M",0.0769304507908216,0.00591829425887902,0.00613542097224851,0.0783289280677867,"en",100,1,"cbow","Bestgen2012.csv"
"4874","valence_norms_M",0,-0.0141824171221126,-0.0147027328554405,0,"en",100,1,"cbow","Bestgen2012.csv"
"4875","concrete_M",0.549816333823773,0.302298000939415,0.337780415849579,0.58118879535791,"en",100,1,"cbow","Brysbaert2014.csv"
"4876","imagine_M",0.341821483370991,0.116841926493944,0.116841926493944,0.341821483370991,"en",100,1,"cbow","Chiarello1999.csv"
"4877","familiar_M",0.221456649657803,0.0490430476776589,0.0490430476776589,0.221456649657803,"en",100,1,"cbow","Chiarello1999.csv"
"4878","aoa_M",0.172301728769529,0.0296878857369685,0.0348936395256618,0.186798392727726,"en",100,1,"cbow","Clark2004.csv"
"4879","concrete_M",0.250883551593526,0.0629425564601817,0.0739794977454486,0.271991723670866,"en",100,1,"cbow","Clark2004.csv"
"4880","familiar_M",0,-0.00489823592717514,-0.00575713879623507,0,"en",100,1,"cbow","Clark2004.csv"
"4881","imagine_M",0.252833380339158,0.0639247182137252,0.0751338810008841,0.274105601914452,"en",100,1,"cbow","Clark2004.csv"
"4882","intense_M",0,-0.023226949360576,-0.0272997816499782,0,"en",100,1,"cbow","Clark2004.csv"
"4883","valence_M",0,-0.0379840917051748,-0.0446445804666921,0,"en",100,1,"cbow","Clark2004.csv"
"4884","imagine_M",0.339786223285256,0.115454677534458,0.115454677534458,0.339786223285256,"en",100,1,"cbow","Cohen-Shikora2013.csv"
"4885","RT_M",0.16677434519902,0.0278136822165619,0.0278136822165619,0.16677434519902,"en",100,1,"cbow","Cohen-Shikora2013.csv"
"4886","rt_M",0,-0.00078426643131016,-0.00078505148279295,0,"en",100,1,"cbow","Cortese2004.csv"
"4887","imagine_M",0.23767945850909,0.0564915249971743,0.0565480730702445,0.237798387442481,"en",100,1,"cbow","Cortese2004.csv"
"4888","aoa_s_M",0.223869245721041,0.050117439179708,0.0501676067864945,0.223981264364889,"en",100,1,"cbow","Cortese2008.csv"
"4889","rt_M",0,-0.00674646155127392,-0.00675321476603996,0,"en",100,1,"cbow","Cortese2008.csv"
"4890","valence_M",0,-0.0145466697429131,-0.015459004430622,0,"en",100,1,"cbow","Ferstl2011.csv"
"4891","valence_ANEW_M",0.284239508020388,0.0807920979196723,0.0809681155621989,0.284548968654253,"en",100,1,"cbow","Janschewitz2008.csv"
"4892","arousal_M",0.291645183866825,0.0850569132727143,0.0852422224519577,0.291962707296596,"en",100,1,"cbow","Janschewitz2008.csv"
"4893","personal_use_M",0.26839626833048,0.0720365568537269,0.0721934992433865,0.268688479923101,"en",100,1,"cbow","Janschewitz2008.csv"
"4894","familiarity_M",0.281553983560968,0.0792726456590499,0.0794453529480675,0.281860520378551,"en",100,1,"cbow","Janschewitz2008.csv"
"4895","offensiveness_M",0.42106401766191,0.177294906969589,0.177681170383466,0.421522443510978,"en",100,1,"cbow","Janschewitz2008.csv"
"4896","tabooness_M",0.374134121267808,0.139976340696835,0.140281300044759,0.374541453039258,"en",100,1,"cbow","Janschewitz2008.csv"
"4897","valence_M",0.315019598036835,0.0992373471472891,0.0994535505179804,0.315362569938128,"en",100,1,"cbow","Janschewitz2008.csv"
"4898","imagine_M",0.479891438655234,0.23029579289459,0.230797526648173,0.480413911797081,"en",100,1,"cbow","Janschewitz2008.csv"
"4899","sensory_M",0.27204952469828,0.0740109438885599,0.0740488722848131,0.272119224394038,"en",100,1,"cbow","Juhasz2013.csv"
"4900","aoa_M",0,-0.00635334681591917,-0.00636070022658575,0,"en",100,1,"cbow","Khanna2011_1.csv"
"4901","RT_M",0,-0.00740327352377473,-0.00741184212739021,0,"en",100,1,"cbow","Khanna2011_1.csv"
"4902","valence_M",0.142190048773898,0.0202180099703235,0.0203791096513619,0.142755418991231,"en",100,1,"cbow","Warriner2013.csv"
"4903","arousal_M",0.163787325364984,0.0268262879502152,0.027040043232687,0.164438569784242,"en",100,1,"cbow","Warriner2013.csv"
"4904","dominance_M",0.143359645509689,0.0205519879606637,0.020715748820908,0.143929666229405,"en",100,1,"cbow","Warriner2013.csv"
"4905","familiar_M",0,-0.00306233213981152,-0.00309835957675048,0,"en",100,1,"cbow","Yoon2004.csv"
"4906","concrete_M",0.81561621641833,0.665229812484551,0.667276673446042,0.816870046853257,"en",100,1,"sg","Altarriba1999.csv"
"4907","contextavailability_M",0.7236282369484,0.523637825309049,0.525249018617692,0.724740656109268,"en",100,1,"sg","Altarriba1999.csv"
"4908","imagine_M",0.646838230800924,0.418399696825669,0.41968708050821,0.647832602227003,"en",100,1,"sg","Altarriba1999.csv"
"4909","familiar_M",0.422241419387346,0.178287816246241,0.178607328461736,0.422619602552621,"en",100,1,"sg","Amsel2012.csv"
"4910","arousal_LSA_M",0.640445176686577,0.410170024341101,0.42521808809262,0.65208748499923,"en",100,1,"sg","Bestgen2012.csv"
"4911","arousal_norms_M",0.503375248455405,0.253386640757541,0.262682732859903,0.512525836285258,"en",100,1,"sg","Bestgen2012.csv"
"4912","concrete_LSA_M",0.792285487184623,0.627716293203375,0.650745559696377,0.806688018812959,"en",100,1,"sg","Bestgen2012.csv"
"4913","concrete_norms_M",0.811231574562838,0.658096667567701,0.682240510414652,0.825978516920781,"en",100,1,"sg","Bestgen2012.csv"
"4914","dominate_LSA_M",0.611506449454722,0.373940137724721,0.387659021840577,0.622622696213829,"en",100,1,"sg","Bestgen2012.csv"
"4915","dominate_norms_M",0.57528213795727,0.330949538252687,0.343091209887914,0.585739882446051,"en",100,1,"sg","Bestgen2012.csv"
"4916","imagine_LSA_M",0.778106715209296,0.605450060253801,0.627662436986344,0.792251498569958,"en",100,1,"sg","Bestgen2012.csv"
"4917","imagine_norms_M",0.668493975252078,0.446884194948326,0.46327920544655,0.680646167583826,"en",100,1,"sg","Bestgen2012.csv"
"4918","valence_LSA_M",0.619097318325582,0.383281489557927,0.397343083402846,0.630351555406065,"en",100,1,"sg","Bestgen2012.csv"
"4919","valence_norms_M",0.681696437957738,0.464710033524268,0.481759027345008,0.694088630756194,"en",100,1,"sg","Bestgen2012.csv"
"4920","concrete_M",0.757771675234502,0.574217911787704,0.64161709448684,0.801010046433152,"en",100,1,"sg","Brysbaert2014.csv"
"4921","imagine_M",0.674136839809385,0.454460478788185,0.454460478788185,0.674136839809385,"en",100,1,"sg","Chiarello1999.csv"
"4922","familiar_M",0.485594815227797,0.235802324576118,0.235802324576118,0.485594815227797,"en",100,1,"sg","Chiarello1999.csv"
"4923","aoa_M",0.327011397593587,0.106936454156111,0.125687700247018,0.354524611623816,"en",100,1,"sg","Clark2004.csv"
"4924","concrete_M",0.416102974036175,0.17314168500175,0.203501980465843,0.451111937844525,"en",100,1,"sg","Clark2004.csv"
"4925","familiar_M",0.254458175716853,0.0647489631891489,0.0761026568614521,0.275867099998264,"en",100,1,"sg","Clark2004.csv"
"4926","imagine_M",0.416549668498148,0.173513626325917,0.20393914148853,0.451596215095443,"en",100,1,"sg","Clark2004.csv"
"4927","intense_M",0.303575848482143,0.0921582957816532,0.108318200251625,0.329117304697923,"en",100,1,"sg","Clark2004.csv"
"4928","valence_M",0.170708524843016,0.0291414004540787,0.034251328360893,0.185071144052478,"en",100,1,"sg","Clark2004.csv"
"4929","imagine_M",0.54718189397285,0.299408025091715,0.299408025091715,0.54718189397285,"en",100,1,"sg","Cohen-Shikora2013.csv"
"4930","RT_M",0.23584134464284,0.0556211398429428,0.0556211398429428,0.23584134464284,"en",100,1,"sg","Cohen-Shikora2013.csv"
"4931","rt_M",0.282056674241467,0.0795559674841573,0.0796356030872445,0.282197808438061,"en",100,1,"sg","Cortese2004.csv"
"4932","imagine_M",0.633734889585808,0.401619910278337,0.402021932210547,0.6340519948794,"en",100,1,"sg","Cortese2004.csv"
"4933","aoa_s_M",0.548905860253587,0.30129764342073,0.301599242663393,0.549180519195094,"en",100,1,"sg","Cortese2008.csv"
"4934","rt_M",0,-0.0181906172690886,-0.0182088260951838,0,"en",100,1,"sg","Cortese2008.csv"
"4935","valence_M",0.591306167807715,0.349642984087445,0.371571812357738,0.609566905563071,"en",100,1,"sg","Ferstl2011.csv"
"4936","valence_ANEW_M",0.723441483638954,0.52336758024973,0.524507814629359,0.724229117496224,"en",100,1,"sg","Janschewitz2008.csv"
"4937","arousal_M",0.678458360669552,0.460305747162415,0.461308591927475,0.67919701996363,"en",100,1,"sg","Janschewitz2008.csv"
"4938","personal_use_M",0.6249789885645,0.390598736147105,0.39144971378577,0.625659423157495,"en",100,1,"sg","Janschewitz2008.csv"
"4939","familiarity_M",0.627345092672602,0.393561865300396,0.394419298558131,0.628028103318738,"en",100,1,"sg","Janschewitz2008.csv"
"4940","offensiveness_M",0.732456220556208,0.536492115031485,0.537660943168808,0.733253669045582,"en",100,1,"sg","Janschewitz2008.csv"
"4941","tabooness_M",0.757003548997152,0.573054373194283,0.574302857667473,0.757827722947289,"en",100,1,"sg","Janschewitz2008.csv"
"4942","valence_M",0.739947148047058,0.547521781902975,0.548714639815618,0.740752752148528,"en",100,1,"sg","Janschewitz2008.csv"
"4943","imagine_M",0.810804385264125,0.657403751163536,0.658836003344721,0.811687133903649,"en",100,1,"sg","Janschewitz2008.csv"
"4944","sensory_M",0.497304618869638,0.247311883949076,0.247438623896437,0.497432029423555,"en",100,1,"sg","Juhasz2013.csv"
"4945","aoa_M",0,-0.0141174315766464,-0.0141337711965268,0,"en",100,1,"sg","Khanna2011_1.csv"
"4946","RT_M",0,-0.0329743188386457,-0.0330124835595238,0,"en",100,1,"sg","Khanna2011_1.csv"
"4947","valence_M",0.640379013764232,0.41008528126965,0.413352893072596,0.642925262431486,"en",100,1,"sg","Warriner2013.csv"
"4948","arousal_M",0.480686505723646,0.231059516784808,0.232900628472337,0.482597791615686,"en",100,1,"sg","Warriner2013.csv"
"4949","dominance_M",0.576197831031159,0.332003940485012,0.334649390209992,0.578488885122257,"en",100,1,"sg","Warriner2013.csv"
"4950","familiar_M",0.292687466682752,0.085665953153167,0.0866737878961454,0.294404123436044,"en",100,1,"sg","Yoon2004.csv"
"4951","concrete_M",0.413829923432729,0.171255205528338,0.171782144622272,0.41446609586584,"en",100,2,"cbow","Altarriba1999.csv"
"4952","contextavailability_M",0.534929313415059,0.286149370350706,0.287029829951785,0.53575164950916,"en",100,2,"cbow","Altarriba1999.csv"
"4953","imagine_M",0.250484765637724,0.0627426178165856,0.062935672025252,0.250869830839127,"en",100,2,"cbow","Altarriba1999.csv"
"4954","familiar_M",0,-0.00682208775254795,-0.0068343137162622,0,"en",100,2,"cbow","Amsel2012.csv"
"4955","arousal_LSA_M",0.184665400044629,0.034101309973643,0.0353523977080967,0.188022333003547,"en",100,2,"cbow","Bestgen2012.csv"
"4956","arousal_norms_M",0,-0.00319808263426209,-0.00331541190872653,0,"en",100,2,"cbow","Bestgen2012.csv"
"4957","concrete_LSA_M",0.449046775826735,0.201643006880386,0.209040760598393,0.457209755580951,"en",100,2,"cbow","Bestgen2012.csv"
"4958","concrete_norms_M",0.450768709328016,0.203192429309245,0.21064702727745,0.458962991184965,"en",100,2,"cbow","Bestgen2012.csv"
"4959","dominate_LSA_M",0.148342007602683,0.0220053512195943,0.0228126699127606,0.15103863715209,"en",100,2,"cbow","Bestgen2012.csv"
"4960","dominate_norms_M",0.0369505301279631,0.00136534167673751,0.00141543248634057,0.0376222339360726,"en",100,2,"cbow","Bestgen2012.csv"
"4961","imagine_LSA_M",0.480910600556478,0.231275005727593,0.239759879862197,0.489652815637976,"en",100,2,"cbow","Bestgen2012.csv"
"4962","imagine_norms_M",0.418562056221357,0.175194194908251,0.181621610997738,0.426170870658399,"en",100,2,"cbow","Bestgen2012.csv"
"4963","valence_LSA_M",0.0941279950783685,0.00886007945747337,0.00918513256376452,0.0958390972607971,"en",100,2,"cbow","Bestgen2012.csv"
"4964","valence_norms_M",0,-0.00958669040962964,-0.00993840096839593,0,"en",100,2,"cbow","Bestgen2012.csv"
"4965","concrete_M",0.539887588262048,0.29147860795941,0.325691089923939,0.57069351663037,"en",100,2,"cbow","Brysbaert2014.csv"
"4966","imagine_M",0.34627580321684,0.119906931893468,0.119906931893468,0.34627580321684,"en",100,2,"cbow","Chiarello1999.csv"
"4967","familiar_M",0.230832640362171,0.0532837078565712,0.0532837078565712,0.230832640362171,"en",100,2,"cbow","Chiarello1999.csv"
"4968","aoa_M",0.171168424181814,0.0292986294368853,0.0344361273559325,0.185569737176978,"en",100,2,"cbow","Clark2004.csv"
"4969","concrete_M",0.280152986814383,0.0784856960210196,0.0922481179408426,0.303723752678059,"en",100,2,"cbow","Clark2004.csv"
"4970","familiar_M",0,-0.0192915086361815,-0.0226742636448131,0,"en",100,2,"cbow","Clark2004.csv"
"4971","imagine_M",0.246897178852282,0.0609582169252158,0.0716472054076551,0.26766995611696,"en",100,2,"cbow","Clark2004.csv"
"4972","intense_M",0,-0.0162523886702421,-0.0191022357305896,0,"en",100,2,"cbow","Clark2004.csv"
"4973","valence_M",0,-0.0237651459955483,-0.0279323507571565,0,"en",100,2,"cbow","Clark2004.csv"
"4974","imagine_M",0.339097936346725,0.114987410434607,0.114987410434607,0.339097936346725,"en",100,2,"cbow","Cohen-Shikora2013.csv"
"4975","RT_M",0.217146839864738,0.0471527500632422,0.0471527500632422,0.217146839864738,"en",100,2,"cbow","Cohen-Shikora2013.csv"
"4976","rt_M",0.0810123395984661,0.0065629991672172,0.00656956873595316,0.0810528761732313,"en",100,2,"cbow","Cortese2004.csv"
"4977","imagine_M",0.222719977756178,0.0496041884917125,0.0496538423340466,0.222831421334709,"en",100,2,"cbow","Cortese2004.csv"
"4978","aoa_s_M",0.26818705538009,0.0719242966734436,0.07199629296641,0.268321249561808,"en",100,2,"cbow","Cortese2008.csv"
"4979","rt_M",0.0582039541122685,0.00338770027430306,0.00339109136566873,0.0582330779340121,"en",100,2,"cbow","Cortese2008.csv"
"4980","valence_M",0.103478109116367,0.0107077190662987,0.0113792833282966,0.106673723701278,"en",100,2,"cbow","Ferstl2011.csv"
"4981","valence_ANEW_M",0.341935908570839,0.116920165570165,0.11717489359973,0.342308185119389,"en",100,2,"cbow","Janschewitz2008.csv"
"4982","arousal_M",0.339844465743944,0.115494260896787,0.115745882380222,0.340214465271867,"en",100,2,"cbow","Janschewitz2008.csv"
"4983","personal_use_M",0.32766842494155,0.107366596703676,0.107600510857715,0.328025168024825,"en",100,2,"cbow","Janschewitz2008.csv"
"4984","familiarity_M",0.34400950355605,0.11834253853688,0.118600365418224,0.344384037693711,"en",100,2,"cbow","Janschewitz2008.csv"
"4985","offensiveness_M",0.419786524507262,0.176220726157886,0.176604649308557,0.420243559508717,"en",100,2,"cbow","Janschewitz2008.csv"
"4986","tabooness_M",0.394080573163179,0.155299498144619,0.155637841277832,0.394509621274098,"en",100,2,"cbow","Janschewitz2008.csv"
"4987","valence_M",0.347923300183697,0.121050622810715,0.121314349657797,0.348302095396793,"en",100,2,"cbow","Janschewitz2008.csv"
"4988","imagine_M",0.44302500631881,0.196271156223782,0.196698762228627,0.443507341797886,"en",100,2,"cbow","Janschewitz2008.csv"
"4989","sensory_M",0.253665165661098,0.0643460162698722,0.0643789916796449,0.253730155243016,"en",100,2,"cbow","Juhasz2013.csv"
"4990","aoa_M",0,-0.00329324177991519,-0.00329705340234565,0,"en",100,2,"cbow","Khanna2011_1.csv"
"4991","RT_M",0,-0.00123536005835126,-0.00123678987323361,0,"en",100,2,"cbow","Khanna2011_1.csv"
"4992","valence_M",0.144131646918465,0.0207739316434289,0.0209394609792332,0.144704737238396,"en",100,2,"cbow","Warriner2013.csv"
"4993","arousal_M",0.145213350344246,0.0210869171182008,0.0212549403621705,0.1457907416888,"en",100,2,"cbow","Warriner2013.csv"
"4994","dominance_M",0.152860515548315,0.0233663372136967,0.0235525231675907,0.153468313236286,"en",100,2,"cbow","Warriner2013.csv"
"4995","familiar_M",0,-0.0536536023486798,-0.0542848211998407,0,"en",100,2,"cbow","Yoon2004.csv"
"4996","concrete_M",0.82458844413971,0.679946102208747,0.682038244061697,0.825856067400184,"en",100,2,"sg","Altarriba1999.csv"
"4997","contextavailability_M",0.70623426167983,0.498766832370455,0.500301499546979,0.707319941431725,"en",100,2,"sg","Altarriba1999.csv"
"4998","imagine_M",0.662092345073443,0.438366273404852,0.439715092707636,0.663110166343147,"en",100,2,"sg","Altarriba1999.csv"
"4999","familiar_M",0.442852054940187,0.196117942564746,0.196469408411637,0.443248698149962,"en",100,2,"sg","Amsel2012.csv"
"5000","arousal_LSA_M",0.65280639413349,0.42615618822157,0.441790742450062,0.664673410367875,"en",100,2,"sg","Bestgen2012.csv"
"5001","arousal_norms_M",0.513064560241374,0.263235242975674,0.272892654494978,0.522391284857412,"en",100,2,"sg","Bestgen2012.csv"
"5002","concrete_LSA_M",0.797449471419968,0.635925659467986,0.659256106104777,0.811945876339536,"en",100,2,"sg","Bestgen2012.csv"
"5003","concrete_norms_M",0.799731203904285,0.639569998498197,0.663034146387651,0.814269087211132,"en",100,2,"sg","Bestgen2012.csv"
"5004","dominate_LSA_M",0.622733588125611,0.387797121779798,0.402024382342226,0.634053926998505,"en",100,2,"sg","Bestgen2012.csv"
"5005","dominate_norms_M",0.608181925889952,0.36988525497921,0.383455376068911,0.619237737923741,"en",100,2,"sg","Bestgen2012.csv"
