IAPS	set	valcat	content	val_yf	val_ym	val_of	val_om	val_f	val_m	val_y	val_o	val_t	aro_yf	aro_ym	aro_of	aro_om	aro_f	aro_m	aro_y	aro_o	aro_t	vage_p	vage_e	vage_s	vaxs_p	vaxs_e	vaxs_s	vsex_p	vsex_e	vsex_s	aage_p	aage_e	aage_s	aaxs_p	aaxs_e	aaxs_s	asex_p	asex_e	asex_s	phit_y	phit_o	phit_t	pfa_y	pfa_o	pfa_t	dp_y	dp_o	dp_t	bc_y	by_o	by_t
5535.0	3	1	2	5.583	5.333	5.357	5.154	5.462	5.250	5.444	5.259	5.352	2.000	2.133	3.500	3.231	2.808	2.643	2.074	3.370	2.722	0.052	0.036	0	0.770	0.001	0	0.836	0.000	0	0.008	0.131	1	0.672	0.004	0	0.886	0.000	0	0.940	0.780	0.867	0.020	0.140	0.071	3.609	1.853	2.579	0.249	0.154	0.176
5594.0	4	3	3	7.250	6.800	7.714	6.615	7.500	6.714	7.000	7.185	7.093	2.833	2.067	1.429	3.154	2.077	2.571	2.407	2.259	2.333	0.637	0.002	0	0.014	0.056	1	0.050	0.037	1	0.726	0.002	0	0.008	0.133	1	0.292	0.022	0	0.660	0.660	0.663	0.180	0.380	0.276	1.328	0.718	1.018	0.251	-0.053	0.087
5600.0	4	1	3	7.250	7.200	8.286	7.308	7.808	7.250	7.222	7.815	7.519	2.583	2.333	1.429	2.846	1.962	2.571	2.444	2.111	2.278	0.166	0.018	0	0.045	0.038	1	0.090	0.027	0	0.535	0.008	0	0.111	0.050	0	0.262	0.025	0	0.580	0.620	0.602	0.060	0.140	0.092	1.757	1.386	1.588	0.676	0.387	0.535
5621.0	1	4	3	6.462	6.308	5.643	6.750	6.037	6.520	6.385	6.154	6.269	3.692	5.154	3.286	3.167	3.481	4.200	4.423	3.231	3.827	0.459	0.006	0	0.017	0.056	1	0.398	0.007	0	0.097	0.057	0	0.086	0.061	0	0.128	0.048	0	0.900	0.940	0.929	0.100	0.060	0.071	2.563	3.110	2.930	0.000	0.000	0.000
5623.0	1	2	3	6.154	6.846	5.643	6.000	5.889	6.440	6.500	5.808	6.154	3.769	4.154	3.714	3.167	3.741	3.680	3.962	3.462	3.712	0.621	0.002	0	0.604	0.003	0	0.470	0.005	0	0.393	0.016	0	0.347	0.019	0	0.956	0.000	0	0.660	0.660	0.663	0.140	0.140	0.133	1.493	1.493	1.535	0.334	0.334	0.346
5626.0	4	3	3	7.417	6.933	7.571	6.538	7.500	6.750	7.148	7.074	7.111	3.417	3.867	2.429	4.077	2.885	3.964	3.667	3.222	3.444	0.738	0.001	0	0.278	0.011	0	0.026	0.047	1	0.558	0.007	0	0.367	0.016	0	0.118	0.048	0	0.540	0.820	0.684	0.140	0.180	0.153	1.181	1.831	1.501	0.490	0.000	0.273
5628.0	4	1	3	6.333	7.867	7.286	7.231	6.846	7.571	7.185	7.259	7.222	2.917	4.800	3.286	4.385	3.115	4.607	3.963	3.815	3.889	0.825	0.000	0	0.625	0.002	0	0.361	0.008	0	0.971	0.000	0	0.536	0.008	0	0.022	0.101	1	0.820	0.860	0.847	0.060	0.180	0.112	2.470	1.996	2.238	0.320	-0.082	0.096
5629.0	4	4	3	5.385	7.308	6.429	7.083	5.926	7.200	6.346	6.731	6.538	4.231	4.385	3.786	3.250	4.000	3.840	4.308	3.538	3.923	0.341	0.009	0	0.920	0.000	0	0.134	0.023	0	0.336	0.020	0	0.511	0.009	0	0.914	0.000	0	0.580	0.860	0.724	0.020	0.060	0.031	2.256	2.635	2.468	0.926	0.237	0.638
5660.0	4	4	3	6.308	6.923	6.929	7.833	6.630	7.360	6.615	7.346	6.981	3.000	3.077	2.214	1.917	2.593	2.520	3.038	2.077	2.558	0.061	0.035	0	0.373	0.008	0	0.431	0.006	0	0.120	0.051	0	0.491	0.010	0	0.912	0.000	0	0.620	0.660	0.643	0.180	0.140	0.153	1.221	1.493	1.389	0.305	0.334	0.329
5661.0	4	4	2	7.077	6.692	6.286	6.167	6.667	6.440	6.885	6.231	6.558	3.462	2.769	2.643	2.750	3.037	2.760	3.115	2.692	2.904	0.844	0.000	0	0.434	0.006	0	0.656	0.002	0	0.291	0.024	0	0.309	0.022	0	0.423	0.014	0	0.860	0.740	0.806	0.020	0.100	0.051	3.134	1.925	2.499	0.487	0.319	0.386
5700.0	4	4	3	6.154	7.000	6.214	6.750	6.185	6.880	6.577	6.462	6.519	3.154	3.154	2.571	2.333	2.852	2.760	3.154	2.462	2.808	0.368	0.008	0	0.879	0.000	0	0.378	0.008	0	0.166	0.040	0	0.959	0.000	0	0.712	0.003	0	0.660	0.620	0.643	0.020	0.100	0.051	2.466	1.587	2.001	0.821	0.488	0.634
5731.0	3	2	2	7.231	6.385	7.357	7.167	7.296	6.760	6.808	7.269	7.038	2.615	3.154	1.857	2.667	2.222	2.920	2.885	2.231	2.558	0.101	0.027	0	0.957	0.000	0	0.161	0.020	0	0.176	0.039	0	0.688	0.003	0	0.233	0.030	0	0.540	0.620	0.582	0.300	0.260	0.276	0.625	0.949	0.802	0.212	0.169	0.195
5740.0	3	2	2	6.846	5.923	7.000	6.750	6.926	6.320	6.385	6.885	6.635	2.846	3.000	1.929	2.333	2.370	2.680	2.923	2.115	2.519	0.045	0.040	1	0.985	0.000	0	0.352	0.009	0	0.060	0.073	0	0.656	0.004	0	0.656	0.004	0	0.380	0.460	0.418	0.340	0.340	0.337	0.107	0.312	0.215	0.359	0.256	0.314
5820.0	4	4	3	6.385	6.462	7.786	6.667	7.111	6.560	6.423	7.269	6.846	3.385	2.615	1.929	2.333	2.630	2.480	3.000	2.115	2.558	0.056	0.036	0	0.195	0.017	0	0.303	0.011	0	0.144	0.045	0	0.372	0.017	0	0.948	0.000	0	0.700	0.700	0.704	0.100	0.100	0.092	1.806	1.806	1.866	0.379	0.379	0.397
5830.0	4	2	3	7.692	7.615	7.500	7.083	7.593	7.360	7.654	7.308	7.481	2.692	2.231	2.571	2.417	2.630	2.320	2.462	2.500	2.481	0.658	0.002	0	0.469	0.005	0	0.755	0.001	0	0.948	0.000	0	0.699	0.003	0	0.514	0.009	0	0.460	0.660	0.561	0.020	0.060	0.031	1.953	1.967	2.026	1.077	0.571	0.859
5831.0	1	4	3	7.615	7.846	7.929	7.500	7.778	7.680	7.731	7.731	7.731	2.615	2.538	2.143	2.083	2.370	2.320	2.577	2.115	2.346	0.370	0.008	0	0.446	0.006	0	0.864	0.000	0	0.341	0.019	0	0.891	0.000	0	0.807	0.001	0	0.620	0.820	0.724	0.060	0.140	0.092	1.860	1.996	1.926	0.625	0.082	0.367
5849.0	3	4	3	7.308	5.769	8.214	7.583	7.778	6.640	6.538	7.923	7.231	2.154	2.769	1.857	1.833	2.000	2.320	2.462	1.846	2.154	0.001	0.099	1	0.278	0.012	0	0.046	0.040	1	0.219	0.032	0	0.613	0.005	0	0.645	0.005	0	0.580	0.700	0.643	0.020	0.020	0.010	2.256	2.578	2.685	0.926	0.765	0.976
5890.0	4	1	3	7.250	7.133	7.500	6.769	7.385	6.964	7.185	7.148	7.167	2.083	2.400	2.500	3.846	2.308	3.071	2.259	3.148	2.704	0.140	0.021	0	0.219	0.014	0	0.062	0.033	0	0.086	0.058	0	0.338	0.018	0	0.124	0.047	0	0.780	0.900	0.847	0.020	0.060	0.031	2.826	2.836	2.895	0.641	0.137	0.424
5900.0	4	2	2	6.462	6.385	6.000	6.417	6.222	6.400	6.423	6.192	6.308	2.692	2.615	2.214	2.917	2.444	2.760	2.654	2.538	2.596	0.733	0.001	0	0.876	0.000	0	0.804	0.001	0	0.741	0.002	0	0.340	0.019	0	0.614	0.005	0	0.740	0.780	0.765	0.020	0.020	0.010	2.697	2.826	3.042	0.705	0.641	0.798
5910.0	4	2	3	6.615	6.462	6.500	6.000	6.556	6.240	6.538	6.269	6.404	2.308	2.769	3.071	2.500	2.704	2.640	2.538	2.808	2.673	0.429	0.006	0	0.695	0.002	0	0.773	0.001	0	0.680	0.004	0	0.326	0.021	0	0.815	0.001	0	0.860	0.860	0.867	0.020	0.100	0.051	3.134	2.362	2.749	0.487	0.101	0.261
5920.0	4	4	2	5.462	5.385	4.500	4.833	4.963	5.120	5.423	4.654	5.038	4.615	4.923	4.571	4.667	4.593	4.800	4.769	4.615	4.692	0.691	0.002	0	0.744	0.001	0	0.980	0.000	0	0.606	0.006	0	0.939	0.000	0	0.930	0.000	0	0.740	0.740	0.745	0.180	0.300	0.235	1.559	1.168	1.382	0.136	-0.059	0.032
5972.0	4	4	1	3.077	3.000	2.357	2.750	2.704	2.880	3.038	2.538	2.788	6.538	6.231	6.857	6.250	6.704	6.240	6.385	6.577	6.481	0.232	0.014	0	0.446	0.006	0	0.534	0.004	0	0.659	0.004	0	0.682	0.004	0	0.564	0.007	0	0.420	0.500	0.459	0.100	0.220	0.153	1.080	0.772	0.921	0.742	0.386	0.563
5982.0	4	2	3	6.923	6.308	7.714	7.167	7.333	6.720	6.615	7.462	7.038	3.154	2.308	1.714	2.333	2.407	2.320	2.731	2.000	2.365	0.139	0.022	0	0.664	0.002	0	0.176	0.018	0	0.309	0.022	0	0.283	0.024	0	0.774	0.002	0	0.540	0.700	0.622	0.340	0.300	0.316	0.513	1.049	0.790	0.156	0.000	0.083
5990.0	4	1	3	6.667	5.733	7.286	5.769	7.000	5.750	6.148	6.556	6.352	3.250	2.400	2.071	3.077	2.615	2.714	2.778	2.556	2.667	0.412	0.006	0	0.086	0.028	0	0.067	0.032	0	0.590	0.006	0	0.051	0.074	0	0.867	0.001	0	0.620	0.820	0.724	0.020	0.300	0.153	2.359	1.440	1.620	0.874	-0.195	0.214
5994.0	4	3	3	5.333	5.267	3.429	3.692	4.308	4.536	5.296	3.556	4.426	3.167	3.200	5.571	4.846	4.462	3.964	3.185	5.222	4.204	0.000	0.169	1	0.507	0.004	0	0.588	0.003	0	0.001	0.196	1	0.516	0.008	0	0.553	0.007	0	0.700	0.820	0.765	0.020	0.100	0.051	2.578	2.197	2.359	0.765	0.183	0.456
6020.0	3	1	1	1.833	2.600	1.643	1.538	1.731	2.107	2.259	1.593	1.926	6.917	6.533	7.714	8.077	7.346	7.250	6.704	7.889	7.296	0.007	0.067	1	0.221	0.014	0	0.604	0.003	0	0.045	0.078	1	0.515	0.009	0	0.986	0.000	0	0.740	0.660	0.704	0.140	0.140	0.133	1.724	1.493	1.650	0.218	0.334	0.289
6150.0	3	4	2	4.769	4.923	5.071	5.167	4.926	5.040	4.846	5.115	4.981	2.923	2.308	2.714	3.333	2.815	2.800	2.615	3.000	2.808	0.881	0.000	0	0.270	0.012	0	0.704	0.001	0	0.531	0.008	0	0.186	0.037	0	0.881	0.000	0	0.740	0.820	0.786	0.180	0.140	0.153	1.559	1.996	1.815	0.136	0.082	0.116
6200.0	3	4	1	3.154	4.231	1.929	2.417	2.519	3.360	3.692	2.154	2.923	5.538	5.846	8.143	7.167	6.889	6.480	5.692	7.692	6.692	0.000	0.248	1	0.590	0.003	0	0.097	0.028	0	0.000	0.255	1	0.170	0.040	0	0.591	0.006	0	0.820	0.900	0.867	0.100	0.220	0.153	2.197	2.054	2.137	0.183	-0.255	-0.045
6210.0	3	3	1	2.750	3.667	2.071	2.385	2.385	3.071	3.259	2.222	2.741	5.833	4.733	6.571	7.154	6.231	5.857	5.222	6.852	6.037	0.001	0.100	1	0.132	0.022	0	0.248	0.013	0	0.018	0.107	1	0.199	0.033	0	0.690	0.003	0	0.900	0.980	0.949	0.100	0.140	0.112	2.563	3.134	2.850	0.000	-0.487	-0.210
6212.0	1	2	1	2.615	2.077	1.857	2.417	2.222	2.240	2.346	2.115	2.231	7.462	6.692	7.214	6.667	7.333	6.680	7.077	6.962	7.019	0.856	0.000	0	0.829	0.000	0	0.156	0.020	0	0.599	0.006	0	0.633	0.005	0	0.137	0.046	0	0.660	0.820	0.745	0.060	0.060	0.051	1.967	2.470	2.294	0.571	0.320	0.488
6213.0	1	3	1	2.333	3.267	1.786	1.923	2.038	2.643	2.852	1.852	2.352	6.667	5.933	7.571	7.385	7.154	6.607	6.259	7.481	6.870	0.000	0.134	1	0.208	0.015	0	0.063	0.033	0	0.007	0.138	1	0.514	0.009	0	0.274	0.024	0	0.860	0.820	0.847	0.100	0.140	0.112	2.362	1.996	2.238	0.101	0.082	0.096
6241.0	3	2	1	3.308	4.000	2.643	2.917	2.963	3.480	3.654	2.769	3.212	5.154	4.692	7.000	6.167	6.111	5.400	4.923	6.615	5.769	0.001	0.112	1	0.778	0.001	0	0.234	0.014	0	0.005	0.159	1	0.654	0.004	0	0.332	0.020	0	0.780	0.740	0.765	0.140	0.260	0.194	1.853	1.287	1.587	0.154	0.000	0.070
6242.0	1	4	1	3.000	3.231	2.429	2.583	2.704	2.920	3.115	2.500	2.808	6.308	6.231	7.429	6.917	6.889	6.560	6.269	7.192	6.731	0.014	0.060	1	0.561	0.003	0	0.687	0.002	0	0.051	0.079	0	0.519	0.009	0	0.721	0.003	0	0.740	0.660	0.704	0.180	0.140	0.153	1.559	1.493	1.560	0.136	0.334	0.244
6243.0	1	4	1	3.231	3.846	2.500	2.333	2.852	3.120	3.538	2.423	2.981	6.000	6.385	7.571	6.833	6.815	6.600	6.192	7.231	6.712	0.001	0.098	1	0.517	0.004	0	0.864	0.000	0	0.031	0.095	1	0.186	0.037	0	0.920	0.000	0	0.940	0.820	0.888	0.060	0.100	0.071	3.110	2.197	2.680	0.000	0.183	0.125
6244.0	1	4	1	3.154	3.231	2.143	3.000	2.630	3.120	3.192	2.538	2.865	6.462	6.077	8.071	7.167	7.296	6.600	6.269	7.654	6.962	0.002	0.093	1	0.201	0.016	0	0.187	0.018	0	0.005	0.154	1	0.466	0.011	0	0.284	0.024	0	0.940	0.740	0.847	0.020	0.020	0.010	3.609	2.697	3.342	0.249	0.705	0.648
6260.0	3	1	1	2.833	3.600	2.357	1.769	2.577	2.750	3.259	2.074	2.667	6.417	5.333	7.286	7.385	6.885	6.286	5.815	7.333	6.574	0.000	0.120	1	0.071	0.031	0	0.404	0.007	0	0.017	0.109	1	0.322	0.020	0	0.409	0.014	0	0.700	0.580	0.643	0.300	0.460	0.378	1.049	0.302	0.678	0.000	-0.051	-0.027
6311.0	1	2	1	3.615	3.308	3.500	3.250	3.556	3.280	3.462	3.385	3.423	5.615	4.846	6.500	5.500	6.074	5.160	5.231	6.038	5.635	0.109	0.026	0	0.742	0.001	0	0.522	0.004	0	0.114	0.052	0	0.652	0.004	0	0.195	0.035	0	0.980	0.900	0.949	0.060	0.140	0.092	3.609	2.362	2.965	-0.249	-0.101	-0.153
6312.0	1	2	1	2.308	2.692	1.929	2.250	2.111	2.480	2.500	2.077	2.288	6.462	6.538	7.500	7.083	7.000	6.800	6.500	7.308	6.904	0.047	0.039	1	0.642	0.002	0	0.486	0.005	0	0.139	0.046	0	0.621	0.005	0	0.786	0.002	0	0.700	0.820	0.765	0.140	0.220	0.173	1.605	1.688	1.664	0.278	-0.072	0.109
6315.0	1	4	1	2.769	2.538	2.214	2.083	2.481	2.320	2.654	2.154	2.404	6.538	6.538	7.786	7.000	7.185	6.760	6.538	7.423	6.981	0.014	0.059	1	0.277	0.012	0	0.998	0.000	0	0.029	0.097	1	0.251	0.028	0	0.499	0.010	0	0.940	0.860	0.908	0.220	0.220	0.214	2.327	1.853	2.121	-0.391	-0.154	-0.269
6370.0	1	2	1	2.077	3.077	1.714	2.667	1.889	2.880	2.577	2.154	2.365	7.692	6.308	8.071	7.250	7.889	6.760	7.000	7.692	7.346	0.083	0.030	0	0.846	0.000	0	0.002	0.090	1	0.122	0.050	0	0.619	0.005	0	0.025	0.102	1	0.900	0.740	0.827	0.020	0.020	0.010	3.335	2.697	3.259	0.386	0.705	0.689
6415.0	1	3	1	1.833	2.467	1.714	1.923	1.769	2.214	2.185	1.815	2.000	7.750	6.933	7.429	7.615	7.577	7.250	7.296	7.519	7.407	0.333	0.009	0	0.178	0.017	0	0.165	0.018	0	0.671	0.004	0	0.241	0.027	0	0.460	0.011	0	0.820	0.860	0.847	0.100	0.140	0.112	2.197	2.161	2.238	0.183	0.000	0.096
6530.0	1	2	1	3.231	4.000	5.357	4.833	4.333	4.400	3.615	5.115	4.365	6.000	4.923	4.643	4.250	5.296	4.600	5.462	4.462	4.962	0.012	0.062	1	0.467	0.005	0	0.557	0.003	0	0.229	0.031	0	0.768	0.002	0	0.408	0.015	0	0.780	0.780	0.786	0.140	0.460	0.296	1.853	0.873	1.328	0.154	-0.336	-0.128
6540.0	1	3	1	2.333	2.667	2.071	2.077	2.192	2.393	2.519	2.074	2.296	7.000	5.600	7.571	6.923	7.308	6.214	6.222	7.259	6.741	0.067	0.032	0	0.469	0.005	0	0.111	0.024	0	0.112	0.050	0	0.524	0.008	0	0.086	0.058	0	0.940	0.860	0.908	0.140	0.420	0.276	2.635	1.282	1.926	-0.237	-0.439	-0.367
6555.0	1	3	1	2.167	3.067	1.500	1.923	1.808	2.536	2.667	1.704	2.185	6.500	6.267	7.357	7.923	6.962	7.036	6.370	7.630	7.000	0.001	0.107	1	0.301	0.010	0	0.421	0.006	0	0.020	0.103	1	0.449	0.011	0	0.752	0.002	0	0.820	0.660	0.745	0.220	0.180	0.194	1.688	1.328	1.522	-0.072	0.251	0.103
6560.0	1	2	1	2.308	3.077	1.643	1.917	1.963	2.520	2.692	1.769	2.231	6.846	5.846	8.214	7.500	7.556	6.640	6.346	7.885	7.115	0.000	0.132	1	0.774	0.001	0	0.072	0.032	0	0.001	0.196	1	0.911	0.000	0	0.112	0.053	0	0.900	0.900	0.908	0.020	0.460	0.235	3.335	1.382	2.053	0.386	-0.591	-0.303
6561.0	1	4	1	3.154	4.308	3.643	3.917	3.407	4.120	3.731	3.769	3.750	5.385	4.462	6.000	5.333	5.704	4.880	4.923	5.692	5.308	0.322	0.010	0	0.686	0.002	0	0.099	0.027	0	0.164	0.041	0	0.916	0.000	0	0.211	0.033	0	0.940	0.900	0.929	0.300	0.420	0.357	2.079	1.483	1.831	-0.515	-0.540	-0.550
6570.0	1	1	1	2.083	3.000	1.857	1.769	1.962	2.429	2.593	1.815	2.204	7.000	5.600	7.857	7.615	7.462	6.536	6.222	7.741	6.981	0.001	0.095	1	0.101	0.026	0	0.062	0.033	0	0.014	0.115	1	0.309	0.021	0	0.151	0.041	0	0.820	0.900	0.867	0.140	0.340	0.235	1.996	1.694	1.837	0.082	-0.435	-0.195
6571.0	1	1	1	2.167	3.200	2.071	1.769	2.115	2.536	2.741	1.926	2.333	6.417	5.933	8.000	8.077	7.269	6.929	6.148	8.037	7.093	0.000	0.164	1	0.106	0.025	0	0.330	0.009	0	0.000	0.238	1	0.555	0.007	0	0.668	0.004	0	0.820	0.780	0.806	0.140	0.220	0.173	1.996	1.544	1.804	0.082	0.000	0.038
6821.0	1	3	1	2.167	3.267	2.000	1.615	2.077	2.500	2.778	1.815	2.296	7.167	5.467	7.429	7.769	7.308	6.536	6.222	7.593	6.907	0.001	0.101	1	0.007	0.068	1	0.108	0.025	0	0.019	0.105	1	0.059	0.069	0	0.204	0.032	0	0.900	0.820	0.867	0.060	0.060	0.051	2.836	2.470	2.749	0.137	0.320	0.261
6830.0	1	3	1	2.250	3.400	2.000	1.692	2.115	2.607	2.889	1.852	2.370	6.167	6.133	7.571	7.385	6.923	6.714	6.148	7.481	6.815	0.000	0.116	1	0.299	0.010	0	0.397	0.007	0	0.015	0.113	1	0.885	0.000	0	0.835	0.001	0	0.820	0.620	0.724	0.020	0.140	0.071	2.969	1.386	2.061	0.569	0.387	0.435
6831.0	1	4	1	1.769	2.538	1.500	2.333	1.630	2.440	2.154	1.885	2.019	7.538	6.385	8.286	7.583	7.926	6.960	6.962	7.962	7.462	0.030	0.047	1	0.966	0.000	0	0.006	0.074	1	0.021	0.108	1	0.705	0.003	0	0.051	0.079	0	0.900	0.700	0.806	0.020	0.140	0.071	3.335	1.605	2.329	0.386	0.278	0.301
6834.0	1	4	1	2.615	2.769	2.214	2.583	2.407	2.680	2.692	2.385	2.538	6.538	6.692	7.786	6.833	7.185	6.760	6.615	7.346	6.981	0.073	0.032	0	0.239	0.014	0	0.374	0.008	0	0.128	0.049	0	0.214	0.033	0	0.491	0.010	0	0.620	0.780	0.704	0.020	0.180	0.092	2.359	1.688	1.866	0.874	0.072	0.397
6836.0	1	1	1	2.250	3.467	2.214	2.308	2.231	2.929	2.926	2.259	2.593	7.000	5.867	7.857	7.385	7.462	6.571	6.370	7.630	7.000	0.002	0.087	1	0.118	0.023	0	0.011	0.060	1	0.025	0.097	1	0.523	0.008	0	0.124	0.047	0	0.780	0.660	0.724	0.220	0.220	0.214	1.544	1.185	1.388	0.000	0.180	0.098
6838.0	1	2	1	2.308	2.308	2.071	2.250	2.185	2.280	2.308	2.154	2.231	7.077	7.000	7.286	7.083	7.185	7.040	7.038	7.192	7.115	0.491	0.005	0	0.668	0.002	0	0.867	0.000	0	0.650	0.004	0	0.775	0.002	0	0.905	0.000	0	0.780	0.700	0.745	0.060	0.180	0.112	2.327	1.440	1.873	0.391	0.195	0.278
6930.0	3	2	2	3.615	3.538	3.143	3.167	3.370	3.360	3.577	3.154	3.365	4.385	5.385	6.857	6.333	5.667	5.840	4.885	6.615	5.750	0.010	0.065	1	0.225	0.015	0	0.571	0.003	0	0.006	0.150	1	0.197	0.035	0	0.663	0.004	0	0.620	0.660	0.643	0.180	0.100	0.133	1.221	1.694	1.480	0.305	0.435	0.374
7000.0	3	3	2	4.917	4.867	5.286	5.077	5.115	4.964	4.889	5.185	5.037	2.833	2.733	2.714	3.077	2.769	2.893	2.778	2.889	2.833	0.825	0.000	0	0.698	0.001	0	0.745	0.001	0	0.844	0.001	0	0.686	0.003	0	0.818	0.001	0	0.900	0.860	0.888	0.060	0.140	0.092	2.836	2.161	2.544	0.137	0.000	0.057
7002.0	3	1	2	5.167	5.600	6.214	6.231	5.731	5.893	5.407	6.222	5.815	2.083	1.867	2.500	2.231	2.308	2.036	1.963	2.370	2.167	0.507	0.004	0	0.788	0.001	0	0.489	0.005	0	0.365	0.016	0	0.951	0.000	0	0.572	0.006	0	0.860	0.940	0.908	0.060	0.020	0.031	2.635	3.609	3.201	0.237	0.249	0.271
7004.0	3	1	2	5.500	5.000	5.429	5.846	5.462	5.393	5.222	5.630	5.426	2.000	2.267	2.429	1.846	2.231	2.071	2.148	2.148	2.148	0.589	0.003	0	0.214	0.015	0	0.869	0.000	0	0.993	0.000	0	0.343	0.018	0	0.724	0.003	0	0.780	0.820	0.806	0.140	0.220	0.173	1.853	1.688	1.804	0.154	-0.072	0.038
7006.0	3	4	2	5.308	5.000	5.714	5.500	5.519	5.240	5.154	5.615	5.385	2.462	2.923	2.714	3.083	2.593	3.000	2.692	2.885	2.788	0.607	0.003	0	0.954	0.000	0	0.391	0.007	0	0.786	0.002	0	0.978	0.000	0	0.509	0.009	0	0.860	0.860	0.867	0.020	0.180	0.092	3.134	1.996	2.443	0.487	-0.082	0.108
7009.0	3	3	2	5.417	5.467	6.071	6.615	5.769	6.000	5.444	6.333	5.889	2.167	2.000	2.214	2.231	2.192	2.107	2.074	2.222	2.148	0.284	0.011	0	0.827	0.000	0	0.600	0.003	0	0.715	0.003	0	0.810	0.001	0	0.844	0.001	0	0.820	0.900	0.867	0.060	0.140	0.092	2.470	2.362	2.443	0.320	-0.101	0.108
7010.0	3	2	2	5.462	5.077	5.357	5.667	5.407	5.360	5.269	5.500	5.385	2.308	3.000	2.286	2.833	2.296	2.920	2.654	2.538	2.596	0.441	0.006	0	0.669	0.002	0	0.441	0.006	0	0.751	0.002	0	0.970	0.000	0	0.231	0.030	0	0.900	0.940	0.929	0.140	0.100	0.112	2.362	2.836	2.680	-0.101	-0.137	-0.125
7020.0	3	1	2	5.167	5.200	4.714	5.000	4.923	5.107	5.185	4.852	5.019	2.667	2.467	2.786	2.923	2.731	2.679	2.556	2.852	2.704	0.371	0.008	0	0.951	0.000	0	0.781	0.001	0	0.513	0.009	0	0.701	0.003	0	0.943	0.000	0	0.740	0.580	0.663	0.220	0.180	0.194	1.416	1.117	1.285	0.064	0.357	0.221
7025.0	3	4	2	5.308	5.462	5.286	5.333	5.296	5.400	5.385	5.308	5.346	2.231	2.308	2.786	2.917	2.519	2.600	2.269	2.846	2.558	0.342	0.009	0	0.934	0.000	0	0.967	0.000	0	0.270	0.026	0	0.870	0.001	0	0.912	0.000	0	0.980	0.940	0.969	0.100	0.100	0.092	3.335	2.836	3.201	-0.386	-0.137	-0.271
7030.0	3	2	2	5.077	4.846	5.071	5.000	5.074	4.920	4.962	5.038	5.000	3.000	3.538	3.714	3.417	3.370	3.480	3.269	3.577	3.423	0.728	0.001	0	0.701	0.002	0	0.930	0.000	0	0.731	0.003	0	0.590	0.006	0	0.952	0.000	0	0.700	0.820	0.765	0.140	0.220	0.173	1.605	1.688	1.664	0.278	-0.072	0.109
7034.0	3	1	2	4.250	4.800	4.429	4.615	4.346	4.714	4.556	4.519	4.537	4.250	3.467	4.429	3.846	4.346	3.643	3.815	4.148	3.981	0.741	0.001	0	0.741	0.001	0	0.220	0.014	0	0.668	0.004	0	0.877	0.000	0	0.297	0.022	0	0.820	0.860	0.847	0.180	0.260	0.214	1.831	1.724	1.815	0.000	-0.218	-0.116
7035.0	3	3	2	4.833	4.267	5.500	5.769	5.192	4.964	4.519	5.630	5.074	2.167	2.000	2.429	2.308	2.308	2.143	2.074	2.370	2.222	0.284	0.011	0	0.596	0.003	0	0.995	0.000	0	0.473	0.010	0	0.954	0.000	0	0.716	0.003	0	0.780	0.900	0.847	0.060	0.020	0.031	2.327	3.335	2.895	0.391	0.386	0.424
7036.0	3	1	2	4.667	5.400	6.000	5.923	5.385	5.643	5.074	5.963	5.519	3.417	2.600	3.143	3.615	3.269	3.071	2.963	3.370	3.167	0.412	0.006	0	0.124	0.023	0	0.461	0.005	0	0.474	0.010	0	0.216	0.030	0	0.739	0.002	0	0.500	0.660	0.582	0.340	0.340	0.337	0.412	0.825	0.627	0.206	0.000	0.108
7037.0	3	4	2	5.308	4.923	5.143	5.083	5.222	5.000	5.115	5.115	5.115	3.077	3.692	3.071	3.333	3.074	3.520	3.385	3.192	3.288	0.996	0.000	0	0.716	0.001	0	0.422	0.007	0	0.854	0.001	0	0.643	0.005	0	0.351	0.019	0	0.780	0.940	0.867	0.020	0.020	0.010	2.826	3.609	3.433	0.641	0.249	0.602
7038.0	3	3	2	4.667	4.467	6.000	4.308	5.385	4.393	4.556	5.185	4.870	3.250	2.400	3.071	3.769	3.154	3.036	2.778	3.407	3.093	0.992	0.000	0	0.070	0.031	0	0.297	0.010	0	0.275	0.024	0	0.158	0.040	0	0.888	0.000	0	0.660	0.740	0.704	0.060	0.060	0.051	1.967	2.198	2.171	0.571	0.456	0.549
7039.0	3	3	2	5.583	5.933	6.071	7.308	5.846	6.571	5.778	6.667	6.222	2.500	2.667	2.643	3.154	2.577	2.893	2.593	2.889	2.741	0.379	0.007	0	0.698	0.001	0	0.516	0.004	0	0.545	0.007	0	0.741	0.002	0	0.515	0.009	0	0.900	0.980	0.949	0.060	0.140	0.092	2.836	3.134	2.965	0.137	-0.487	-0.153
7040.0	3	3	2	4.667	4.933	4.500	4.769	4.577	4.857	4.815	4.630	4.722	2.833	2.733	3.357	3.308	3.115	3.000	2.778	3.333	3.056	0.379	0.007	0	0.976	0.000	0	0.673	0.002	0	0.313	0.020	0	0.963	0.000	0	0.890	0.000	0	0.900	0.900	0.908	0.140	0.100	0.112	2.362	2.563	2.544	-0.101	0.000	-0.057
