IAPS	set	valcat	content	val_yf	val_ym	val_of	val_om	val_f	val_m	val_y	val_o	val_t	aro_yf	aro_ym	aro_of	aro_om	aro_f	aro_m	aro_y	aro_o	aro_t	vage_p	vage_e	vage_s	vaxs_p	vaxs_e	vaxs_s	vsex_p	vsex_e	vsex_s	aage_p	aage_e	aage_s	aaxs_p	aaxs_e	aaxs_s	asex_p	asex_e	asex_s	phit_y	phit_o	phit_t	pfa_y	pfa_o	pfa_t	dp_y	dp_o	dp_t	bc_y	by_o	by_t
7041.0	3	2	2	6.154	5.923	5.786	5.667	5.963	5.800	6.038	5.731	5.885	2.231	2.692	2.714	2.833	2.481	2.760	2.462	2.769	2.615	0.441	0.006	0	0.993	0.000	0	0.710	0.001	0	0.592	0.006	0	0.805	0.001	0	0.624	0.005	0	0.780	0.900	0.847	0.020	0.020	0.010	2.826	3.335	3.342	0.641	0.386	0.648
7050.0	3	1	2	5.083	5.333	4.429	5.231	4.731	5.286	5.222	4.815	5.019	2.750	2.200	3.429	2.769	3.115	2.464	2.444	3.111	2.778	0.163	0.019	0	0.644	0.002	0	0.116	0.024	0	0.205	0.032	0	0.911	0.000	0	0.219	0.030	0	0.860	0.980	0.929	0.060	0.020	0.031	2.635	4.107	3.337	0.237	0.000	0.203
7060.0	3	1	2	4.000	4.933	4.143	4.615	4.077	4.786	4.519	4.370	4.444	3.083	2.667	3.714	3.154	3.423	2.893	2.852	3.444	3.148	0.425	0.006	0	0.845	0.000	0	0.143	0.020	0	0.317	0.020	0	0.897	0.000	0	0.381	0.015	0	0.900	0.940	0.929	0.100	0.060	0.071	2.563	3.110	2.930	0.000	0.000	0.000
7080.0	3	2	2	4.769	4.846	5.357	5.250	5.074	5.040	4.808	5.308	5.058	2.538	2.538	3.000	3.500	2.778	3.000	2.538	3.231	2.885	0.614	0.003	0	0.671	0.002	0	0.698	0.002	0	0.210	0.033	0	0.541	0.008	0	0.717	0.003	0	0.860	0.940	0.908	0.140	0.060	0.092	2.161	3.110	2.659	0.000	0.000	0.000
7090.0	3	1	2	6.250	5.000	5.857	6.154	6.038	5.536	5.556	6.000	5.778	2.083	2.400	2.143	2.769	2.115	2.571	2.259	2.444	2.352	0.824	0.000	0	0.408	0.007	0	0.206	0.015	0	0.646	0.004	0	0.740	0.002	0	0.315	0.020	0	0.900	0.820	0.867	0.060	0.020	0.031	2.836	2.969	2.986	0.137	0.569	0.379
7095.0	3	3	2	4.833	6.067	5.571	5.769	5.231	5.929	5.519	5.667	5.593	2.500	2.267	3.286	3.231	2.923	2.714	2.370	3.259	2.815	0.376	0.008	0	0.412	0.006	0	0.246	0.013	0	0.093	0.055	0	0.862	0.001	0	0.779	0.002	0	0.900	0.860	0.888	0.020	0.060	0.031	3.335	2.635	3.087	0.386	0.237	0.329
7096.0	3	1	2	4.583	4.933	5.214	5.538	4.923	5.214	4.778	5.370	5.074	2.250	2.667	3.000	2.769	2.654	2.714	2.481	2.889	2.685	0.813	0.001	0	0.701	0.001	0	0.763	0.001	0	0.432	0.012	0	0.550	0.007	0	0.863	0.001	0	0.820	0.740	0.786	0.060	0.100	0.071	2.470	1.925	2.257	0.320	0.319	0.337
7100.0	3	2	2	5.846	4.846	5.643	5.417	5.741	5.120	5.346	5.538	5.442	2.308	2.769	2.714	3.167	2.519	2.960	2.538	2.923	2.731	0.685	0.002	0	0.655	0.002	0	0.146	0.021	0	0.434	0.013	0	0.910	0.000	0	0.365	0.017	0	0.940	0.900	0.929	0.020	0.020	0.010	3.609	3.335	3.784	0.249	0.386	0.427
7110.0	3	3	2	3.417	4.333	4.000	3.538	3.731	3.964	3.926	3.778	3.852	3.500	3.533	4.071	4.846	3.808	4.143	3.519	4.444	3.981	0.233	0.014	0	0.228	0.014	0	0.840	0.000	0	0.161	0.039	0	0.578	0.006	0	0.544	0.007	0	0.660	0.740	0.704	0.100	0.220	0.153	1.694	1.416	1.560	0.435	0.064	0.244
7130.0	3	1	2	5.083	4.400	5.214	4.692	5.154	4.536	4.704	4.963	4.833	3.333	2.733	3.786	4.615	3.577	3.607	3.000	4.185	3.593	0.217	0.015	0	0.412	0.006	0	0.354	0.008	0	0.048	0.076	1	0.221	0.030	0	0.843	0.001	0	0.620	0.460	0.541	0.060	0.100	0.071	1.860	1.181	1.568	0.625	0.691	0.681
7140.0	3	2	2	5.231	5.615	5.357	5.333	5.296	5.480	5.423	5.346	5.385	3.308	3.077	2.500	3.333	2.889	3.200	3.192	2.885	3.038	0.746	0.001	0	0.194	0.017	0	0.965	0.000	0	0.468	0.011	0	0.222	0.031	0	0.688	0.003	0	0.820	0.860	0.847	0.060	0.020	0.031	2.470	3.134	2.895	0.320	0.487	0.424
7150.0	3	3	2	5.417	4.667	5.643	5.385	5.538	5.000	5.000	5.519	5.259	1.917	1.867	2.429	2.385	2.192	2.107	1.889	2.407	2.148	0.952	0.000	0	0.731	0.001	0	0.518	0.004	0	0.195	0.033	0	0.994	0.000	0	0.905	0.000	0	0.660	0.780	0.724	0.140	0.340	0.235	1.493	1.185	1.320	0.334	-0.180	0.064
7160.0	3	3	2	4.833	5.467	6.214	5.615	5.577	5.536	5.185	5.926	5.556	3.833	3.267	3.357	3.923	3.577	3.571	3.519	3.630	3.574	0.380	0.007	0	0.126	0.022	0	0.982	0.000	0	0.880	0.000	0	0.343	0.018	0	1.000	0.000	0	0.780	0.660	0.724	0.020	0.060	0.031	2.826	1.967	2.468	0.641	0.571	0.638
7161.0	3	3	2	4.750	5.133	5.214	5.154	5.000	5.143	4.963	5.185	5.074	2.583	2.733	2.500	2.538	2.538	2.643	2.667	2.519	2.593	0.620	0.002	0	0.829	0.000	0	0.930	0.000	0	0.766	0.002	0	0.905	0.000	0	0.840	0.001	0	0.820	0.940	0.888	0.020	0.060	0.031	2.969	3.110	3.087	0.569	0.000	0.329
7170.0	3	3	2	5.250	4.733	4.929	4.385	5.077	4.571	4.963	4.667	4.815	2.250	2.400	3.429	3.231	2.885	2.786	2.333	3.333	2.833	0.099	0.026	0	0.843	0.000	0	0.531	0.004	0	0.050	0.075	1	0.729	0.002	0	0.962	0.000	0	0.700	0.700	0.704	0.140	0.180	0.153	1.605	1.440	1.560	0.278	0.195	0.244
7179.0	3	1	2	4.750	4.933	6.500	5.538	5.692	5.214	4.852	6.037	5.444	2.083	1.933	1.857	2.615	1.962	2.250	2.000	2.222	2.111	0.181	0.017	0	0.149	0.020	0	0.328	0.009	0	0.529	0.008	0	0.212	0.031	0	0.402	0.014	0	0.900	0.900	0.908	0.020	0.100	0.051	3.335	2.563	2.965	0.386	0.000	0.153
7180.0	3	1	2	5.417	5.067	4.929	5.154	5.154	5.107	5.222	5.037	5.130	2.833	2.667	3.571	3.462	3.231	3.036	2.741	3.519	3.130	0.188	0.017	0	0.723	0.001	0	0.917	0.000	0	0.120	0.048	0	0.954	0.000	0	0.777	0.002	0	0.820	0.540	0.684	0.020	0.100	0.051	2.969	1.382	2.113	0.569	0.591	0.579
7182.0	3	3	2	4.250	4.667	5.857	5.538	5.115	5.071	4.481	5.704	5.093	4.417	3.667	2.571	2.692	3.423	3.214	4.000	2.630	3.315	0.002	0.089	1	0.337	0.009	0	0.664	0.002	0	0.033	0.088	1	0.501	0.009	0	0.626	0.005	0	0.940	0.940	0.949	0.060	0.140	0.092	3.110	2.635	2.965	0.000	-0.237	-0.153
7183.0	3	2	2	3.923	4.231	5.429	5.583	4.704	4.880	4.077	5.500	4.788	4.923	4.231	3.071	2.917	3.963	3.600	4.577	3.000	3.788	0.000	0.122	1	0.531	0.004	0	0.311	0.010	0	0.011	0.131	1	0.513	0.009	0	0.375	0.017	0	0.940	0.900	0.929	0.020	0.060	0.031	3.609	2.836	3.337	0.249	0.137	0.203
7184.0	3	2	2	4.231	4.385	3.643	3.583	3.926	4.000	4.308	3.615	3.962	3.077	4.000	5.143	4.750	4.148	4.360	3.538	4.962	4.250	0.022	0.052	1	0.606	0.003	0	0.900	0.000	0	0.049	0.080	1	0.386	0.016	0	0.786	0.002	0	0.620	0.620	0.622	0.020	0.060	0.031	2.359	1.860	2.184	0.874	0.625	0.780
7185.0	3	2	2	4.692	4.615	5.000	5.333	4.852	4.960	4.654	5.154	4.904	2.692	3.462	3.000	3.333	2.852	3.400	3.077	3.154	3.115	0.750	0.001	0	0.595	0.003	0	0.595	0.003	0	0.976	0.000	0	0.814	0.001	0	0.444	0.013	0	0.860	0.860	0.867	0.060	0.020	0.031	2.635	3.134	2.986	0.237	0.487	0.379
7186.0	3	3	2	5.000	5.000	5.643	6.154	5.346	5.536	5.000	5.889	5.444	2.083	2.000	2.357	2.385	2.231	2.179	2.037	2.370	2.204	0.448	0.006	0	0.789	0.001	0	0.705	0.001	0	0.453	0.011	0	0.899	0.000	0	0.949	0.000	0	0.620	0.780	0.704	0.180	0.100	0.133	1.221	2.054	1.650	0.305	0.255	0.289
7187.0	3	3	2	5.000	4.800	5.143	5.077	5.077	4.929	4.889	5.111	5.000	2.083	2.333	3.214	3.385	2.692	2.821	2.222	3.296	2.759	0.263	0.012	0	0.892	0.000	0	0.662	0.002	0	0.038	0.083	1	0.938	0.000	0	0.683	0.003	0	0.940	0.820	0.888	0.060	0.220	0.133	3.110	1.688	2.329	0.000	-0.072	-0.050
7190.0	3	2	2	5.846	5.385	5.643	6.083	5.741	5.720	5.615	5.846	5.731	2.769	3.462	3.143	2.917	2.963	3.200	3.115	3.038	3.077	0.501	0.005	0	0.259	0.013	0	0.829	0.000	0	0.799	0.001	0	0.538	0.008	0	0.799	0.001	0	0.820	0.900	0.867	0.060	0.020	0.031	2.470	3.335	2.986	0.320	0.386	0.379
7200.0	3	1	3	7.083	5.733	6.500	6.000	6.769	5.857	6.333	6.259	6.296	3.083	1.933	2.214	3.231	2.615	2.536	2.444	2.704	2.574	0.600	0.003	0	0.355	0.008	0	0.229	0.014	0	0.653	0.004	0	0.027	0.095	1	0.889	0.000	0	0.780	0.780	0.786	0.180	0.180	0.173	1.688	1.688	1.732	0.072	0.072	0.074
7205.0	3	2	2	6.308	5.769	6.286	6.583	6.296	6.160	6.038	6.423	6.231	2.769	2.077	2.357	2.333	2.556	2.200	2.423	2.346	2.385	0.329	0.010	0	0.940	0.000	0	0.680	0.002	0	0.741	0.002	0	0.375	0.017	0	0.348	0.019	0	0.700	0.780	0.745	0.020	0.020	0.010	2.578	2.826	2.977	0.765	0.641	0.830
7207.0	3	2	2	6.462	5.846	6.357	6.167	6.407	6.000	6.154	6.269	6.212	3.462	2.308	2.857	2.500	3.148	2.400	2.885	2.692	2.788	0.510	0.004	0	0.543	0.004	0	0.402	0.007	0	0.557	0.007	0	0.341	0.019	0	0.106	0.055	0	0.660	0.860	0.765	0.020	0.020	0.010	2.466	3.134	3.042	0.821	0.487	0.798
7211.0	3	2	2	5.615	5.769	4.929	5.667	5.259	5.720	5.692	5.269	5.481	3.000	3.462	2.714	3.083	2.852	3.280	3.231	2.885	3.058	0.910	0.000	0	0.689	0.002	0	0.901	0.000	0	0.475	0.011	0	0.949	0.000	0	0.568	0.007	0	0.900	0.900	0.908	0.060	0.020	0.031	2.836	3.335	3.201	0.137	0.386	0.271
7217.0	3	2	2	5.154	5.538	5.500	5.500	5.333	5.520	5.346	5.500	5.423	3.308	2.923	2.857	3.083	3.074	3.000	3.115	2.962	3.038	0.532	0.004	0	0.441	0.006	0	0.655	0.002	0	0.673	0.004	0	0.483	0.011	0	0.759	0.002	0	0.660	0.620	0.643	0.020	0.060	0.031	2.466	1.860	2.238	0.821	0.625	0.753
7220.0	3	3	3	5.750	6.600	7.357	6.769	6.615	6.679	6.222	7.074	6.648	1.917	1.867	2.000	3.000	1.962	2.393	1.889	2.481	2.185	0.642	0.002	0	0.041	0.040	1	0.568	0.003	0	0.086	0.058	0	0.136	0.044	0	0.177	0.036	0	0.980	0.780	0.888	0.300	0.180	0.235	2.578	1.688	1.938	-0.765	0.072	-0.246
7224.0	3	4	2	4.769	5.154	5.286	5.500	5.037	5.320	4.962	5.385	5.173	2.769	2.538	2.929	3.167	2.852	2.840	2.654	3.038	2.846	0.935	0.000	0	0.516	0.004	0	0.538	0.004	0	0.530	0.008	0	0.545	0.008	0	0.890	0.000	0	0.620	0.740	0.684	0.180	0.180	0.173	1.221	1.559	1.419	0.305	0.136	0.231
7230.0	3	4	3	6.154	5.923	6.571	7.333	6.370	6.600	6.038	6.923	6.481	2.538	3.615	2.429	2.250	2.481	2.960	3.077	2.346	2.712	0.036	0.044	1	0.198	0.017	0	0.941	0.000	0	0.141	0.045	0	0.298	0.023	0	0.476	0.011	0	0.700	0.780	0.745	0.180	0.420	0.296	1.440	0.974	1.195	0.195	-0.285	-0.061
7233.0	3	3	2	5.000	5.333	6.643	5.923	5.885	5.607	5.185	6.296	5.741	2.000	2.267	2.071	2.385	2.038	2.321	2.148	2.222	2.185	0.177	0.017	0	0.466	0.005	0	0.522	0.004	0	0.829	0.001	0	0.958	0.000	0	0.508	0.009	0	0.780	0.900	0.847	0.100	0.020	0.051	2.054	3.335	2.658	0.255	0.386	0.306
7235.0	3	1	2	4.500	5.200	5.786	5.923	5.192	5.536	4.889	5.852	5.370	2.333	2.067	2.429	2.154	2.385	2.107	2.185	2.296	2.241	0.210	0.015	0	0.703	0.001	0	0.344	0.009	0	0.828	0.001	0	0.992	0.000	0	0.519	0.008	0	0.940	0.900	0.929	0.140	0.180	0.153	2.635	2.197	2.489	-0.237	-0.183	-0.221
7236.0	3	3	2	5.917	5.200	5.500	6.000	5.692	5.571	5.519	5.741	5.630	2.083	2.267	2.786	2.308	2.462	2.286	2.185	2.556	2.370	0.793	0.001	0	0.173	0.018	0	0.955	0.000	0	0.348	0.018	0	0.403	0.014	0	0.709	0.003	0	0.740	0.700	0.724	0.180	0.180	0.173	1.559	1.440	1.537	0.136	0.195	0.172
7237.0	3	2	2	4.846	4.308	5.357	6.250	5.111	5.240	4.577	5.769	5.173	5.692	4.000	3.286	3.000	4.444	3.520	4.846	3.154	4.000	0.000	0.124	1	0.719	0.001	0	0.078	0.031	0	0.006	0.152	1	0.176	0.039	0	0.077	0.065	0	0.900	0.900	0.908	0.020	0.060	0.031	3.335	2.836	3.201	0.386	0.137	0.271
7250.0	3	1	3	6.167	6.067	7.714	7.077	7.000	6.536	6.111	7.407	6.759	2.583	2.333	2.071	2.769	2.308	2.536	2.444	2.407	2.426	0.032	0.043	1	0.224	0.014	0	0.331	0.009	0	0.923	0.000	0	0.233	0.028	0	0.571	0.006	0	0.740	0.700	0.724	0.180	0.180	0.173	1.559	1.440	1.537	0.136	0.195	0.172
7260.0	3	4	3	6.692	6.000	6.286	6.417	6.481	6.200	6.346	6.346	6.346	2.385	3.077	2.429	2.417	2.407	2.760	2.731	2.423	2.577	0.498	0.005	0	0.372	0.008	0	0.498	0.005	0	0.427	0.013	0	0.522	0.009	0	0.539	0.008	0	0.740	0.820	0.786	0.100	0.220	0.153	1.925	1.688	1.815	0.319	-0.072	0.116
7270.0	3	2	3	5.154	5.538	5.286	5.417	5.222	5.480	5.346	5.346	5.346	2.769	3.692	3.429	3.250	3.111	3.480	3.231	3.346	3.288	0.959	0.000	0	0.650	0.002	0	0.959	0.000	0	0.952	0.000	0	0.406	0.015	0	0.602	0.006	0	0.660	0.700	0.684	0.060	0.140	0.092	1.967	1.605	1.808	0.571	0.278	0.426
7280.0	3	1	3	6.083	6.600	6.643	6.923	6.385	6.750	6.370	6.778	6.574	2.500	2.467	2.000	2.769	2.231	2.607	2.481	2.370	2.426	0.441	0.006	0	0.458	0.005	0	0.965	0.000	0	0.842	0.001	0	0.420	0.013	0	0.459	0.011	0	0.420	0.660	0.541	0.060	0.180	0.112	1.353	1.328	1.317	0.878	0.251	0.556
7282.0	3	2	3	6.692	6.077	6.286	7.000	6.481	6.520	6.385	6.615	6.500	2.308	3.000	2.786	2.500	2.556	2.760	2.654	2.654	2.654	0.417	0.007	0	0.096	0.028	0	0.843	0.000	0	0.888	0.000	0	0.353	0.018	0	0.750	0.002	0	0.660	0.900	0.786	0.100	0.220	0.153	1.694	2.054	1.815	0.435	-0.255	0.116
7283.0	3	2	2	6.154	6.000	6.214	6.917	6.185	6.440	6.077	6.538	6.308	2.846	2.923	2.286	2.333	2.556	2.640	2.885	2.308	2.596	0.071	0.033	0	0.770	0.001	0	0.486	0.005	0	0.140	0.046	0	0.887	0.000	0	0.973	0.000	0	0.820	0.780	0.806	0.100	0.060	0.071	2.197	2.327	2.329	0.183	0.391	0.301
7285.0	3	1	2	7.083	6.333	7.286	6.769	7.192	6.536	6.667	7.037	6.852	2.250	2.667	2.429	2.538	2.346	2.607	2.481	2.481	2.481	0.616	0.002	0	0.644	0.002	0	0.128	0.022	0	0.955	0.000	0	0.733	0.002	0	0.559	0.007	0	0.580	0.700	0.643	0.300	0.380	0.337	0.726	0.830	0.787	0.161	-0.109	0.028
7286.0	3	3	3	5.500	5.333	6.143	6.846	5.846	6.036	5.407	6.481	5.944	2.667	2.333	2.286	2.385	2.462	2.357	2.481	2.333	2.407	0.087	0.028	0	0.761	0.001	0	0.593	0.003	0	0.671	0.004	0	0.578	0.006	0	0.763	0.002	0	0.780	0.740	0.765	0.100	0.260	0.173	2.054	1.287	1.664	0.255	0.000	0.109
7291.0	3	1	3	4.583	5.333	6.143	6.154	5.423	5.714	5.000	6.148	5.574	4.000	3.000	3.143	3.385	3.538	3.179	3.444	3.259	3.352	0.074	0.030	0	0.213	0.015	0	0.339	0.009	0	0.674	0.004	0	0.271	0.024	0	0.500	0.009	0	0.820	0.820	0.827	0.180	0.180	0.173	1.831	1.831	1.881	0.000	0.000	0.000
7320.0	3	4	3	6.308	5.231	6.714	7.000	6.519	6.080	5.769	6.846	6.308	2.769	2.615	1.857	2.333	2.296	2.480	2.692	2.077	2.385	0.008	0.069	1	0.783	0.001	0	0.583	0.003	0	0.126	0.049	0	0.371	0.017	0	0.840	0.001	0	0.500	0.580	0.541	0.060	0.100	0.071	1.555	1.483	1.568	0.777	0.540	0.681
7330.0	3	4	3	7.308	6.538	6.286	6.750	6.778	6.640	6.923	6.500	6.712	2.462	2.923	2.643	2.417	2.556	2.680	2.692	2.538	2.615	0.784	0.001	0	0.288	0.011	0	0.935	0.000	0	0.662	0.004	0	0.580	0.007	0	0.911	0.000	0	0.900	0.940	0.929	0.140	0.180	0.153	2.362	2.470	2.489	-0.101	-0.320	-0.221
7350.0	3	1	3	5.750	6.933	7.071	6.846	6.462	6.893	6.407	6.963	6.685	1.833	2.400	2.143	2.923	2.000	2.643	2.148	2.519	2.333	0.752	0.001	0	0.204	0.015	0	0.760	0.001	0	0.317	0.020	0	0.797	0.001	0	0.109	0.051	0	0.700	0.740	0.724	0.300	0.220	0.255	1.049	1.416	1.255	0.000	0.064	0.031
7351.0	3	1	2	6.167	6.467	7.286	7.000	6.769	6.714	6.333	7.148	6.741	2.250	2.733	2.286	2.615	2.269	2.679	2.519	2.444	2.481	0.164	0.019	0	0.728	0.001	0	0.521	0.004	0	0.923	0.000	0	0.857	0.001	0	0.344	0.018	0	0.780	0.860	0.827	0.180	0.300	0.235	1.688	1.605	1.664	0.072	-0.278	-0.109
7359.0	3	3	1	3.167	3.533	4.929	3.538	4.115	3.536	3.370	4.259	3.815	4.250	4.200	4.357	4.154	4.308	4.179	4.222	4.259	4.241	0.342	0.009	0	0.371	0.008	0	0.667	0.002	0	0.961	0.000	0	0.903	0.000	0	0.840	0.001	0	0.940	0.900	0.929	0.060	0.140	0.092	3.110	2.362	2.795	0.000	-0.101	-0.068
7361.0	3	2	1	2.462	3.308	2.786	3.333	2.630	3.320	2.885	3.038	2.962	7.308	6.846	7.500	6.083	7.407	6.480	7.077	6.846	6.962	0.635	0.002	0	0.510	0.004	0	0.037	0.043	1	0.696	0.003	0	0.320	0.021	0	0.118	0.051	0	0.980	0.860	0.929	0.020	0.020	0.010	4.107	3.134	3.784	0.000	0.487	0.427
7380.0	2	3	1	2.417	3.267	2.143	2.615	2.269	2.964	2.889	2.370	2.630	5.750	3.867	6.571	6.231	6.192	4.964	4.704	6.407	5.556	0.009	0.063	1	0.219	0.014	0	0.024	0.048	1	0.007	0.136	1	0.180	0.036	0	0.056	0.071	0	0.780	0.700	0.745	0.060	0.100	0.071	2.327	1.806	2.124	0.391	0.379	0.403
7390.0	3	3	3	6.083	5.867	5.571	5.846	5.808	5.857	5.963	5.704	5.833	2.167	2.333	2.929	3.231	2.577	2.750	2.259	3.074	2.667	0.146	0.020	0	0.812	0.001	0	0.784	0.001	0	0.088	0.057	0	0.887	0.000	0	0.625	0.005	0	0.940	0.980	0.969	0.020	0.020	0.010	3.609	4.107	4.191	0.249	0.000	0.223
7400.0	3	1	3	6.417	6.800	6.714	7.308	6.577	7.036	6.630	7.000	6.815	2.000	2.400	2.286	2.538	2.154	2.464	2.222	2.407	2.315	0.730	0.001	0	0.746	0.001	0	0.769	0.001	0	0.546	0.007	0	0.834	0.001	0	0.354	0.017	0	0.740	0.620	0.684	0.140	0.180	0.153	1.724	1.221	1.501	0.218	0.305	0.273
7402.0	3	3	2	6.667	6.400	6.429	7.154	6.538	6.750	6.519	6.778	6.648	1.583	1.933	2.214	2.462	1.923	2.179	1.778	2.333	2.056	0.589	0.003	0	0.359	0.008	0	0.907	0.000	0	0.082	0.059	0	0.876	0.000	0	0.365	0.016	0	0.820	0.900	0.867	0.020	0.180	0.092	2.969	2.197	2.443	0.569	-0.183	0.108
7410.0	3	2	3	6.462	6.154	5.500	5.833	5.963	6.000	6.308	5.654	5.981	2.385	3.000	2.643	2.583	2.519	2.800	2.692	2.615	2.654	0.657	0.002	0	0.388	0.008	0	0.773	0.001	0	0.755	0.002	0	0.524	0.009	0	0.615	0.005	0	0.940	0.860	0.908	0.020	0.020	0.010	3.609	3.134	3.648	0.249	0.487	0.495
7430.0	3	2	3	6.462	5.462	5.143	6.167	5.778	5.800	5.962	5.615	5.788	2.692	2.538	3.714	2.750	3.222	2.640	2.615	3.269	2.942	0.162	0.020	0	0.064	0.034	0	0.251	0.013	0	0.237	0.030	0	0.466	0.011	0	0.174	0.039	0	0.980	0.820	0.908	0.020	0.140	0.071	4.107	1.996	2.795	0.000	0.082	0.068
7450.0	3	4	3	3.231	5.231	4.429	4.917	3.852	5.080	4.231	4.654	4.442	3.692	3.077	3.357	3.500	3.519	3.280	3.385	3.423	3.404	0.619	0.003	0	0.227	0.015	0	0.115	0.025	0	0.915	0.000	0	0.442	0.013	0	0.585	0.006	0	0.820	0.980	0.908	0.020	0.140	0.071	2.969	3.134	2.795	0.569	-0.487	0.068
7460.0	3	1	3	5.333	5.933	4.357	4.385	4.808	5.214	5.667	4.370	5.019	2.833	2.800	3.429	3.615	3.154	3.179	2.815	3.519	3.167	0.033	0.043	1	0.665	0.002	0	0.795	0.001	0	0.254	0.026	0	0.858	0.001	0	0.901	0.000	0	0.900	0.940	0.929	0.020	0.100	0.051	3.335	2.836	3.100	0.386	-0.137	0.085
7470.0	3	2	3	6.462	5.154	5.714	5.833	6.074	5.480	5.808	5.769	5.788	2.769	2.615	3.429	2.833	3.111	2.720	2.692	3.154	2.923	0.624	0.002	0	0.344	0.009	0	0.974	0.000	0	0.489	0.010	0	0.780	0.002	0	0.396	0.015	0	0.620	0.660	0.643	0.180	0.340	0.255	1.221	0.825	1.025	0.305	0.000	0.146
7480.0	3	1	3	6.833	6.733	7.143	7.385	7.000	7.036	6.778	7.259	7.019	2.333	2.667	2.286	3.000	2.308	2.821	2.519	2.630	2.574	0.601	0.003	0	0.976	0.000	0	0.483	0.005	0	0.760	0.002	0	0.684	0.003	0	0.265	0.025	0	0.860	0.980	0.929	0.020	0.020	0.010	3.134	4.107	3.784	0.487	0.000	0.427
7481.0	3	1	3	6.417	6.267	6.571	7.308	6.500	6.750	6.333	6.926	6.630	2.333	2.200	2.143	2.846	2.231	2.500	2.259	2.481	2.370	0.621	0.002	0	0.974	0.000	0	0.991	0.000	0	0.630	0.005	0	0.378	0.016	0	0.548	0.007	0	0.820	0.700	0.765	0.020	0.180	0.092	2.969	1.440	2.053	0.569	0.195	0.303
7490.0	3	2	2	6.923	6.385	5.286	5.667	6.074	6.040	6.654	5.462	6.058	3.154	3.000	2.857	3.333	3.000	3.160	3.077	3.077	3.077	0.146	0.021	0	0.877	0.000	0	0.977	0.000	0	0.903	0.000	0	0.491	0.010	0	0.903	0.000	0	0.820	0.660	0.745	0.020	0.060	0.031	2.969	1.967	2.530	0.569	0.571	0.607
7491.0	3	4	2	4.000	4.692	5.286	4.750	4.667	4.720	4.346	5.038	4.692	3.615	3.462	3.500	3.583	3.556	3.520	3.538	3.538	3.538	0.374	0.008	0	0.362	0.008	0	0.853	0.000	0	0.875	0.001	0	0.735	0.002	0	0.830	0.001	0	0.620	0.820	0.724	0.020	0.020	0.010	2.359	2.969	2.915	0.874	0.569	0.861
7493.0	1	2	2	5.538	4.923	6.214	5.667	5.889	5.280	5.231	5.962	5.596	2.923	3.154	3.286	3.167	3.111	3.160	3.038	3.231	3.135	0.381	0.008	0	0.942	0.000	0	0.598	0.003	0	0.844	0.001	0	0.863	0.001	0	0.965	0.000	0	0.660	0.780	0.724	0.020	0.060	0.031	2.466	2.327	2.468	0.821	0.391	0.638
7495.0	4	3	2	5.667	5.467	4.643	5.154	5.115	5.321	5.556	4.889	5.222	3.250	2.400	3.571	3.769	3.423	3.036	2.778	3.667	3.222	0.050	0.036	1	0.826	0.000	0	0.529	0.004	0	0.122	0.047	0	0.334	0.019	0	0.547	0.007	0	0.620	0.740	0.684	0.260	0.220	0.235	0.949	1.416	1.201	0.169	0.064	0.123
7496.0	1	4	2	5.769	4.692	4.429	5.583	5.074	5.120	5.231	4.962	5.096	3.231	3.846	4.071	3.833	3.667	3.840	3.538	3.962	3.750	0.408	0.007	0	0.086	0.030	0	0.811	0.001	0	0.556	0.007	0	0.541	0.008	0	0.861	0.001	0	0.700	0.740	0.724	0.100	0.180	0.133	1.806	1.559	1.710	0.379	0.136	0.259
7500.0	3	1	2	4.917	4.533	4.929	4.692	4.923	4.607	4.704	4.815	4.759	3.667	3.067	3.571	3.231	3.615	3.143	3.333	3.407	3.370	0.949	0.000	0	0.943	0.000	0	0.839	0.000	0	0.953	0.000	0	0.823	0.001	0	0.419	0.013	0	0.700	0.780	0.745	0.020	0.020	0.010	2.578	2.826	2.977	0.765	0.641	0.830
7501.0	4	4	3	6.077	5.769	5.071	5.917	5.556	5.840	5.923	5.462	5.692	3.000	4.692	4.143	3.583	3.593	4.160	3.846	3.885	3.865	0.559	0.003	0	0.063	0.035	0	0.951	0.000	0	0.908	0.000	0	0.075	0.066	0	0.402	0.015	0	0.860	0.860	0.867	0.100	0.220	0.153	2.362	1.853	2.137	0.101	-0.154	-0.045
7502.0	4	1	3	4.833	4.867	7.071	7.231	6.038	5.964	4.852	7.148	6.000	3.000	3.533	2.571	3.231	2.769	3.393	3.296	2.889	3.093	0.001	0.109	1	1.000	0.000	0	0.504	0.004	0	0.518	0.008	0	0.911	0.000	0	0.293	0.022	0	0.860	0.820	0.847	0.060	0.020	0.031	2.635	2.969	2.895	0.237	0.569	0.424
7503.0	1	1	2	5.000	5.400	4.857	4.538	4.923	5.000	5.222	4.704	4.963	2.333	3.667	3.571	4.000	3.000	3.821	3.074	3.778	3.426	0.104	0.025	0	0.906	0.000	0	0.287	0.011	0	0.141	0.043	0	0.394	0.015	0	0.100	0.053	0	0.820	0.700	0.765	0.020	0.020	0.010	2.969	2.578	3.042	0.569	0.765	0.798
