corne	horn	SB	B	99	7										16	21	8	42	47	33	42	32	58	25	24	27	58	62	53	17	14	20	34	61	6	2,44	1,04		NS		NS	NS
cou	neck	SB	B	100	7										26	26	25	45	47	42	29	26	33	6	5	7	64	76	47	31	19	47	5	81	14	3,32	0,8		NS		NS	NC
couleur	color	S			5	10	5	14	22	35	10	68	60	76	14	7	21	14	13	14	72	80	64	3	5	0	29	23	42	68	73	58	0	30	70			NS	NS	NC	NS	NS
courage	bravery	S			7										3	0	7	28	33	21	69	67	71	3	5	0	15	9	25	82	86	75	2	3	95				NC		NS	NS
couronne	crown	SB	AF	69	7										0	0	0	34	27	43	66	73	57	11	10	13	22	19	27	67	71	60	12	60	28	3,6	1,04		NS		NS	NS
cours	course	S			9																			9	0	25	24	27	17	65	68	58	13	58	30							NS
couteau	knife	SB	AF	130	5	23	25	22	16	25	9	60	50	70	39	42	33	29	37	17	32	21	50	27	29	26	51	71	39	22	0	35	53	40	7	2,28	0,79	NS	NS	NS	NS	NC
coutume	habit	S			9																			12	9	17	18	14	25	71	77	58	6	45	49							NS
crabe	crab	SB	AF	339	7										52	73	29	0	0	0	48	27	71	41	41	42	21	23	17	38	36	42	10	70	20	2,48	1,12		NS		NC	NS
crainte	fear	S			9																			46	64	35	49	29	61	5	7	4	89	10	1							NS
cravate	tie	SB	AF	232	7										34	40	25	38	50	17	28	10	58	39	57	24	26	29	24	35	14	53	3	87	10	2,52	0,96		NS		NC	NS
crayon	pencil	SB	AF	168	5	7	0	13	51	45	57	42	55	30	3	0	8	25	20	33	72	80	58	9	5	17	59	55	67	32	41	17	4	73	23	3,64	0,86	NS	NC	NS	NS	NS
crèche de Noël	crib	B	B	102	7										7	7	7	21	20	21	72	73	71	38	41	33	9	5	17	53	55	50				3,88	1,01		NC		NS	NS
crêpe	pancake	B	B	103	7										0	0	0	3	0	7	97	100	93	6	5	7	6	5	7	89	90	87				4,2	0,71		NS		NS	NS
crevette	shrimp	B	B	105	7										14	7	21	14	13	14	72	80	64	32	36	30	5	7	4	62	57	65				3,16	0,94		NS		NS	NS
crocodile	alligator	SB	AF	3	7										31	60	0	10	13	7	59	27	93	32	64	6	35	29	41	32	7	53	47	44	9	2,12	1,17		NS		*	NC
croissant	french croissant	B	AF	373	7										3	0	7	19	19	21	78	81	71	0	0	0	10	7	12	90	93	88				4,24	0,78		NS		NS	NS
croix	cross	B	B	107	7										31	33	29	50	52	50	19	14	21	23	21	24	74	79	71	3	0	6				2,44	1		NS		NS	NS
croyance	belief	S			7										16	16	17	32	37	25	52	47	58	11	7	13	32	29	35	57	64	52	27	34	39				NS		NS	NS
cube	cube	SB	B	108	5	30	20	39	23	25	22	47	55	39	16	10	25	34	45	17	50	45	58	15	18	8	76	73	83	9	9	8	4	90	6	3	0,87	NS	NC	NC	NS	NS
cuillère	spoon	SB	AF	215	5	21	30	13	28	15	39	51	55	48	10	5	17	65	68	58	26	26	25	3	0	8	85	82	92	12	18	0	1	92	7	3,16	0,69	NS	NC	NC	NS	NS
cuisine	kitchen	SB	B	109	5	12	4	22	19	13	28	69	83	50	7	7	7	28	7	50	66	87	43	3	0	4	46	50	43	51	50	52	3	42	56	3,84	0,75	NS	NS	NS	NS	NS
cuisinière	stove	B	AF	219	7										3	0	8	22	25	17	75	75	75	10	0	18	52	50	53	39	50	29				3,36	0,95		NS		NS	NS
cygne	swan	SB	AF	223	7										3	7	0	17	13	21	79	80	79	0	0	0	22	7	30	78	93	70	2	49	48	3,64	1,15		NS		NS	NS
danger	danger	S			5	37	30	43	28	45	13	35	25	43	50	62	29	25	24	29	25	14	43	72	81	60	11	10	13	17	10	27	95	4	1			NS	NS	NS	NS	NS
danseuse	dancer	B	B	110	7										23	0	58	13	11	17	65	89	25	17	14	20	33	14	60	50	71	20				3,52	1,08		NC		*	NC
dauphin	dolphin	B	AF	274	7										7	0	14	3	7	0	90	93	86	0	0	0	5	0	9	95	100	91				4,56	0,58		NS		NS	NS
dé à coudre	thimble	B	AF	230	7										26	26	25	48	37	67	26	37	8	12	9	17	65	64	67	24	27	17				2,52	1,12		NC		NS	NS
dent	tooth	SB	B	111	7										13	5	25	28	35	17	59	60	58	14	14	13	58	57	60	28	29	27	13	77	10	2,76	0,88		NC		NS	NS
diable	devil	SB	B	112	7										65	68	58	19	16	25	16	16	17	54	57	52	32	36	30	14	7	17	95	4	1	1,92	0,86		NS		NS	NS
dieu	god	S			5	19	8	33	31	33	28	50	58	39	11	14	7	14	19	7	75	67	86	6	5	7	17	24	7	77	71	86	16	47	37			NS	NS	NS	NS	NS
dinosaure	dinosaur	B	AF	342	7										14	27	0	3	0	7	83	73	93	30	50	17	14	14	13	57	36	70				2,88	1,09		NC		NS	NS
disque	record	SB	B	117	7										3	5	0	36	43	29	61	52	71	3	0	7	17	10	27	81	90	67	1	42	57	4,36	0,7		NS		NS	NS
docteur	doctor	S			5	12	10	13	12	15	9	77	75	78	16	15	17	13	10	17	72	75	67	19	36	6	29	21	35	52	43	59	25	34	41			NS	NS	NS	NS	NC
doigt	finger	SB	AF	88	5	23	30	17	37	40	35	40	30	48	9	10	8	44	50	33	47	40	58	0	0	0	70	79	65	30	21	35	7	76	17	3,56	0,92	NS	NC	NS	NS	NS
domino	domino	B	B	118	7										14	7	21	31	40	21	55	53	57	6	5	8	41	41	42	53	55	50				3,2	1,04		NS		NS	NS
douceur	gentleness	S			7										3	0	7	25	14	43	72	86	50	8	0	20	17	10	27	75	90	53	0	2	98				NS		NC	NS
douche	shower	B	AF	311	7										17	7	29	17	33	0	66	60	71	6	7	6	16	29	6	77	64	88				4,16	0,99		NS		NS	NS
douleur	pain	S			5	48	54	39	21	21	22	31	25	39	65	68	58	26	21	33	10	11	8	72	86	53	14	10	20	14	5	27	96	3	1			NS	NS	NS	NS	NS
dragon	dragon	B	B	119	7										16	16	17	29	42	8	55	42	75	29	32	25	24	18	33	47	50	42				2,96	1,02		NS		NS	NS
drap	sheet	B	B	120	5	17	8	28	26	25	28	57	67	44	3	5	0	52	42	67	45	53	33	0	0	0	54	57	52	46	43	48				3,96	0,68	NC	NS	NS	NS	NS
drapeau	flag	SB	AF	90	7										3	0	7	50	67	29	47	33	64	19	19	20	53	67	33	28	14	47	16	73	11	2,8	0,96		NS		NS	NS
eau	water	S			7										0	0	0	17	20	14	83	80	86	0	0	0	12	14	8	88	86	92	1	12	88				NS		NS	NS
échange	exchange	S			7										29	37	17	39	37	42	32	26	42	28	24	33	47	57	33	25	19	33	2	21	77				NS		NS	NS
échelle	ladder	SB	AF	131	7										9	10	8	63	75	42	28	15	50	11	0	27	78	95	53	11	5	20	2	88	10	2,84	0,99		NS		NC	NC
éclair	flash of lighting	B	B	122	7										29	26	33	23	32	8	48	42	58	32	27	42	21	27	8	47	45	50				3,32	1,38		NS		NS	NS
école	school	S			5	12	15	9	16	15	17	72	70	74	16	15	18	3	0	9	81	85	73	23	14	29	6	7	6	71	79	65	4	25	71			NS	NS	NS	NS	NS
écran	screen	B	B	123	7										13	15	8	16	25	0	72	60	92	0	0	0	35	36	33	65	64	67				3,64	0,86		NC		NS	NS
écureuil	squirrel	SB	AF	216	7										13	5	25	16	16	17	71	79	58	6	5	8	12	9	17	82	86	75	1	48	51	4,2	0,96		NS		NS	NS
effort	effort	S			7										3	5	0	29	16	50	68	79	50	10	14	6	42	57	29	48	29	65	15	13	72				NS		NS	NC
église	church	SB	AF	57	7										11	14	7	42	43	43	47	43	50	47	59	25	29	18	50	24	23	25	19	56	25	0,88	1,24		NS		NS	NS
electricité	electricity	S			7										19	29	7	44	48	43	36	24	50	19	19	20	53	62	40	28	19	40	9	58	33				NS		NS	NS
éléphant	elephant	SB	AF	84	7										10	16	0	48	32	75	42	53	25	33	38	27	17	10	27	50	52	47	2	60	38	3,44	1,08		NC		NS	NS
enfant	child	SB			5	17	15	18	33	25	41	50	60	41	13	10	17	0	0	0	88	90	83	6	10	0	22	14	33	72	76	67	1	9	90	4,36	0,95	*	NC	NS	NS	NS
enfer	hell	S			7										61	71	43	19	14	29	19	14	29	68	73	58	18	18	17	15	9	25	97	3	0				NS		NS	NS
ennui	boredom	S			7										64	86	29	25	14	43	11	0	29	81	71	87	19	29	13	0	0	0	90	9	1				NS		NC	NS
enveloppe	envelope	B	AF	85	7										3	7	0	52	53	50	45	40	50	14	14	13	83	86	80	3	0	7				3,6	1		*		NS	NS
épée	sword	B	B	125	7										28	33	14	31	43	14	42	24	71	31	48	7	36	38	33	33	14	60				2,32	1,03		NS		NC	*
équilibre	stability	S			7										0	0	0	45	37	58	55	63	42	11	10	13	36	43	27	53	48	60	0	25	76				NS		NS	NS
erreur	error	S			7										56	70	33	31	25	42	13	5	25	61	67	53	25	29	20	14	5	27	80	13	7				NS		NS	NS
escalier	stairs	B	B	129	5	17	17	17	33	29	39	50	54	44	25	25	25	44	45	42	31	30	33	23	29	18	48	50	47	29	21	35				2,96	0,98	NC	NS	NS	NS	NS
escargot	snail	SB	AF	208	5	14	15	13	28	30	26	58	55	61	41	50	25	38	30	50	22	20	25	35	43	29	35	21	47	29	36	24	7	75	18	2,6	1,04	NC	NS	NS	NS	NS
espoir	hope	S			7										10	13	7	34	27	43	55	60	50	10	14	6	19	29	12	71	57	82	1	1	98				NS		NC	NS
esquimau	choc-ice	B	B	130	7										23	21	25	26	26	25	52	53	50	5	7	4	22	14	26	73	79	70				4,04	1,1		NS		NS	NS
essence	gas	S			7										31	47	14	34	33	36	34	20	50	38	45	25	41	41	42	21	14	33	31	49	21				NS		NS	NS
étiquette	label	B	B	131	7										21	27	14	41	53	29	38	20	57	0	0	0	95	100	91	5	0	9				2,68	0,75		*		NC	NS
étoile	star	SB	AF	217	5	5	0	11	26	25	28	69	75	61	0	0	0	11	5	21	89	95	79	3	0	7	14	5	27	83	95	67	0	19	81	4,6	0,58	NS	NS	NS	NS	NS
étoile de mer	starfish	B	AF	387	7										0	0	0	25	14	43	75	86	57	6	9	0	15	9	25	79	82	75				3,84	1,31		NS		NS	NC
éventail	fan	B	AF	276	7										17	13	21	31	20	43	52	67	36	3	0	4	24	14	30	73	86	65				3,28	1,06		NC		NS	NS
évier	kitchen sink	SB	B	132	7										10	13	7	62	60	64	28	27	29	15	9	25	59	68	42	26	23	33	4	93	3	2,68	0,95		NS		NS	NS
excuse	excuse	S			7										9	5	17	31	35	25	59	60	58	21	14	33	29	32	25	50	55	42	32	27	41				NS		NS	NS
famille	family	SB			5	5	5	4	16	10	22	79	85	74	3	0	8	6	5	8	90	95	83	8	5	13	3	5	0	89	90	87	1	6	93	4,52	0,87	NS	NS	NS	NS	NS
fantôme	ghost	S			5	28	35	22	21	30	13	51	35	65	31	43	14	39	24	64	31	33	21	48	71	29	13	7	18	39	21	53	53	37	10			NS	NC	NS	NS	NS
fatigue	tiredness	S			5	19	20	17	35	35	35	47	45	48	42	52	29	33	29	43	25	19	29	62	64	61	22	21	22	16	14	17	86	11	3			NC	NS	NS	NS	NS
faute	fault	S			5	31	29	33	36	46	22	33	25	44	53	71	21	33	29	43	14	0	36	70	71	70	24	21	26	5	7	4	85	15	0			NC	NS	NS	NC	NS
fée	fairy	B	B	134	7										6	5	8	16	11	25	77	84	67	35	7	52	38	21	48	27	71	0				4,36	0,91		*		NS	*
femme	woman	B	B	135	5	21	8	39	26	29	22	52	63	39	14	7	21	10	7	14	76	87	64	18	9	33	32	32	33	50	59	33				3,72	1,06	NS	NS	NS	NS	NS
fenêtre	window	SB	AF	257	5	10	5	13	29	32	26	62	63	61	6	5	8	68	68	67	26	26	25	0	0	0	68	64	75	32	36	25	1	61	38	3,88	0,83	NC	NS	NS	NS	NS
fer à repasser	iron	B	AF	123	7										26	21	33	45	42	50	29	37	17	17	0	40	67	86	40	17	14	20				2	0,82		NS		NS	NC
fermeture éclair	zipper	B	AF	321	7										10	13	7	41	53	29	48	33	64	15	14	17	56	64	42	29	23	42				2,67	0,7		NS		NS	NS
fête	party	S			5	10	13	6	5	8	0	86	79	94	0	0	0	10	11	8	90	89	92	14	10	20	3	0	7	83	90	73	0	3	97			NS	NS	NS	NS	NS
feu	traffic light	SB	AF	239	5	26	25	26	19	30	9	56	45	65	53	65	33	9	10	8	38	25	58	42	50	35	23	29	18	35	21	47	34	36	30	3,04	1,4	NS	NS	NS	NS	NC
feuille	leaf	SB	AF	133	5	14	8	22	19	25	11	67	67	67	6	0	17	68	68	67	26	32	17	3	0	6	68	86	53	29	14	41	0	78	22	3,92	0,86	*	NS	NS	NS	NS
fille	girl	B	B	136	5	17	0	39	12	8	17	71	92	44	19	5	43	19	5	43	61	90	14	11	0	17	19	7	26	70	93	57				3,48	0,92	NS	NS	NC	*	NS
flèche	arrow	SB	AF	8	7										17	10	21	36	57	7	47	33	71	5	7	4	65	86	52	30	7	43	25	64	11	2,8	1,04		NS		NC	NC
fléchette	dart	B	AF	341	7										16	21	8	52	63	33	32	16	58	14	29	4	32	36	30	54	36	65				3,16	1,03		NC		NS	NS
fleur	flower	SB	AF	91	5	2	0	6	12	8	17	86	92	78	8	10	7	31	14	57	61	76	36	11	0	27	6	0	13	83	100	60	1	15	84	4,44	0,77	NC	NC	NS	NC	NC
flocon	snowflake	B	B	138	7										3	0	7	22	29	14	75	71	79	3	0	4	8	7	9	89	93	87				4,48	0,65		NS		NS	NS
flûte traversière	flute	B	AF	92	7										16	15	17	34	40	25	50	45	58	8	7	9	32	36	30	59	57	61				3,28	1,17		NS		NS	NS
folie	dementia	S			7										6	5	7	36	33	43	58	62	50	23	7	35	52	57	47	26	36	18	62	19	19				NC		NS	NS
force	force	S			7										3	5	0	22	24	21	75	71	79	17	24	7	25	38	7	58	38	87	4	9	87				NS		NS	NC
fouet	whip	B	AF	398	7										53	57	43	36	33	43	11	10	14	70	64	74	22	29	17	8	7	9				1,64	0,86		NS		NS	NS
fourchette	fork	SB	AF	97	5	17	17	17	33	38	28	50	46	56	6	0	17	77	84	67	16	16	17	3	7	0	90	93	88	6	0	12	2	88	10	3,04	0,84	NC	NS	NS	NS	NS
fourmi	ant	SB	AF	5	5	33	46	17	24	29	17	43	25	67	19	33	0	42	52	29	39	14	71	32	43	26	30	36	26	38	21	48	4	77	19	3,08	1,22	NS	NS	NS	NC	NS
fraise	strawberry	SB	AF	220	5	0	0	0	5	4	6	95	96	94	10	5	17	13	5	25	77	89	58	3	7	0	10	7	12	87	86	88	0	39	61	4,16	1,03	NC	NS	NS	NC	NS
framboise	raspberry	B	B	205	5	16	15	17	12	10	13	72	75	70	9	5	17	0	0	0	91	95	83	3	0	6	16	0	29	81	100	65				4,08	0,83	NS	NC	NS	NS	NC
frigidaire	refrigerator	SB	AF	185	7										0	0	0	56	52	64	44	48	36	3	0	8	53	55	50	44	45	42	6	65	29	3,44	0,87		NS		NS	NS
fromage	cheese	SB	AF	336	5	26	15	35	30	35	26	44	50	39	23	16	33	3	5	0	74	79	67	26	14	50	15	18	8	59	68	42	7	55	38	3,52	1,23	NC	NS	NS	NS	NS
fruit	fruit	S			5	5	10	0	9	5	13	86	85	87	6	0	17	3	5	0	90	95	83	0	0	0	3	7	0	97	93	100	0	16	84			NS	NS	NS	NS	NS
fusée	rocket	SB	AF	305	7										8	0	14	36	52	14	56	48	71	10	21	0	32	50	18	58	29	82	5	63	32	3,2	1,19		NS		NC	NC
gaieté	gaiety	S			7										3	5	0	23	16	33	74	79	67	3	0	4	27	14	35	70	86	61	0	2	98				NS		NS	NS
gant	glove	SB	AF	106	5	21	29	11	14	8	22	64	63	67	13	15	8	31	45	8	56	40	83	6	14	0	52	50	53	42	36	47	5	85	10	3,12	1,09	NS	NS	NS	NS	NS
garage	garage	B	B	140	7										14	24	0	42	43	43	44	33	57	6	10	0	89	86	93	6	5	7				2,84	0,75		NC		NS	NS
garçon	boy	B	B	141	5	31	54	0	24	33	11	45	13	89	10	13	7	24	40	7	66	47	86	19	36	6	32	43	24	48	21	71				4,13	0,8	NC	NS	*	NS	NC
gâteau	cake	SB	AF	42	5	7	4	11	17	17	17	76	79	72	3	5	0	11	5	21	86	90	79	8	10	7	11	14	7	81	76	87	1	27	72	4,4	0,96	NS	NS	NS	NS	NS
genre	style	S			9																			13	14	12	74	79	71	13	7	18	3	87	10							NS
gentillesse	kindness	S			7										0	0	0	0	0	0	100	100	100	6	0	13	6	0	13	89	100	73	0	3	97				NS		NS	NC
gilet	vest	SB	AF	247	7										3	0	7	53	52	57	44	48	36	6	5	7	58	52	67	36	43	27	3	78	19	3,36	0,81		NS		NS	NS
girafe	giraffe	SB	AF	103	7										13	0	33	35	42	25	52	58	42	0	0	0	14	14	13	86	86	87	0	73	27	3,72	0,89		NS		NS	NS
gloire	celebrity	S			9																			3	7	0	26	29	24	71	64	76	9	12	79							NS
gomme	eraser	SB	B	143	7										10	16	0	74	68	83	16	16	17	13	21	6	74	79	71	13	0	24	5	82	13	3,28	0,94		NS		NS	NS
gorille	gorilla	SB	AF	108	7										14	14	14	33	48	14	53	38	71	19	24	13	33	38	27	47	38	60	15	66	19	2,8	0,96		NS		NS	NS
gourde	water flask	B	B	144	7										14	13	14	28	27	29	59	60	57	3	0	8	50	55	42	47	45	50				3	1,41		NS		NS	NS
goutte	drop	B	B	145	7										13	11	17	52	58	42	35	32	42	13	14	12	65	71	59	23	14	29				3,36	0,86		NS		NS	NS
grenouille	frog	SB	AF	100	5	21	25	17	23	30	17	56	45	65	63	75	42	22	20	25	16	5	33	32	36	25	24	23	25	44	41	50	4	76	20	2,96	1,06	NC	NS	NC	NC	NS
griffe	claw	B	B	148	7										56	60	50	3	5	0	41	35	50	52	71	35	39	29	47	10	0	18				2,08	1,19		*		NC	NS
grille-pain	toaster	B	AF	234	7										13	10	17	34	40	25	53	50	58	12	5	25	35	41	25	53	55	50				3,84	0,8		NS		NS	NS
grimace	grimace	S			5	16	5	26	37	55	22	47	40	52	17	20	14	45	40	50	38	40	36	39	64	18	45	36	53	16	0	29	34	45	22			NS	NS	NS	NS	NS
groupe de rock	group	B	B	149	7										25	30	17	16	20	8	59	50	75	8	7	9	27	21	30	65	71	61				4	0,82		NS		NS	NS
guerre	war	S			7										50	60	33	9	15	0	41	25	67	71	91	33	6	5	8	24	5	58	98	2	0				NS		NS	*
guitare	guitar	SB	AF	111	7										25	30	17	19	15	25	56	55	58	3	0	4	41	36	43	57	64	52	1	36	63	3,92	0,64		NS		NS	NS
hache	axe	SB	AF	12	7										32	42	17	42	47	33	26	11	50	47	59	25	41	41	42	12	0	33	52	45	3	1,64	0,86		NS		NS	NC
haine	hate	S			9																			39	43	33	39	38	40	22	19	27	98	1	1							NS
hélicoptère	helicopter	SB	AF	120	7										22	30	8	31	40	17	47	30	75	3	7	0	38	57	26	59	36	74	5	79	16	3,12	1,01		NS		NC	NS
hérisson	hedgehog	SB	B	154	7										26	21	33	35	37	33	39	42	33	28	33	20	17	24	7	56	43	73	5	64	31	3,64	1,32		NC		NS	NS
heure	hour	S			7										9	10	8	31	40	17	59	50	75	25	19	33	47	48	47	28	33	20	16	76	8				NS		NS	NS
hibou	owl	SB	AF	160	7										3	5	0	25	29	21	72	67	79	13	14	12	32	14	47	55	71	41	7	75	18	3,24	1,01		NS		NS	NC
homme	man	S			5	19	25	13	67	70	65	14	5	22	6	10	0	47	52	43	47	38	57	12	18	0	53	68	25	35	14	75	7	49	44			NC	NS	NS	NS	NC
horloge	clock	SB	AF	60	7										16	16	17	61	53	75	23	32	8	3	0	8	62	64	58	35	36	33	16	75	9	3,08	1,04		NS		NS	NS
horreur	horror	S			7										42	62	14	22	19	29	36	19	57	52	79	29	13	14	12	35	7	59	88	8	5				NS		NC	NC
humour	humor	S			7										3	5	0	11	10	15	86	86	85	6	5	8	15	14	17	79	82	75	1	4	95				NS		NS	NS
idée	idea	S			7										6	10	0	34	45	17	59	45	83	3	0	4	16	7	22	81	93	74	0	13	87				NS		NS	NS
île	island	B	B	159	7										6	5	8	45	37	58	48	58	33	3	0	6	16	7	24	81	93	71				4,48	0,59		NC		NS	NS
imagination	imagination	S			7										13	11	17	32	26	42	55	63	42	12	9	17	21	18	25	68	73	58	0	2	98				NS		NS	NS
indien	indian	B	B	160	7										8	14	0	36	29	50	56	57	50	6	0	17	26	27	25	68	73	58				3,64	0,95		NS		NS	NS
infirmière	nurse	B	B	161	7										17	20	14	34	40	29	48	40	57	11	14	7	40	43	36	49	43	57				2,64	1,35		NS		NS	NS
intelligence	intelligence	S			7										3	0	7	3	5	0	94	95	93	0	0	0	3	7	0	97	93	100	0	6	94				NS		NS	NS
jalousie	jealousy	S			7										31	47	14	28	33	21	41	20	64	65	73	50	26	23	33	9	5	17	83	12	5				NC		NS	NS
jambe	leg	SB	AF	134	5	30	45	17	42	35	48	28	20	35	6	10	0	56	75	25	38	15	75	6	5	8	41	41	42	53	55	50	5	74	21	3,28	0,61	NS	NS	NC	NC	NS
jambon	ham	B	B	162	5	2	0	6	12	4	22	86	96	72	14	20	7	3	0	7	83	80	86	5	7	4	14	21	9	81	71	87				3,44	0,77	NS	NS	NC	NS	NS
jardin	garden	S			7										6	5	8	13	15	8	81	80	83	6	10	0	8	10	7	86	81	93	0	21	79				NS		NS	NS
jeu	play	S			7										0	0	0	10	11	8	90	89	92	0	0	0	6	5	8	94	95	92	2	19	80				NS		NS	NS
joie	joy	S			5	7	0	13	26	15	35	67	85	52	3	0	8	19	21	17	77	79	75	0	0	0	3	0	8	97	100	92	0	0	100			NS	NS	NS	NS	NS
journal	newspaper	SB	B	164	7										10	5	17	45	53	33	45	42	50	21	18	25	50	50	50	29	32	25	2	62	36	3,76	0,83		NC		NS	NS
jumelles	binoculars	SB	AF	264	7										3	0	8	35	32	42	61	68	50	8	0	13	51	50	52	41	50	35	1	77	22	3,44	1,08		NS		NS	NS
jupe	skirt	SB	AF	205	5	21	5	35	23	5	39	56	90	26	13	5	25	19	0	50	69	95	25	26	7	41	29	14	41	45	79	18	4	65	31	3,24	1,16	NS	NS	*	*	NC
justice	justice	S			7										14	20	7	48	53	43	38	27	50	41	36	50	18	14	25	41	50	25	7	15	78				NC		NS	NS
kangourou	kangaroo	SB	AF	126	7										13	20	0	31	25	42	56	55	58	0	0	0	32	14	47	68	86	53	0	63	37	3,68	1,07		NS		NS	NS
klaxon	horn	B	B	166	7										11	14	7	61	71	50	28	14	43	22	29	13	67	62	73	11	10	13				2,36	0,75		NC		NS	NS
lacet	shoelace	B	B	168	5	19	20	17	53	60	48	28	20	35	11	10	14	78	81	79	11	10	7	16	7	24	77	93	65	6	0	12				2,72	0,79	NS	NS	NS	NS	NS
laine	wool	S			7										8	10	7	39	43	36	53	48	57	5	7	4	46	29	57	49	64	39	5	69	27				NS		NS	NS
lait	milk	SB			7										9	10	8	0	0	0	91	90	92	11	14	9	8	14	4	81	71	87	6	46	49	3,6	0,96		NS		NS	NS
lampe	lamp	SB	AF	132	7										10	7	14	52	60	43	38	33	43	6	7	6	65	71	59	29	21	35	0	68	32	3,48	0,65		NS		NS	NS
landau	baby carriage	B	AF	13	7										19	10	29	53	57	50	28	33	21	6	7	6	55	36	71	39	57	24				3,84	0,99		NS		NS	NS
langue	tongue	B	B	171	5	21	25	17	47	50	43	33	25	39	14	7	21	31	33	29	55	60	50	6	5	8	38	32	50	56	64	42				3,8	0,82	NC	NS	NS	NS	NS
lapin	rabbit	SB	AF	182	5	2	5	0	12	10	13	86	85	87	11	7	14	18	7	29	71	86	57	3	0	4	3	0	4	95	100	91	1	63	36	3,96	0,73	NS	NS	NS	NS	NS
larme	tear	B	B	172	7										42	48	36	33	29	43	25	24	21	54	57	52	30	29	30	16	14	17				2,76	1,3		NS		NS	NS
lavabo	washbasin	B	B	173	7										0	0	0	53	60	42	47	40	58	9	0	25	76	86	58	15	14	17				3,16	0,9		NS		NS	NC
léopard	leopard	SB	AF	136	7										41	60	8	9	10	8	50	30	83	22	24	20	8	10	7	69	67	73	6	60	34	3,76	1,16		NC		NC	NS
lettre	letter	SB	B	174	7										0	0	0	45	32	67	55	68	33	13	7	18	26	21	29	61	71	53	2	54	44	4,16	1,14		NC		NS	NS
lèvres	lips	SB	AF	141	5	19	10	26	49	45	52	33	45	22	3	0	8	48	42	58	48	58	33	3	0	4	78	71	83	19	29	13	0	32	68	4,28	0,79	NS	NC	NS	NS	NS
lézard	lizard	B	AF	364	7										53	65	33	25	30	17	22	5	50	38	45	25	26	23	33	35	32	42				2,36	1,11		NS		NC	NS
libellule	dragonfly	B	AF	344	7										17	13	21	55	53	57	28	33	21	0	0	0	22	7	30	78	93	70				3,6	1,15		NC		NS	NS
liberté	freedom	S			7										3	5	0	13	0	33	84	95	67	9	9	8	6	0	17	85	91	75	0	1	99				NS		NS	NS
licorne	unicorn	B	B	175	7										0	0	0	21	7	36	79	93	64	14	14	13	19	19	20	67	67	67				4,04	0,79		NS		NC	NS
limace	slug	B	B	176	7										50	50	50	38	40	33	13	10	17	59	71	52	24	14	30	16	14	17				1,52	0,82		NS		NS	NS
lion	lion	SB	AF	140	5	19	25	13	16	20	13	65	55	74	16	26	0	23	32	8	61	42	92	11	5	20	11	14	7	78	81	73	9	48	43	3,44	1,12	NS	NS	NS	NS	NS
lionceau	lion cub	B	B	177	7										3	5	0	8	10	7	89	86	93	14	10	20	17	24	7	69	67	73				4,12	1,01		NS		NS	NS
lit	bed	SB	AF	22	7										6	5	8	19	20	17	75	75	75	0	0	0	30	43	22	70	57	78	1	34	65	4,36	0,76		NS		NS	NS
livre	book	SB	AF	30	5	5	8	0	17	21	11	79	71	89	6	0	17	16	5	33	77	95	50	3	0	6	23	21	24	74	79	71	2	45	53	4,32	0,85	NS	NS	NS	NS	NS
locomotive	locomotive	B	B	178	7										6	5	8	61	74	42	32	21	50	13	29	0	48	43	53	39	29	47				2,84	0,9		NS		NS	NS
loi	law	S			9																			41	57	30	24	21	26	35	21	43	10	43	47							NS
louche	ladle	B	AF	360	7										6	5	7	61	67	57	33	29	36	11	0	17	78	86	74	11	14	9				2,56	0,92		NS		NS	NS
loup	wolf	SB	AF	399	7										17	29	0	8	5	14	75	67	86	26	36	18	26	21	29	48	43	53	32	52	16	3,08	1,26		NS		NS	NS
loupe	magnifying glass	B	B	179	7										19	20	17	38	40	33	44	40	50	3	7	0	61	57	65	35	36	35				2,84	0,8		NS		NS	NS
luge	sled	SB	AF	207	7										7	0	14	10	7	14	83	93	71	6	5	7	20	19	21	74	76	71	1	61	38	4,12	0,73		NS		NS	NS
lumière	light	S			5	9	15	4	16	20	13	74	65	83	9	15	0	44	55	25	47	30	75	3	0	6	39	57	24	58	43	71	0	12	88			NS	NS	NS	NS	NS
lune	moon	SB	AF	146	5	5	4	6	12	8	17	83	88	78	14	13	14	21	20	21	66	67	64	0	0	0	58	64	53	42	36	47	1	27	72	4,32	0,69	NS	NC	NS	NS	NS
lunettes	glasses	SB	AF	105	5	21	33	6	29	33	22	50	33	72	35	32	42	32	32	33	32	37	25	21	18	25	38	50	17	41	32	58	18	69	13	3,08	1,15	NS	NS	NS	NS	NS
machine à laver	washing machine	B	AF	396	7										10	5	17	68	68	67	23	26	17	14	5	27	67	76	53	19	19	20				2,48	1,05		NS		NS	NS
magicien	magician	B	B	180	5	2	0	6	12	17	6	86	83	89	19	20	17	6	10	0	75	70	83	15	23	0	15	9	25	71	68	75				4,44	0,71	NS	NS	NS	NS	NS
maillot de bain	swimming costume	B	AF	327	5	2	0	4	2	0	4	95	100	91	0	0	0	42	32	58	58	68	42	0	0	0	51	29	65	49	71	35				3,76	1,3	*	NS	NS	NS	NC
main	hand	SB	AF	115	5	22	25	18	29	25	35	49	50	47	13	16	8	55	58	50	32	26	42	0	0	0	56	62	47	44	38	53	1	63	36	4,28	0,68	NC	NS	NS	NS	NS
