bague	ring	SB	AF	187	7										3	0	8	9	0	25	88	100	67	11	0	17	35	7	52	54	93	30	1	39	60	4,2	0,87		NS		NC	*
baguette	rod	B	B	19	7										7	7	7	41	33	50	52	60	43	0	0	0	21	23	17	79	77	83				3,64	0,95		NS		NS	NS
baignoire	bathtub	SB	B	20	5	7	4	11	21	21	22	71	75	67	3	0	7	36	33	43	61	67	50	0	0	0	67	81	47	33	19	53	0	43	57	4,2	0,82	NS	NC	NS	NS	NC
bain	bath	S			5	12	10	13	12	15	9	77	75	78	0	0	0	22	19	29	78	81	71	8	7	9	16	14	17	76	79	74	1	23	76			NS	NS	NS	NS	NS
balai	broom	SB	AF	37	7										19	25	8	50	30	83	31	45	8	14	14	13	76	79	74	11	7	13	19	73	8	2,08	0,91		NS		NC	NS
balance	scale	B	AF	309	7										16	15	17	47	55	33	38	30	50	31	38	20	42	43	40	28	19	40				2,72	0,98		NS		NS	NS
balançoire	swing	SB	AF	225	5	5	0	9	9	5	13	86	95	78	8	0	21	17	14	21	75	86	57	3	0	8	12	9	17	85	91	75	2	44	54	4,08	0,7	NS	NS	NS	NS	NS
balcon	balcony	B	B	21	7										3	0	7	28	24	36	69	76	57	13	14	12	55	57	53	32	29	35				3,68	0,9		NS		NS	NS
baleine	whale	SB	AF	397	7										13	11	17	13	5	25	74	84	58	6	0	17	15	18	8	79	82	75	6	54	40	3,44	0,96		NS		NS	NS
balle	ball	SB	AF	14	7										0	0	0	25	33	14	75	67	86	6	9	0	29	23	42	65	68	58	15	69	16	3,24	1,09		NS		NS	NS
ballon	balloon	SB	AF	15	5	7	13	0	14	25	0	79	63	100	6	5	7	25	38	7	69	57	86	0	0	0	14	21	9	86	79	91	0	70	30	3,92	0,91	NS	NS	NS	NS	NS
banane	banana	SB	AF	16	5	10	17	0	14	13	17	76	71	83	10	7	14	21	33	7	69	60	79	6	5	8	12	14	8	82	82	83	3	60	37	3,8	0,87	NS	NS	NS	NS	NS
banc	bench	SB	AF	263	7										0	0	0	58	62	57	42	38	43	11	10	13	69	71	67	19	19	20	2	76	22	3,28	0,98		NS		NS	NS
barbe	beard	B	B	23	7										44	45	42	31	35	25	25	20	33	46	50	43	41	43	39	14	7	17				2,16	0,9		NS		NS	NS
barre	bar	B	B	25	7										10	11	8	81	79	83	10	11	8	8	14	4	65	71	61	27	14	35				2,6	0,76		NC		NS	NS
bassine	basin	B	AF	262	7										6	0	14	47	48	50	47	52	36	5	0	9	78	86	74	16	14	17				2,44	0,77		NC		NS	NS
bateau	boat	SB	B	71	5	14	25	0	12	13	11	74	63	89	11	5	21	36	38	36	53	57	43	11	14	7	25	29	20	64	57	73	3	56	41	3,68	0,99	NS	NS	NS	NS	NS
bébé	baby	SB	B	28	5	24	17	33	14	13	17	62	71	50	10	0	25	13	5	25	77	95	50	12	5	25	12	14	8	76	82	67	3	4	93	4,44	0,82	NS	NS	NS	NC	NC
bec	beak	B	B	29	5	21	29	11	43	38	50	36	33	39	10	13	7	59	80	36	31	7	57	19	36	6	74	57	88	6	7	6				2,36	0,7	NS	NS	NS	NS	NC
biberon	feeding-bottle	SB	B	34	5	60	42	83	26	33	17	14	25	0	44	43	50	36	33	43	19	24	7	30	21	35	49	36	57	22	43	9	3	30	67	4,04	0,84	NS	NS	NC	NS	NC
bibliothèque	bookshelf	B	B	35	7										3	5	0	11	10	14	86	86	86	3	0	6	23	14	29	74	86	65				4,32	0,75		NS		NS	NS
biche	deer	B	B	36	7										7	7	7	38	33	43	55	60	50	15	14	17	26	27	25	59	59	58				3,88	0,83		NS		NS	NS
biscuit	biscuit	B	B	37	5	5	0	9	2	0	4	93	100	87	3	0	8	23	26	17	74	74	75	3	7	0	16	14	17	81	79	83				4,2	0,65	NC	NS	NS	NS	NS
blé	wheat	B	B	39	7										14	19	7	39	29	57	47	52	36	11	10	13	28	29	27	61	62	60				3,76	0,97		NS		NS	NS
bocal	jar	B	AF	357	7										6	11	0	65	74	50	29	16	50	3	0	8	68	77	50	29	23	42				2,92	0,76		NS		NS	NS
boîte	box	SB	AF	35	5	17	21	11	40	50	28	43	29	61	16	20	8	34	20	58	50	60	33	10	7	12	74	79	71	16	14	18	6	77	17	3,24	0,78	NS	NC	NS	NS	NS
bol	bowl	SB	AF	34	5	14	8	22	26	42	6	60	50	72	16	16	17	55	58	50	29	26	33	0	0	0	67	79	56	33	21	44	0	86	14	3,08	0,81	NC	NS	NS	NS	NS
bombe	bomb	B	B	40	7										32	47	8	32	42	17	35	11	75	49	71	35	27	21	30	24	7	35				1,12	0,33		NC		NC	NC
bonbon	candy	B	B	41	5	2	4	0	10	13	6	88	83	94	13	10	17	3	0	8	84	90	75	9	9	8	12	14	8	79	77	83				4,04	1,14	NS	NS	NS	NS	NS
bonheur	happiness	S			5	14	17	11	19	13	28	67	71	61	0	0	0	6	5	8	94	95	92	0	0	0	5	0	9	95	100	91	0	1	99			NC	NS	NS	NS	NS
bonhomme de neige	snowman	B	AF	210	5	0	0	0	5	0	9	95	100	91	0	0	0	11	5	21	89	95	79	6	5	8	15	18	8	79	77	83				4,36	0,49	NS	NS	NS	NS	NS
bonnet	cap	SB	B	42	5	29	33	22	24	21	28	48	46	50	22	15	33	50	60	33	28	25	33	22	29	17	57	50	61	22	21	22	1	83	16	2,92	0,86	NS	NS	NS	NC	NS
bosse	bump	SB	B	45	5	52	58	44	33	38	28	14	4	28	56	70	33	6	10	0	38	20	67	35	57	22	54	43	61	11	0	17	66	27	8	1,92	0,76	NS	*	NS	NC	NS
botte	boot	SB	AF	31	7										17	7	29	34	27	43	48	67	29	9	5	17	50	41	67	41	55	17	5	86	9	2,76	1,01		NS		NS	NC
bouche	mouth	SB			5	28	25	30	33	40	26	40	35	43	6	11	0	55	47	67	39	42	33	5	7	4	62	57	65	32	36	30	0	38	62	4	0,76	NS	NS	NS	NS	NS
bouée	buoy	SB	B	47	5	14	8	22	33	38	28	52	54	50	33	24	50	39	43	36	28	33	14	18	9	33	56	64	42	26	27	25	3	66	31	3,2	0,96	NS	NS	NS	NS	NS
bougie	candle	SB	AF	44	5	10	8	11	14	17	11	76	75	78	10	7	14	45	47	43	45	47	43	3	0	6	55	50	59	42	50	35	0	47	53	4,56	0,77	NC	NS	NS	NS	NS
boule de billard	pool ball	B	B	48	5	19	29	6	24	17	33	57	54	61	8	14	0	44	57	29	47	29	71	24	27	17	50	50	50	26	23	33				3,44	1,04	NS	NS	NS	NC	NS
bouteille	bottle	SB	AF	32	5	7	13	0	29	25	33	64	63	67	3	5	0	58	58	58	39	37	42	3	7	0	77	86	71	19	7	29	5	80	15	3,56	0,82	NS	NC	NS	NS	NS
bouton	button	SB	AF	41	5	40	33	50	31	46	11	29	21	39	13	11	17	77	79	75	10	11	8	35	36	35	58	64	53	6	0	12	44	48	8	2,12	1,01	NC	NS	NC	NS	NS
branche	branch	B	B	51	7										14	13	14	41	47	36	45	40	50	5	7	4	81	71	87	14	21	9				3,24	0,88		NC		NS	NS
bras	arm	SB	AF	7	5	19	21	17	36	29	44	45	50	39	13	5	25	19	30	0	69	65	75	6	0	17	50	50	50	44	50	33	0	79	21	3,4	0,71	NC	NS	NS	NS	NS
brique	brick	SB	B	52	7										19	25	8	47	50	42	34	25	50	13	14	12	71	79	65	16	7	24	8	80	13	2,6	0,96		NC		NS	NS
brosse	brush	SB	AF	38	5	26	29	22	12	0	28	62	71	50	6	5	8	50	50	50	44	45	42	11	5	20	72	76	67	17	19	13	1	78	21	3,16	0,85	*	NC	NC	NS	NC
brosse à dents	toothbrush	B	AF	237	5	7	0	13	30	25	35	63	75	52	16	5	33	19	20	17	66	75	50	6	0	12	29	21	35	65	79	53				3,44	1,08	NS	NS	NS	NS	NS
brouette	wheelbarrow	SB	B	54	7										25	30	17	63	65	58	13	5	25	9	9	8	53	59	42	38	32	50	1	90	9	2,56	0,87		NS		NS	NS
bruit	noise	S			5	33	30	35	37	55	22	30	15	43	48	87	7	17	0	36	34	13	57	69	71	67	22	29	13	8	0	20	63	34	3			NS	NS	NS	*	NS
bulle	bubble	B	B	55	5	2	4	0	21	17	28	76	79	72	16	15	17	28	25	33	56	60	50	3	5	0	33	29	40	64	67	60				4,16	0,94	NC	NS	NS	NS	NS
bureau	desk	SB	AF	72	7										3	0	7	36	38	36	61	62	57	3	0	4	46	43	48	51	57	48	18	69	13	3,2	1,08		NS		NS	NS
bus	bus	SB	AF	39	7										7	7	7	34	47	21	59	47	71	23	36	12	32	36	29	45	29	59	11	73	16	2,28	0,98		NS		NS	NS
cacahuète	peanut	SB	AF	165	7										13	10	17	13	20	0	75	70	83	32	36	25	6	9	0	62	55	75	6	62	32	3,36	1,04		NC		NS	NS
cactus	cactus	SB	AF	333	7										45	73	14	24	7	43	31	20	43	35	57	18	39	14	59	26	29	24	29	55	16	3,16	1,25		NS		NC	NC
cadeau	present	B	B	56	5	7	8	6	12	8	17	81	83	78	0	0	0	0	0	0	100	100	100	0	0	0	6	0	12	94	100	88				4,84	0,37	NS	NS	NS	NS	NS
cafetière	coffeepot	B	B	58	7										29	26	33	39	32	50	32	42	17	21	14	33	56	59	50	24	27	17				3,28	1,31		NS		NS	NS
cage	bird cage	B	AF	329	7										33	29	36	42	52	29	25	19	36	44	48	40	36	48	20	19	5	40				1,76	0,72		NS		NC	NC
cahier	exercice book	SB	B	59	5	14	17	11	7	8	6	79	75	83	3	0	8	42	42	42	55	58	50	15	9	25	59	59	58	26	32	17	6	81	13	3,68	0,99	NC	NC	NS	NS	NS
caisse	crate	B	B	60	7										11	10	14	64	76	50	25	14	36	17	14	20	67	67	67	17	19	13				2,48	0,92		NS		NS	NS
calendrier	calendar	B	B	62	7										3	0	7	21	13	29	76	87	64	6	0	13	69	76	60	25	24	27				3,28	0,94		NC		NS	NS
calme	quietness	S			7										3	0	8	19	11	33	77	89	58	5	7	4	24	14	30	70	79	65	0	17	83				NS		NC	NS
camion	truck	SB	AF	242	5	14	10	17	30	45	17	56	45	65	22	20	25	53	65	33	25	15	42	11	14	9	65	79	57	24	7	35	9	84	7	2,32	0,85	NC	NS	NS	NS	NS
canapé	couch	SB	AF	67	7										14	7	21	31	40	21	55	53	57	0	0	0	44	45	42	56	55	58	0	45	55	4,12	0,83		NS		NS	NS
canard	duck	SB	AF	81	5	7	4	11	24	29	17	69	67	72	13	5	25	45	42	50	42	53	25	23	7	35	55	57	53	23	36	12	4	72	24	3,28	0,74	NS	NS	NS	NS	NS
canne	cane	SB	B	66	7										22	20	25	47	55	33	31	25	42	28	38	13	58	48	73	14	14	13	17	77	6	2,12	0,88		NS		NS	NS
canne à pêche	fishing rod	B	AF	283	7										8	5	14	39	48	29	53	48	57	8	10	7	47	62	27	44	29	67				2,52	1,05		NS		NS	NC
capuche	hood	B	B	68	5	19	17	22	40	46	33	40	38	44	6	5	8	63	75	42	31	20	50	6	14	0	65	64	65	29	21	35				3,04	1,1	NS	NS	NS	NC	NS
carnet	pad	B	B	73	7										6	0	17	32	32	33	61	68	50	9	0	25	65	59	75	26	41	0				3,44	0,71		NC		NS	NC
carotte	carrot	SB	AF	48	5	12	13	11	17	13	22	71	75	67	6	5	7	19	14	29	75	81	64	33	29	40	19	19	20	47	52	40	5	73	22	3,28	0,89	NS	NC	NS	NS	NS
carrosse	state-coach	B	B	74	7										14	7	21	38	27	50	48	67	29	15	14	17	35	32	42	50	55	42				3,8	0,96		NC		NS	NS
carte	playing card	SB	B	75	7										10	7	14	3	7	0	86	87	86	10	14	6	52	64	41	39	21	53	2	81	17	3,64	0,91		*		NS	NS
cartouche	cartridge	B	B	76	7										13	21	0	52	63	33	35	16	67	23	21	24	65	79	53	13	0	24				2,16	1,11		NC		NC	NS
casque	helmet	SB	AF	96	7										19	32	0	52	42	67	29	26	33	10	21	0	45	50	41	45	29	59	5	65	30	2,88	1,27		NS		NS	NS
casquette	cap	SB	AF	46	7										13	20	0	19	25	8	69	55	92	17	24	7	42	38	47	42	38	47	2	83	15	2,84	0,94		NS		NS	NS
casserole	pot	SB	AF	179	5	16	10	22	49	45	52	35	45	26	23	16	33	65	68	58	13	16	8	8	0	20	83	90	73	8	10	7	8	84	8	2,68	0,69	NS	NS	NS	NS	NS
cassette	cassette	SB	B	78	5	7	8	6	24	17	33	69	75	61	6	0	14	42	43	43	53	57	43	5	7	4	22	29	17	73	64	78	0	69	31	4,04	0,73	NS	NS	NS	NS	NS
cauchemar	nightmare	S			7										62	87	36	14	7	21	24	7	43	71	86	59	13	14	12	16	0	29	95	2	3				NS		NC	NS
ceinture	belt	SB	AF	26	7										8	10	7	78	71	93	14	19	0	13	21	6	52	50	53	35	29	41	16	75	9	2,84	0,75		NS		NS	NS
cendrier	ashtray	SB	AF	10	7										56	65	42	38	35	42	6	0	17	71	77	58	26	23	33	3	0	8	48	49	3	1,8	1,15		NS		NS	NS
cercle	circle	B	B	81	7										17	7	29	59	67	50	24	27	21	8	10	7	78	76	80	14	14	13				3,08	0,81		NS		NS	NS
cerf	deer	SB	AF	71	7										0	0	0	11	10	14	89	90	86	17	19	13	22	19	27	61	62	60	0	69	31	3,44	0,92		NC		NS	NS
cerf-volant	kite	B	AF	129	7										7	7	7	7	0	14	86	93	79	0	0	0	19	7	29	81	93	71				4,21	0,83		NS		NS	NC
cerise	cherry	SB	AF	54	5	7	4	11	10	0	22	83	96	67	7	13	0	10	0	21	83	87	79	5	7	4	0	0	0	95	93	96	0	35	65	4,12	0,78	NS	NS	NC	NS	NS
chagrin	grief	S			5	33	25	39	26	25	26	42	50	35	50	60	33	38	35	42	13	5	25	53	55	50	38	41	33	9	5	17	94	4	2			NS	NS	NS	NS	NS
chaîne	chain	SB	AF	52	7										13	16	8	19	16	25	68	68	67	14	29	4	46	36	52	41	36	43	25	65	10	2,92	1,12		NC		NS	NS
chaise	chair	SB	AF	53	5	29	42	11	38	33	44	33	25	44	9	5	17	63	65	58	28	30	25	3	0	8	65	59	75	32	41	17	1	89	10	3,12	0,67	NS	NS	NS	NS	NS
chaleur	heat	S			5	40	42	39	31	33	28	29	25	33	31	48	7	17	10	29	53	43	64	26	27	25	18	18	17	56	55	58	4	21	75			NS	NS	NS	NS	NS
chameau	camel	SB	AF	43	7										0	0	0	53	52	57	47	48	43	14	21	9	22	21	22	65	57	70	1	78	21	2,88	1,05		NC		NS	NS
champignon	mushroom	SB	AF	150	7										44	45	42	31	30	33	25	25	25	36	29	47	19	10	33	44	62	20	5	75	20	3,04	1,43		NC		NS	NC
chant	melody	S			7										6	5	8	6	0	17	87	95	75	9	9	8	24	23	25	68	68	67	5	16	79				NS		NS	NS
chapeau	hat	SB	AF	118	5	14	17	11	31	25	39	55	58	50	10	0	25	35	32	42	55	68	33	18	9	33	44	45	42	38	45	25	3	81	16	3,32	0,85	NS	NS	NS	NS	NC
charrette	wagon	B	AF	249	7										10	11	8	58	47	75	32	42	17	11	7	13	54	64	48	35	29	39				2,72	1,06		NS		NS	NS
chasse	hunting	S			7										28	47	7	28	33	21	45	20	71	41	59	8	38	36	42	21	5	50	65	26	10				NS		NC	NC
chat	cat	SB	AF	49	5	12	8	17	5	4	6	83	88	78	3	0	8	3	5	0	94	95	92	13	0	24	16	0	29	71	100	47	8	46	46	3,96	1,37	NS	NC	NS	NS	NC
châtaigne	chestnut	B	B	186	7										28	30	25	50	50	50	22	20	25	11	14	9	24	21	26	65	64	65				3,36	1,15		NC		NS	NS
château	castle	B	B	86	5	5	4	6	7	8	6	88	88	89	6	0	14	14	14	14	81	86	71	25	24	27	17	19	13	58	57	60				3,76	0,97	NS	NS	NS	NS	NS
chaussette	sock	SB	AF	211	5	33	16	48	40	53	30	26	32	22	21	20	21	48	73	21	31	7	57	19	29	13	65	50	74	16	21	13	4	89	7	3,36	0,95	NS	NS	NS	NC	NC
chaussure	shoe	SB	AF	204	5	19	20	17	42	60	26	40	20	57	7	7	7	45	53	36	48	40	57	14	10	20	50	57	40	36	33	40	0	70	30	3,48	0,82	NS	NS	NS	NS	NS
chauve-souris	bat	B	AF	328	7										35	42	25	29	32	25	35	26	50	61	81	33	25	14	40	14	5	27				2,52	1,19		NC		NS	NS
cheminée	chimney	SB	AF	270	7										6	0	14	36	43	29	58	57	57	14	5	27	53	57	47	33	38	27	1	51	48	3,96	0,84		NS		NS	NS
chemise	shirt	SB	AF	203	7										17	19	14	47	43	50	36	38	36	26	27	25	53	50	58	21	23	17	3	83	14	3,28	0,94		NS		NS	NS
chemisier	blouse	SB	AF	29	7										32	16	58	45	47	42	23	37	0	28	24	33	56	57	53	17	19	13	4	87	9	3,04	1,1		NS		NC	NS
chenille	caterpillar	SB	AF	50	7										42	47	33	26	21	33	32	32	33	53	55	50	18	18	17	29	27	33	20	70	10	2,12	1,13		NS		NS	NS
cheval	horse	SB	AF	121	5	0	0	0	5	5	4	95	95	96	3	7	0	14	0	29	83	93	71	0	0	0	0	0	0	100	100	100	4	47	49	3,72	0,98	NS	NS	NS	NS	NS
cheveux	hair	SB	AF	113	5	24	13	39	24	29	17	52	58	44	3	5	0	39	29	57	58	67	43	0	0	0	57	50	61	43	50	39	0	63	37	4,16	0,85	NS	NS	NS	NS	NC
chèvre	goat	SB	AF	107	7										8	10	7	36	43	29	56	48	64	10	7	12	48	29	65	42	64	24	4	68	28	3,32	1,03		NS		NS	NS
chien	dog	SB	AF	73	5	2	4	0	7	4	11	90	92	89	34	35	33	16	15	17	50	50	50	10	0	18	19	0	35	71	100	47	7	43	50	3,96	1,34	*	NS	NS	NS	NS
chignon	bun	B	B	87	7										19	0	50	32	32	33	48	68	17	38	23	67	24	18	33	38	59	0				2,96	0,98		NS		*	NC
chocolat	chocolate	S			5	0	0	0	2	5	0	98	95	100	9	15	0	6	10	0	84	75	100	13	0	24	0	0	0	87	100	76	4	16	80			NS	NS	NS	NS	NS
chou	cabbage	B	AF	137	7										35	42	25	26	16	42	39	42	33	62	50	70	5	7	4	32	43	26				2,72	1,21		NS		NS	NS
cicatrice	scar	B	B	91	7										33	48	14	44	38	57	22	14	29	65	68	58	26	32	17	9	0	25				1,32	0,48		NS		NS	NS
ciel	sky	S			5	5	10	0	9	15	4	86	75	96	10	13	7	21	20	21	69	67	71	0	0	0	44	52	33	56	48	67	0	25	75			NS	NS	NS	NS	NS
cigale	cicada	SB			7										6	11	0	35	21	58	58	68	42	11	14	9	19	14	22	70	71	70	6	27	67	3,76	1,01		NS		NC	NS
cigare	cigar	SB	AF	58	7										78	85	67	16	15	17	6	0	17	79	95	50	12	5	25	9	0	25	63	33	4	1,52	0,82		NS		NS	*
cigarette	cigarette	SB	AF	59	7										69	80	50	9	10	8	22	10	42	81	86	77	8	7	9	11	7	14	72	23	5	1,8	1,22		NS		NC	NS
cintre	hanger	SB	AF	116	7										6	0	14	58	67	50	36	33	36	8	0	13	81	93	74	11	7	13	3	93	4	2,8	0,82		NC		NS	NS
circuit	connects	B	B	92	7										19	15	25	47	60	25	34	25	50	18	23	8	47	55	33	35	23	58				2,72	1,06		NS		NS	NC
ciseau	scissors	SB	AF	197	5	26	15	35	30	30	30	44	55	35	18	13	23	54	67	38	29	20	38	11	7	13	68	79	61	22	14	26	16	77	7	2,6	0,76	NS	NS	NS	NS	NS
citron	lemon	SB	AF	135	5	29	33	22	17	21	11	55	46	67	14	14	14	17	10	29	69	76	57	24	18	33	35	41	25	41	41	42	1	55	44	3,32	0,99	NS	NS	NS	NS	NS
citrouille	pumpkin	SB	AF	181	7										19	16	25	32	32	33	48	53	42	33	33	33	25	24	27	42	43	40	3	77	20	2,96	1,14		NS		NS	NS
classeur	box file	SB	B	94	7										8	14	0	69	71	71	22	14	29	18	18	17	59	50	75	24	32	8	10	79	11	3,16	1,03		NS		NS	NS
clef	key	SB	AF	128	5	14	5	22	42	60	26	44	35	52	3	0	8	55	68	33	42	32	58	14	14	13	58	71	40	28	14	47	0	57	43	3,64	0,91	NS	NS	NS	NS	NS
cloche	bell	SB	AF	25	7										23	0	58	42	47	33	35	53	8	12	14	8	50	50	50	38	36	42	4	67	29	3,04	1,02		NS		NC	NS
clou	nail	SB	AF	151	7										38	50	17	50	50	50	13	0	33	22	29	13	67	67	67	11	5	20	20	78	2	2,12	0,88		NS		NS	NS
clown	clown	SB	AF	63	5	21	21	22	7	4	11	71	75	67	25	30	17	22	25	17	53	45	67	27	36	22	27	7	39	46	57	39	11	31	58	3,88	1,13	NS	NS	NS	NS	NS
coccinelle	ladybug	SB	AF	361	7										16	20	8	25	30	17	59	50	75	0	0	0	11	7	13	89	93	87	0	35	65	4,2	1		NC		NS	NS
cochon	pig	SB	AF	172	5	49	70	30	16	15	17	35	15	52	38	53	21	31	13	50	31	33	29	58	48	73	28	38	13	14	14	13	23	67	10	2,72	1,06	NS	NS	NC	NS	NS
code	code	S			9																			3	7	0	45	64	29	52	29	71	14	65	22							NC
cœur	heart	SB	AF	119	5	14	17	11	12	0	28	74	83	61	10	5	17	16	5	33	74	89	50	0	0	0	45	36	53	55	64	47	0	9	91	4,56	0,65	NS	NC	NC	NS	NS
coffre	safe	SB	B	285	7										13	10	17	22	25	17	66	65	67	5	7	4	43	36	48	51	57	48	2	84	14	3,68	0,95		NS		NS	NS
colère	anger	S			5	62	79	39	14	4	28	24	17	33	50	76	7	14	5	29	36	19	64	59	71	52	38	21	48	3	7	0	84	10	6			NS	*	NS	*	NS
collier	necklace	SB	AF	153	5	7	0	13	14	10	17	79	90	70	7	0	14	10	7	14	83	93	71	11	0	17	38	14	52	51	86	30	6	57	37	4	0,96	NS	NS	NS	NS	NC
commode	dresser	SB	AF	79	7										14	7	21	48	67	29	38	27	50	0	0	0	59	55	67	41	45	33	0	86	14	3,2	0,96		NS		NC	NS
conseil	advice	S			7										38	30	50	19	25	8	44	45	42	13	7	18	26	21	29	61	71	53	4	26	70				NS		NS	NS
coq	rooster	SB	AF	191	7										23	21	25	26	21	33	52	58	42	24	36	17	38	21	48	38	43	35	7	75	18	2,52	0,92		NS		NS	NC
coquillage	shell	SB	B	98	7										6	10	0	19	15	25	75	75	75	6	5	7	39	38	40	56	57	53	2	49	49	3,96	0,98		NS		NS	NS
corde	rope	B	AF	306	7										11	10	14	39	43	36	50	48	50	3	0	4	62	57	65	35	43	30				2,36	0,91		NS		NS	NS
