var,adjusted r,adjusted r-squared,r-squared,r,language,dim,window,algo,dataset,data_source
unigram_freq,0.0129810942285145,0.000168508807369574,0.000637403295635108,0.0252468472414895,cs,200,5,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0270369807288028,0.000730998326929654,0.00236660427087404,0.0486477571001381,cs,200,5,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0235379443690267,0.000554034825119394,0.00209569831357959,0.0457787976423539,cs,200,5,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0235553059887611,0.000554852440224166,0.00179633264039708,0.0423831645868626,cs,200,6,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0173417937139606,0.000300737809217564,0.00113757419395261,0.0337279438144783,cs,200,6,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0255002242229883,0.000650261435422679,0.00210521889526033,0.0458826644307012,cs,200,6,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0217440184391758,0.000472802337883217,0.00178842740065088,0.0422898025610298,cs,200,6,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0260788544224939,0.000680106647989631,0.00220184265611456,0.0469237962670814,cs,300,1,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0185785183319076,0.000345161343409028,0.00130561115023642,0.0361332416236963,cs,300,1,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0274432493042182,0.000753131932373471,0.002438261733338,0.0493787579161121,cs,300,1,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0231732248878154,0.000536998351701269,0.00203125595906872,0.0450694570531832,cs,300,1,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0192146003910853,0.000369200868189095,0.0011952863902393,0.0345729141126302,cs,300,2,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0,-0.000133021573582492,-0.000503168889007033,0,cs,300,2,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0278513472700746,0.000775697544758294,0.00251131781661129,0.0501130503622688,cs,300,2,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0232358702568998,0.000539905666595479,0.00204225320083873,0.0451912956313351,cs,300,2,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0232876320369928,0.000542313805890373,0.00175573885998459,0.0419015376804311,cs,300,3,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0165341104139085,0.000273376807179316,0.00103407816224188,0.0321570857237076,cs,300,3,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0275107553460107,0.000756841659708055,0.00245027196131031,0.0495002218309202,cs,300,3,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0220489042419284,0.00048615417826973,0.00183893222112885,0.0428827730111854,cs,300,3,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0223989744487467,0.000501714056355609,0.00162429732707581,0.040302572214138,cs,300,4,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0164560627305542,0.000270802000591934,0.00102433867010471,0.0320052912829224,cs,300,4,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0272412234835483,0.000742084256880625,0.00240249492643652,0.0490152519776907,cs,300,4,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0227076753023912,0.000515638517638828,0.00195046001232774,0.0441640126384338,cs,300,4,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0222405189540193,0.000494640683344091,0.00160139730916625,0.0400174625528188,cs,300,5,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.015208342769395,0.000231293689791409,0.00087489409268271,0.0295786087009296,cs,300,5,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0272174599726636,0.000740790127363544,0.00239830518710421,0.0489724941891284,cs,300,5,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.022644906417088,0.000512791786638675,0.00193969193587162,0.0440419338343768,cs,300,5,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0211148913465367,0.000445838636576052,0.00144340087052358,0.0379921158995334,cs,300,6,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0125620897615027,0.000157806099176051,0.0005969191121597,0.024431928130209,cs,300,6,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0277656742499634,0.000770932666555082,0.00249589154176155,0.0499588985243025,cs,300,6,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0234458640410338,0.000549708540630641,0.00207933366158286,0.0455997112006519,cs,300,6,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0253579295427527,0.000643024590695212,0.00208178963829936,0.045626632993235,cs,500,1,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0192104759693861,0.000369042386970359,0.0013959438521694,0.0373623319958672,cs,500,1,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0268369085495042,0.000720219660494453,0.00233170837976165,0.0482877663571391,cs,500,1,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0206768305157521,0.000427531320177136,0.00161718474376515,0.0402142355859856,cs,500,1,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0254744963194676,0.000648949962730567,0.00210097300746559,0.0458363721019191,cs,500,2,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.018370454090977,0.000337473583508693,0.00127653134382738,0.0357285788106297,cs,500,2,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0268803811686564,0.000722554891772256,0.0023392686820386,0.0483659868299883,cs,500,2,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0211081833030188,0.000445555402353843,0.00168536283818982,0.0410531708664485,cs,500,2,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0238019297754877,0.00056653186103725,0.00183414472034216,0.0428269158397165,cs,500,3,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0169736027891947,0.000288103191645357,0.0010897823484976,0.0330118516369137,cs,500,3,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0270882118864449,0.000733771223204935,0.00237558151189637,0.0487399375450603,cs,500,3,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0221412272586055,0.000490233944517213,0.00185436439047454,0.0430623314565589,cs,500,3,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0216143849899633,0.000467181638494349,0.00151249875711557,0.0388908569861293,cs,500,4,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0144070362855068,0.000207562694531908,0.000785128965131055,0.0280201528391809,cs,500,4,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0264251102783205,0.000698286453221399,0.0022606997056045,0.0475468159355019,cs,500,4,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0215690510108445,0.000465223961508412,0.00175976134958644,0.0419495095273645,cs,500,4,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0217473683043271,0.000472948028164049,0.00153116742148468,0.039130134442456,cs,500,5,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0116953832092961,0.000136781988412284,0.000517393076115591,0.0227462760933651,cs,500,5,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.026618598572017,0.000708549789938186,0.00229392721873628,0.0478949602644817,cs,500,5,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0213530637952903,0.000455953333445735,0.00172469416839871,0.0415294373715647,cs,500,5,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.022451637816835,0.000504076040658335,0.001631944242168,0.0403973296415494,cs,500,6,cbow,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0143352791467765,0.000205500228216005,0.000777327457023469,0.0278805928384507,cs,500,6,cbow,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0261099593516533,0.000681729977344986,0.00220709817865666,0.0469797635014978,cs,500,6,sg,dedup.cs.words.unigrams.tsv,Subtitles
unigram_freq,0.0205587909320049,0.000422663884585885,0.00159877312756784,0.0399846611535954,cs,500,6,sg,dedup.cswiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0628000381106456,0.00394384478669854,0.00938419388607714,0.0968720490444852,da,50,1,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0454159521055256,0.00206260870565139,0.00699487012862227,0.083635340189553,da,50,1,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0514128521248489,0.00264328136361157,0.00628956415710014,0.0793067724541866,da,50,1,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0342476517926289,0.00117290165330916,0.00397763022916792,0.0630684566892826,da,50,1,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0646134832820579,0.00417490222184078,0.00993398422709346,0.0996693745695911,da,50,2,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0452056879032731,0.00204355421880813,0.00693025115340368,0.0832481300294708,da,50,2,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0511378645725296,0.00261508119303838,0.00622246317250463,0.0788825910610487,da,50,2,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0335459278622729,0.00112532927614082,0.00381629928981397,0.0617762032648007,da,50,2,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0632224925044169,0.00399708355847105,0.00951087304907433,0.0975237050622787,da,50,3,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0429288657122749,0.00184288751134253,0.00624973547730173,0.0790552684980687,da,50,3,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0495609682354822,0.00245628957243848,0.00584462595126822,0.0764501533763551,da,50,3,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0323419310335482,0.00104600050297879,0.0035472737280528,0.0595589936789802,da,50,3,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0600735864636583,0.00360883579060663,0.0085870556763003,0.0926663675574925,da,50,4,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0433201820865996,0.00187663817601615,0.00636419321012316,0.0797758936654624,da,50,4,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0489108485475677,0.0023922711056431,0.00569229700903312,0.0754473128019356,da,50,4,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0327908695945695,0.00107524112876807,0.00364643668577486,0.0603857324686457,da,50,4,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0595085709084058,0.00354127001156076,0.00842628607077001,0.091794804159985,da,50,5,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.042862857406469,0.00183722454504729,0.00623053081009101,0.0789337114931954,da,50,5,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0484730295269524,0.0023496345915208,0.00559084542135918,0.0747719561156399,da,50,5,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0318253451876013,0.00101285259630997,0.00343486011244615,0.0586076796371103,da,50,5,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0582784055295887,0.00339637255107119,0.00808150935252278,0.0898972154881495,da,50,6,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0419150125890341,0.00175686828033889,0.0059580207435348,0.0771882163515572,da,50,6,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0487591359478183,0.00237745333837783,0.0056570388260932,0.0752132888929423,da,50,6,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0306801554638542,0.00094127193928626,0.00319211053118507,0.0564987657492185,da,50,6,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0696447537724356,0.00485039172802319,0.0115412798578459,0.107430348867747,da,100,1,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0487732271201138,0.00237882768371021,0.00806725515136875,0.089817899949669,da,100,1,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.05642770082316,0.00318408542018806,0.00757638207103206,0.0870424153561473,da,100,1,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0363204094546768,0.00131917214295537,0.00447367345633065,0.0668855250134934,da,100,1,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0672141844114909,0.00451774658610191,0.0107497663283126,0.103681079895575,da,100,2,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0458743355508418,0.00210445466223123,0.00713678120990585,0.0844794721213731,da,100,2,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0547414287488097,0.00299662402146101,0.0071303264560284,0.0844412603886773,da,100,2,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0348722928236111,0.00121607680677568,0.00412404898055502,0.0642187587902088,da,100,2,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0655152253429937,0.00429224475174324,0.0102131952790602,0.101060354635535,da,100,3,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0443742453422041,0.00196907364969013,0.00667766717726759,0.0817169944214029,da,100,3,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0529035718810222,0.00279878791777048,0.00665958471665784,0.081606278659536,da,100,3,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0339097157568547,0.00114986882271068,0.00389951960242158,0.062446133606666,da,100,3,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0627332422005687,0.00393545967699521,0.0093642419104118,0.096769013172667,da,100,4,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.044364839623872,0.00196823899485188,0.00667483663447982,0.0816996734049765,da,100,4,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0526396740010844,0.00277093527894045,0.00659331066756202,0.0811992036140874,da,100,4,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0332299596380506,0.00110423021754647,0.00374474661271179,0.0611943348089657,da,100,4,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0610631354032588,0.00372870650527672,0.00887228242546667,0.0941927939147506,da,100,5,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0425151501128532,0.00180753798911844,0.00612985558132878,0.0782933942381398,da,100,5,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0538888172238361,0.00290400462178401,0.00690994293406211,0.0831260665138325,da,100,5,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0344580273608847,0.00118735564960348,0.00402664768295902,0.0634558719344319,da,100,5,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0601203880872188,0.0036144610637578,0.00860044075019845,0.09273856129032,da,100,6,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0423611016938646,0.00179446293671794,0.00608551450334544,0.0780097077506732,da,100,6,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0545664038267973,0.00297749242658912,0.00708480372241749,0.084171276112564,da,100,6,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0335270502766613,0.00112406310025378,0.00381200534115295,0.0617414394159461,da,100,6,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0717985167730231,0.00515502701080609,0.0122661452399259,0.110752630848779,da,200,1,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0493806852376446,0.00243845207453933,0.00826945776459598,0.0909365590100922,da,200,1,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0611013593569418,0.00373337611526614,0.00888339354364781,0.0942517561833614,da,200,1,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0397658247314918,0.00158132081657573,0.00536269129153166,0.0732303986847789,da,200,1,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0697319147120105,0.00486253992940311,0.0115701859338407,0.107564798767258,da,200,2,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.046217430825711,0.00213605091212938,0.00724393273311214,0.0851112961545771,da,200,2,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0609576675686939,0.00371583723541539,0.00884166060080505,0.0940301047580244,da,200,2,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0387290116212361,0.00149993634115784,0.00508669428130165,0.0713210647796403,da,200,2,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0546875867189984,0.00299073214114797,0.00711630700288013,0.084358206493975,da,200,3,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0356281753726832,0.00126936688038667,0.00430477019201519,0.0656107475343422,da,200,3,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0601251808993339,0.00361503737817762,0.00860181206335792,0.0927459544312199,da,200,3,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0380443826696939,0.0014473750527181,0.00490844457963907,0.0700602924604163,da,200,3,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0549318091511163,0.00301750365661467,0.00718000856958756,0.0847349312243042,da,200,4,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0338126873661865,0.00114329782692347,0.00387723555890845,0.0622674518421017,da,200,4,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0597784875395089,0.00357346757251123,0.00850289865847553,0.0922111634156924,da,200,4,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0389180030295151,0.00151461095980535,0.00513645992582024,0.0716691002163431,da,200,4,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0589424202702486,0.00347420890731461,0.00826671731527973,0.0909214898430494,da,200,5,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.030975046052014,0.000959453477924387,0.0032537691003377,0.0570418188729786,da,200,5,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0577137630051493,0.00333087844021454,0.00792566918438331,0.0890262275084332,da,200,5,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0371551350307055,0.00138050405914996,0.00468166675498455,0.068422706428382,da,200,5,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0599830199566429,0.00359796268311903,0.00856118362647928,0.0925266644080467,da,200,6,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.034696069052817,0.00120381720771785,0.0040824733278374,0.0638942354820636,da,200,6,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0562355916674179,0.00316244177018457,0.00752488201993468,0.0867460778360306,da,200,6,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0368773690897012,0.00135994035097805,0.00461192959755313,0.067911189045349,da,200,6,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0722479738848255,0.00521976973046243,0.0124201975079097,0.111445939844885,da,300,1,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0493629078544257,0.00243669667184453,0.00826350471405374,0.0909038212291086,da,300,1,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0618428386739423,0.00382453669525126,0.00910030587250843,0.0953955233357857,da,300,1,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0400730008946911,0.00160584540070592,0.00544586086241494,0.0737960761993139,da,300,1,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0643121775931815,0.00413605618677692,0.00984155190674096,0.099204596197661,da,300,2,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0387653816069393,0.00150275481113163,0.00509625248367618,0.0713880416013507,da,300,2,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0639727100117827,0.00409250762625164,0.00973793014738394,0.0986809512894152,da,300,2,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0391564119076148,0.00153322459347879,0.00519958384739139,0.0721081399523756,da,300,2,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0576704805705881,0.00332588432924258,0.00791378593131831,0.0889594622922054,da,300,3,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0341054525741242,0.00116318189528584,0.00394466787190234,0.062806590990933,da,300,3,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0608544774265085,0.00370326742285343,0.00881175132075657,0.0938709290502473,da,300,3,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0378320846165762,0.00143126662643579,0.00485381650136491,0.0696693368804735,da,300,3,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0577146217324834,0.00333097756172364,0.00792590503937002,0.0890275521362349,da,300,4,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0332561949791408,0.00110597450449063,0.00375066196670404,0.06124264826658,da,300,4,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0593504751035333,0.00352247889501513,0.00838157348938373,0.0915509338531494,da,300,4,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0391604953778112,0.00153354439823557,0.00520066839277028,0.0721156598303744,da,300,4,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0569581698135388,0.00324423310850793,0.00771950067724514,0.0878606890323832,da,300,5,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0381355346153395,0.00145431900039776,0.00493199340500089,0.0702281525102355,da,300,5,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0593974349972711,0.00352805528425505,0.00839484224630543,0.0916233717252614,da,300,5,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0378210435391728,0.001430431334392,0.00485098379763893,0.0696490042831836,da,300,5,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0470924168120484,0.0022176957211997,0.00527690306125944,0.0726422952642566,da,300,6,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0289556854587975,0.000838431720388819,0.00284335122787383,0.0533230834430439,da,300,6,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0565885829150984,0.00320226771633897,0.00761964599281462,0.0872905836434527,da,300,6,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0373862856749594,0.00139773435656967,0.00474009940505443,0.068848379828827,da,300,6,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0734019455198422,0.00538784560609789,0.0128201261790012,0.113225996038901,da,500,1,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0500916595700773,0.00250917435848452,0.00850929636803088,0.0922458474297401,da,500,1,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0643594080232364,0.00414213340110143,0.00985601235348593,0.0992774513849239,da,500,1,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0391837291002572,0.00153536462620234,0.00520684128353582,0.072158445684035,da,500,1,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0600013160972615,0.0036001579334035,0.0085664071216755,0.0925548870761317,da,500,2,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0358095879679337,0.00128232659043318,0.00434872011253651,0.0659448262757323,da,500,2,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0651977648002627,0.00425074853495038,0.0101144569754544,0.100570656632312,da,500,2,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.041466594548048,0.0017194784634122,0.00583122165031924,0.0763624361209046,da,500,2,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0587073398938169,0.00344655175740814,0.00820090842291815,0.0905588671689203,da,500,3,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0346839525126113,0.00120297656189708,0.00407962246798971,0.0638719223758743,da,500,3,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0663759886394898,0.00440577186786967,0.0104833277327132,0.102388123006105,da,500,3,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0395372000054147,0.00156319018426816,0.00530120535966599,0.0728093768663487,da,500,3,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0600286132978331,0.00360343441446079,0.00857420335483594,0.0925969943077849,da,500,4,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0339306855705187,0.00115129142328541,0.00390434402997192,0.0624847503793679,da,500,4,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0627478657585691,0.00393729465725541,0.00936860815996526,0.0967915707071916,da,500,4,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0412354439053194,0.00170036183406874,0.00576639193288997,0.0759367627232684,da,500,4,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0624948736463359,0.00390560923207149,0.00929321417532075,0.0964013183277114,da,500,5,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.036425850182319,0.00132684256150475,0.00449968594306072,0.0670796984419334,da,500,5,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0629655550289797,0.00396466112010748,0.00943372537610066,0.0971273667721958,da,500,5,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0409787801618632,0.00167926042355431,0.00569483127978365,0.0754641059032945,da,500,5,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0622799585905318,0.00387879324203836,0.00922940678346629,0.0960698016208334,da,500,6,cbow,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.035345379300465,0.00124929583789374,0.00423670379861763,0.0650899669581851,da,500,6,cbow,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0626764506925425,0.00392833747141471,0.00934729495593495,0.0966814095673773,da,500,6,sg,dedup.da.words.unigrams.tsv,Subtitles
unigram_freq,0.0394496458140127,0.00155627455485105,0.00527775256927593,0.0726481422286622,da,500,6,sg,dedup.dawiki-meta.words.unigrams.tsv,Wikipedia
unigram_freq,0.0602335560380653,0.00362808127299076,0.00503227975663223,0.0709385632546377,de,50,1,cbow,dedup.de.words.unigrams.tsv,Subtitles
