54	Cherry	5.7	Cereza	4.35	1.309	1.798	1.303	5
55	Chicken	5.2	Pollo*	5.2	0.951	6.812	21.662	5
56	Chisel	5.3	Cincel	5.25	1.585	20.838	20.369	5
57	Church	5.05	Iglesia*	5.75	1.682	0.508	20.668	7
58	Cigar	4.55	Puro	5.8	0.951	6.812	1.662	5
59	Cigarette	3.85	Cigarro	3.35	1.226	21.047	20.185	4
60	Clock	3.45	Reloj	4.3	1.302	20.242	20.146	5
61	Clothespin	4	Pinza	3.5	1.192	20.668	0.311	4
62	Cloud	5.05	Nube*	2.65	1.927	0.111	1.144	6
63	Clown	3.8	Payaso	4.7	1.949	0.402	1.086	6
64	Coat	1.95	Abrigo*	5.65	1.268	2.322	21.321	5
65	Comb	3.95	Peine	4.9	1.373	20.435	20.073	5
66	Corn	2.8	Maiz	3.95	1.356	21.248	0.1	4
67	Couch	3.85	Sofa_	4	0.918	0.536	20.908	3
68	Cow	3.75	Vaca	4.1	1.071	0.33	20.217	4
69	Crown	1.55	Corona*	3.65	1.137	2.905	1.26	5
70	Cup	2.1	Taza*	3.7	1.559	1.375	1.02	6
71	Deer	4.9	Ciervo	6	1.026	3.241	0.975	5
72	Desk	4.3	Escritorio	5.2	1.005	20.49	0.594	3
73	Dog	4	Perro*	5.45	1.761	20.948	20.325	6
74	Doll	4.6	Mun_eca*	5.2	2.858	21.611	0.393	7
75	Donkey	4.05	Burro	2.75	1.482	0.499	0.909	5
76	Door	5.15	Puerta	4.7	1.261	0.532	0.459	5
77	Doorknob	4.25	Picaporte	5.65	0.745	0.082	20.151	3
78	Dress	5.15	Vestido*	3.65	1.531	20.227	0.955	5
79	Dresser	5	Co_moda	3.85	1.531	20.543	20.405	5
80	Drum	2.25	Tambor	3.8	1.881	2.001	1.27	8
81	Duck	1.8	Pato	4.5	1.732	0.789	20.473	7
82	Eagle	6.25	A_guila*	4.75	2.124	0.484	0.144	8
83	Ear	4.5	Oreja*	4.8	1.576	20.577	0.007	5
84	Elephant	3.75	Elefante	5.35	1.565	0.677	0.263	7
85	Envelope	2.8	Sobre	5.65	1.954	21.164	20.392	6
86	Eye	6.45	Ojo*	3.6	2.186	21.112	0.27	7
87	Fence	2.25	Valla	7.5	1.539	20.381	20.77	5
88	Finger	2.95	Dedo	5.05	1.317	3.89	21.637	6
89	Fish	4.8	Pez*	5.8	0.696	20.734	0.292	2
90	Flag	2.75	Bandera*	5.05	1.432	3.017	21.89	5
91	Flower	5.1	Flor*	4.6	1.429	1.131	20.885	6
92	Flute	4.1	Flauta	5.25	2.173	20.995	0.566	6
93	Fly	2.75	Mosca*	2.45	1.276	20.303	0.714	4
94	Foot	4.5	Pie*	5.2	1.963	0.851	20.635	8
95	Football	3.15	Balo_n de rugby	6.2	0.834	1.08	21.018	3
96	Football helmet	                 Ð	Casco	4.15	1.04	0.784	20.328	4
97	Fork	5.55	Tenedor	5.5	0.688	0.083	0	3
98	Fox	2.85	Zorro	3.8	1.508	0.263	20.033	6
99	French horn	4.65	Trombo_n	5.55	1.276	20.303	20.714	4
100	Frog	2.2	Rana	2.55	1.572	0.643	1.207	5
101	Frying pan	6.35	Sarte_n	3.55	1.191	0.195	20.028	5
102	Garbage can	5.4	Cubo basura	5.35	1.461	2.746	1.455	6
103	Giraffe	4.05	Jirafa	4.9	1.334	20.872	0.053	4
104	Glass	5.65	Vaso	4.25	1.293	3.242	0.944	6
105	Glasses	4.4	Gafas	3.7	0.865	2.378	0.119	4
106	Glove	3.9	Guante*	4.4	1.93	0.525	0.388	8
107	Goat	3.7	Cabra*	4.4	1.046	0.313	20.012	4
108	Gorilla	4.7	Gorila	4.6	1.273	20.65	0.517	4
109	Grapes	1.95	Uvas	4.6	1.142	1.029	20.979	4
110	Grasshopper	4.55	Saltamontes	4.2	1.24	0.361	0.133	5
111	Guitar	4.6	Guitarra*	4.65	1.424	21.194	20.155	5
112	Gun	3.45	Pistola*	3.5	1.906	20.421	0.761	6
113	Hair	3.5	Cabello*	4	0.858	20.08	0.555	3
114	Hammer	1.75	Martillo*	3.35	2.084	20.265	0.759	7
115	Hand	2.7	Mano	1.85	0.671	20.548	0.177	2
116	Hanger	4.45	Percha	4.75	1.02	0.849	0.89	4
117	Harp	7.05	Arpa	3.75	1.97	21.171	0.112	6
118	Hat	4.95	Sombrero*	2.75	1.118	0.027	0.549	4
119	Heart	3.2	Corazo_n	2	0.795	21.366	0	2
120	Helicopter	4.9	Helico_ptero	5.05	1.432	20.469	0.382	5
121	Horse	3.65	Caballo*	3.8	1.281	21.15	20.253	4
122	House	5.95	Casa*	3.4	1.603	2.44	1.054	7
123	Iron	3.6	Plancha	3.45	1.432	4.791	1.486	7
124	Ironing board	4.5	Tabla plancha	5.35	1.631	20.873	0.176	5
125	Jacket	2.3	Chaqueta	3.55	1.099	0.102	20.802	4
126	Kangaroo	3.4	Canguro	3.25	1.65	21.011	0.493	5
127	Kettle	3.85	Tetera	6.45	1.504	20.821	0.055	5
128	Key	2.75	Llave*	3.25	1.743	20.412	0.766	6
129	Kite	3.75	Cometa	2.8	1.542	20.586	0.562	5
130	Knife	3.8	Cuchillo	4.55	1.731	1.064	0.786	7
131	Ladder	4.5	Escalera*	5.2	1.936	20.862	20.459	6
132	Lamp	4.35	La_mpara*	4.05	1.356	2.595	1.307	6
133	Leaf	2.55	Hoja*	5.1	0.912	7.675	21.601	5
134	Leg	5.35	Pierna*	6.25	1.446	20.219	0.094	5
135	Lemon	1.6	Limo_n*	3.55	1.099	4.321	1.577	5
136	Leopard	6.55	Leopardo	5.65	1.755	20.515	0.339	6
137	Lettuce	3.4	Lechuga	5.05	0.887	20.246	20.607	3
138	Light bulb	4.85	Bombilla	4.85	1.814	0.525	0.834	7
139	Light switch	6.6	Interruptor	5.15	1.461	0.101	20.062	6
140	Lion	2.55	Leo_n*	4.55	2.212	21.216	20.593	6
141	Lips	4.5	Labios	5.8	1.542	4.959	21.063	8
142	Lobster	5	Langosta	3.2	1.24	20.814	20.236	4
143	Lock	5.6	Candado	4.25	1.07	0.892	0.877	4
144	Mitten	6.05	Manopla	3.25	1.118	0.305	0.706	4
145	Monkey	5	Mono	2.65	0.813	20.406	0.113	3
146	Moon	2.35	Luna*	3.1	2.075	2.128	1.423	8
147	Motorcycle	3.25	Moto	5.65	1.309	1.502	0.262	6
148	Mountain	3.5	Montan_a*	2.85	1.725	20.893	0.666	5
149	Mouse	4.45	Rato_n	2.45	0.686	0.151	0.198	3
150	Mushroom	3	Seta	4.45	1.504	20.821	0.055	5
151	Nail	4.1	Clavo*	3.6	0.754	20.073	0.033	3
152	Nail file	5.65	Lima	5.5	1.638	2.439	20.598	8
153	Necklace	3.95	Collar*	5.45	0.945	1.277	20.674	4
154	Needle	3.55	Aguja*	4.95	1.356	0.802	0.1	6
155	Nose	3.6	Nariz*	4.2	1.24	0.654	20.236	5
156	Nut	3.3	Tuerca	4.4	1.698	0.075	0.155	7
157	Onion	4.85	Cebolla	4.4	1.569	2.743	1.521	6
158	Orange	5	Naranja	3.25	1.164	0.075	0.792	4
159	Ostrich	4.3	Avestruz	4.15	1.387	21.045	20.428	4
160	Owl	4.25	Bu_ho	6.5	2.164	1.739	21.419	8
161	Paint brush	4.9	Pincel	4.8	1.473	21.315	0.382	4
162	Pants	4.25	Pantalo_n*	3.45	1.395	20.144	0.114	5
163	Peach	2.05	Melocoto_n	2.8	1.056	20.755	0.441	4
164	Peacock	3.6	Pavo real	6	1.622	20.764	0	6
165	Peanut	3.9	Cacahuete	4.8	0.768	21.131	0.372	2
166	Pear	3.75	Pera	2.65	1.785	2.949	1.454	7
167	Pen	3.05	Boli_grafo	4	1.17	1.63	0.658	5
168	Pencil	1.95	La_piz*	3.75	1.86	20.988	0.187	6
169	Penguin	2.6	Pingu_ino	5.15	1.309	0.262	20.775	5
170	Pepper	3.1	Pimiento	6	1.622	1.113	20.247	7
171	Piano	2.25	Piano*	3.45	2.089	0.409	0.982	7
172	Pig	1.85	Cerdo	4.3	2.203	20.748	0.429	8
173	Pineapple	2.85	Pin_a	5.95	2.743	21.538	20.18	7
174	Pipe	2.4	Pipa	5.4	1.273	2.517	0.843	6
175	Pitcher	3.85	Jarra	4.45	1.504	1.214	0.055	7
176	Pliers	6.25	Alicates	4.45	1.356	20.889	0.047	5
177	Plug	3.9	Enchufe	5.35	1.496	0.041	20.987	5
178	Pocketbook	5.2	Bolso*	3.75	1.482	20.399	20.168	5
179	Pot	2.8	Cazo	5.3	1.174	20.369	20.654	4
180	Potato	3.15	Patata*	3.55	1.234	20.315	0.805	4
181	Pumpkin	3	Calabaza	3.75	1.118	21.36	20.204	3
182	Rabbit	3.9	Conejo*	2.1	1.21	0.189	0.979	4
183	Raccoon	3.35	Mapache	5.35	0.813	20.406	20.113	3
184	Record player	5.9	Tocadiscos	4.1	1.21	20.621	20.012	4
185	Refrigerator	2.6	Frigori_fico	6.05	1.317	2.564	20.716	6
186	Rhinoceros	5.5	Rinoceronte	4.55	1.731	0.668	0.853	7
187	Ring	1.85	Anillo	6.25	2.197	20.854	20.75	7
188	Rocking chair	4.55	Mecedora	4.25	1.618	20.706	0.378	5
189	Roller skate	3.75	Pati_n	5.65	1.226	3.099	0.947	6
190	Rolling pin	5.75	Rodillo	5.85	0.875	1.437	21.255	3
191	Rooster	2.55	Gallo	3.6	0.94	0.976	0.945	4
192	Ruler	3.5	Regla*	5.5	1.318	1.041	20.766	5
193	Sailboat	5.7	Velero	7	0.324	9.5	0	2
194	Salt shaker	5.8	Salero	4.3	1.031	0.282	20.038	4
195	Sandwich	2.55	Sandwich	4.6	1.046	0.168	0.319	4
196	Saw	3.55	Sierra*	6.35	0.671	0.736	0.613	3
197	Scissors	4.25	Tijeras	4.05	1.191	20.925	0.31	4
198	Screw	3.3	Tornillo	2.8	1.281	20.828	0.58	4
199	Screwdriver	5.95	Destornillador	4.25	1.333	20.085	20.213	5
200	Seahorse	5.15	Caballito de mar	5.8	1.704	0.17	20.434	7
201	Seal	4.2	Foca	5.1	1.683	20.263	20.763	5
202	Sheep	4.65	Oveja	3.15	1.927	20.781	0.696	6
203	Shirt	4	Camisa*	2.5	0.761	20.037	0.398	3
204	Shoe	3.7	Zapato*	2.75	1.372	0.085	0.773	5
205	Skirt	4	Falda	4.65	2.059	21.378	20.238	6
206	Skunk	4.8	Mofeta	4.65	1.089	21.125	20.292	3
207	Sled	5.7	Trineo	5.6	1.142	4.286	21.449	5
208	Snail	2.3	Caracol	3.9	2.404	21.7	0.156	6
209	Snake	3.3	Serpiente*	5.25	1.41	1.848	0.634	6
210	Snowman	3.6	Mun_eco de nieve 	7.05	1.959	20.937	20.59	6
211	Sock	3	Calceti_n	3.1	0.912	0.154	0.713	3
212	Spider	6.15	Aran_a	4.7	3.097	21.411	0.525	8
213	Spinning wheel	                     Ð	Rueca	7.6	1.789	2.155	21.775	6
214	Thread	4.5	Bobina	4.05	1.05	20.36	0.801	3
215	Spoon	3.35	Cuchara	4.6	0.681	0.362	20.401	3
216	Squirrel	3.7	Ardilla	4.35	1.268	20.696	20.4	4
217	Star	3.7	Estrella*	5.8	0.768	21.131	0.372	2
218	Stool	3.3	Taburete	3.25	1.118	20.528	20.047	4
219	Stove	5.2	Cocina*	4.45	0.999	0.723	20.376	4
220	Strawberry	4.15	Fresa	3.95	2.544	20.956	0.574	8
221	Suitcase	3.05	Maleta	4.85	1.694	21.652	20.245	5
222	Sun	2.55	Sol*	3.05	1.317	20.232	0.36	5
223	Swan	5.15	Cisne	3.35	1.725	21.402	0.35	5
224	Sweater	3.2	Jersey	5.75	1.02	20.755	20.435	3
225	Swing	4.05	Columpio	5.1	1.483	20.093	0.026	6
226	Table	4.3	Mesa*	4.45	1.099	5.034	1.594	5
227	Telephone	3.35	Tele_fono*	3.05	1.395	2.194	1.325	6
228	Television	4.1	Televisor	5.95	1.356	3.799	21.729	6
229	Tennis racket	3.5	Raqueta	4.2	1.473	21.204	20.273	4
230	Thimble	5.35	Dedal	4.15	0.933	4.408	1.833	4
231	Thumb	3.1	Pulgar	4.2	1.105	0.069	20.437	4
232	Tie	6.6	Corbata*	4.4	1.142	0.826	0.508	5
233	Tiger	1.95	Tigre	6.1	1.447	20.168	0.618	5
234	Toaster	4	Tostador	5.85	1.226	0.104	21.019	4
235	Toe	3.75	Un_a*	4.35	3.249	21.352	0.695	8
236	Tomato	3.5	Tomate	4.15	1.137	1.14	0.632	5
237	Toothbrush	5	Cepillo de dientes	6.85	1.309	3.334	21.103	6
238	Top	3.45	Peonza	3.5	1.469	20.634	0.775	4
239	Traffic light	                     Ð	Sema_foro	3.5	1.235	20.896	0.372	4
240	Train	3.4	Tren*	4.75	1.997	20.709	20.807	6
241	Tree	3.45	Arbol	2.2	1.322	1.128	1.416	4
242	Truck	4.75	Camio_n	5.75	1.02	0.047	0.228	4
243	Trumpet	2.4	Trompeta	4.65	1.309	0.587	20.208	5
244	Turtle	                      Ð	Tortuga	4.6	1.273	1.923	0.687	6
245	Umbrella	5.1	Paraguas	3.05	1.191	1.186	0.518	5
246	Vase	2.15	Jarro_n	3.8	1.963	21.333	0.124	6
247	Vest	2.4	Chaleco	6.3	0.801	20.267	0.055	3
248	Violin	3.75	Violi_n	3.8	2.067	20.995	0.337	6
249	Wagon	3.85	Carro*	4.55	1.638	1.355	0.82	7
250	Watch	4.45	Reloj de pared	5.85	1.694	20.495	0.476	6
251	Watering can	5.2	Regadera	5.9	1.071	2.174	21.496	4
252	Watermelon	2.85	Sandi_a	5.6	1.698	0.825	20.585	7
253	Well	                     Ð	Pozo	4.05	1.986	21.371	20.345	6
254	Wheel	5.8	Rueda*	4.4	1.536	20.195	20.372	6
255	Whistle	4.15	Silbato	5.95	0.826	0.534	0.722	3
256	Windmill	                     Ð	Molino*	4.15	1.387	0.032	20.691	5
257	Window	4.55	Ventana*	5	0.725	20.931	0	2
258	Wineglass	4.9	Copa	6.15	0.988	0.321	21.056	3
259	Wrench	3.25	Llave fija	6.9	1.334	10.194	22.609	7
260	Zebra	                     Ð	Cebra	4.9	2.049	0.284	20.503	8
	Mean	3.98		4.52	1.41	0.45	0.14	5.06
	Min	1.2		1.8	0	22	23	2
	Max	7.05		7.6	3	10.19	3	8
	SD	1.19		1.12	0.46	1.83	0.77	1.5
Note-The ID is the identifyng member of the picture named by the word from Snodgrass and Vanderwart (1980).								
